"lang"
{
"Language"	"latam"
"[english]DOTA_Tooltip_ability_skywrath_mage_mystic_flare_Lore"	"Only the most practiced of Skywrath sorcerers could hope to shape the skies into such a storm."
"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_skywrath_mage_mystic_flare_radius"	"RADIUS:"
"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_skywrath_mage_mystic_flare_duration"	"DURATION:"
"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_damage"	"DAÑO:"
"[english]DOTA_Tooltip_ability_skywrath_mage_mystic_flare_damage"	"DAMAGE:"
"DOTA_Tooltip_modifier_tusk_frozen_sigil"	"Sello Gélido"
"[english]DOTA_Tooltip_modifier_tusk_frozen_sigil"	"Frozen Sigil"
"DOTA_Tooltip_modifier_tusk_frozen_sigil_Description"	"Velocidad de ataque ralentizada en %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, velocidad de movimiento reducida un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_tusk_frozen_sigil_Description"	"Attack speed slowed by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, movement slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_tusk_frozen_sigil_aura"	"Sello Gélido"
"[english]DOTA_Tooltip_modifier_tusk_frozen_sigil_aura"	"Frozen Sigil"
"DOTA_Tooltip_modifier_tusk_frozen_sigil_aura_Description"	"Ralentizando la velocidad de ataque y movimiento de los enemigos cercanos."
"[english]DOTA_Tooltip_modifier_tusk_frozen_sigil_aura_Description"	"Slowing nearby enemy attack and movement speed."
"DOTA_Tooltip_modifier_tusk_walrus_punch"	"Puñetazo de Morsa"
"[english]DOTA_Tooltip_modifier_tusk_walrus_punch"	"Walrus Punch"
"DOTA_Tooltip_modifier_tusk_walrus_punch_Description"	"¡La siguiente unidad recibirá un tortazo!"
"[english]DOTA_Tooltip_modifier_tusk_walrus_punch_Description"	"Next unit will get punched!"
"DOTA_Tooltip_modifier_tusk_walrus_punch_slow"	"Puñetazo de Morsa"
"[english]DOTA_Tooltip_modifier_tusk_walrus_punch_slow"	"Walrus Punched"
"DOTA_Tooltip_modifier_bristleback_viscous_nasal_goo"	"Viscosidad Nasal"
"[english]DOTA_Tooltip_modifier_bristleback_viscous_nasal_goo"	"Viscous Nasal Goo"
"DOTA_Tooltip_modifier_bristleback_viscous_nasal_goo_Description"	"Perdiendo %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% de armadura y ralentizado un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_bristleback_viscous_nasal_goo_Description"	"Losing %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor and slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_bristleback_warpath"	"Senda de Guerra"
"[english]DOTA_Tooltip_modifier_bristleback_warpath"	"Warpath"
"DOTA_Tooltip_modifier_bristleback_warpath_Description"	"Moviéndote un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% más rápido e infligiendo %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% de daño adicional."
"[english]DOTA_Tooltip_modifier_bristleback_warpath_Description"	"Moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% faster and dealing %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonus damage."
"DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_whirl_duration"	"DURACIÓN DEL GIRO:"
"[english]DOTA_Tooltip_ability_troll_warlord_whirling_axes_melee_whirl_duration"	"WHIRL DURATION:"
"DOTA_Tooltip_ability_abaddon_death_coil"	"Espiral de la Niebla"
"[english]DOTA_Tooltip_ability_abaddon_death_coil"	"Mist Coil"
"DOTA_Tooltip_ability_abaddon_death_coil_Description"	"En inglés: <font color='#F2A93E'>Mist Coil</font>.\n \nAbaddon libera una espiral de niebla mortal que puede dañar a una unidad enemiga o sanar a una unidad aliada a cambio de parte de la vida de Abaddon."
"[english]DOTA_Tooltip_ability_abaddon_death_coil_Description"	"Abaddon releases a coil of deathly mist that can damage an enemy unit or heal a friendly unit at the cost of some of Abaddon's health."
"DOTA_Tooltip_ability_abaddon_death_coil_target_damage"	"DAÑO/CURACIÓN:"
"[english]DOTA_Tooltip_ability_abaddon_death_coil_target_damage"	"DAMAGE/HEAL:"
"DOTA_Tooltip_ability_abaddon_death_coil_self_damage"	"DAÑO AUTOINFLIGIDO:"
"[english]DOTA_Tooltip_ability_abaddon_death_coil_self_damage"	"SELF DAMAGE:"
"DOTA_Tooltip_ability_abaddon_aphotic_shield"	"Escudo Afótico"
"[english]DOTA_Tooltip_ability_abaddon_aphotic_shield"	"Aphotic Shield"
"DOTA_Tooltip_ability_abaddon_aphotic_shield_Description"	"En inglés: <font color='#F2A93E'>Aphotic Shield</font>.\n \nInvoca energías oscuras alrededor de una unidad aliada, creando un escudo que absorbe una cantidad fija de daño antes de disiparse. Cuando el escudo es destruido, explota e inflige daño igual a la cantidad que haya podido absorber en un área a su alrededor. Elimina algunos tipos de efectos negativos y aturdimientos al lanzarlo.\n\nTIPO DE DISIPACIÓN: Fuerte"
"[english]DOTA_Tooltip_ability_abaddon_aphotic_shield_Description"	"Summons dark energies around an ally unit, creating a shield that absorbs a set amount of damage before expiring. When the shield is destroyed it will burst and deal damage equal to the amount it could absorb to an area around it. Removes certain types of negative buffs and stuns on cast.\n\nDISPEL TYPE: Strong Dispel"
"DOTA_Tooltip_ability_abaddon_aphotic_shield_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_abaddon_aphotic_shield_duration"	"DURATION:"
"DOTA_Tooltip_ability_abaddon_aphotic_shield_damage_absorb"	"DAÑO MÁXIMO ABSORBIDO:"
"[english]DOTA_Tooltip_ability_abaddon_aphotic_shield_damage_absorb"	"MAX DAMAGE ABSORBED:"
"DOTA_Tooltip_ability_abaddon_aphotic_shield_radius"	"RADIO DE EXPLOSIÓN:"
"[english]DOTA_Tooltip_ability_abaddon_aphotic_shield_radius"	"BURST RADIUS:"
"DOTA_Tooltip_ability_abaddon_frostmourne"	"Maldición del Averno"
"[english]DOTA_Tooltip_ability_abaddon_frostmourne"	"Curse of Avernus"
"DOTA_Tooltip_ability_abaddon_frostmourne_Description"	"En inglés: <b><font color='#F2A93E'>Curse of Avernus</font></b>.\n \nAbaddon golpea a un enemigo y ralentiza su velocidad de movimiento. Si el objetivo es alcanzado %hit_count% veces, se ve afectado por una maldición gélida que lo silencia y lo ralentiza, y todos los ataques contra él proporcionan un aumento en la velocidad de ataque."
"[english]DOTA_Tooltip_ability_abaddon_frostmourne_Description"	"Abaddon strikes an enemy, slowing the target's movement speed. If the target gets hit %hit_count% times, they become affected by a chilling curse causing them to be silenced and slowed, and all attacks against them gain an attack speed boost."
"DOTA_Tooltip_ability_abaddon_frostmourne_debuff_duration"	"DURACIÓN DEL EFECTO:"
"[english]DOTA_Tooltip_ability_abaddon_frostmourne_debuff_duration"	"DEBUFF DURATION:"
"DOTA_Tooltip_ability_abaddon_frostmourne_buff_duration"	"DURACIÓN DE LA MEJORA:"
"[english]DOTA_Tooltip_ability_abaddon_frostmourne_buff_duration"	"BUFF DURATION:"
"DOTA_Tooltip_ability_abaddon_frostmourne_slow_pct"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_abaddon_frostmourne_slow_pct"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_abaddon_frostmourne_attack_speed"	"VELOCIDAD DE ATAQUE ADICIONAL:"
"[english]DOTA_Tooltip_ability_abaddon_frostmourne_attack_speed"	"ATTACK SPEED BONUS:"
"DOTA_Tooltip_ability_abaddon_frostmourne_move_speed_pct"	"%VELOCIDAD DE MOVIMIENTO ADICIONAL:"
"[english]DOTA_Tooltip_ability_abaddon_frostmourne_move_speed_pct"	"%MOVE SPEED BONUS:"
"DOTA_Tooltip_ability_abaddon_borrowed_time"	"Tiempo Prestado"
"[english]DOTA_Tooltip_ability_abaddon_borrowed_time"	"Borrowed Time"
"DOTA_Tooltip_ability_abaddon_borrowed_time_Lore"	"La más antinatural de todas las bendiciones de la Fuente del Averno. Este poder desafía la compresión de los mortales: lo que debería herir, cura; y lo que debería matar, otorga fuerzas renovadas."
"[english]DOTA_Tooltip_ability_abaddon_borrowed_time_Lore"	"The most unnatural of all the gifts of the Font of Avernus, this power defies mortal understanding.  What should hurt, instead heals; and what should kill gives strength anew."
"DOTA_Tooltip_ability_abaddon_borrowed_time_hp_threshold"	"LÍMITE DE VIDA:"
"[english]DOTA_Tooltip_ability_abaddon_borrowed_time_hp_threshold"	"HEALTH THRESHOLD:"
"DOTA_Tooltip_ability_abaddon_borrowed_time_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_abaddon_borrowed_time_duration"	"DURATION:"
"DOTA_Tooltip_ability_abaddon_borrowed_time_duration_scepter"	"DURACIÓN CON CETRO:"
"[english]DOTA_Tooltip_ability_abaddon_borrowed_time_duration_scepter"	"SCEPTER DURATION:"
"DOTA_Tooltip_modifier_troll_warlord_whirling_axes_blind"	"Ceguera por Hachas Giratorias"
"[english]DOTA_Tooltip_modifier_troll_warlord_whirling_axes_blind"	"Whirling Axes Blind"
"DOTA_Tooltip_modifier_troll_warlord_whirling_axes_blind_Description"	"Cegado, tienes un %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% de fallar ataques."
"[english]DOTA_Tooltip_modifier_troll_warlord_whirling_axes_blind_Description"	"Blinded, have a %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% chance to miss."
"DOTA_Tooltip_modifier_tusk_walrus_punch_slow_Description"	"Ralentizado un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %%."
"[english]DOTA_Tooltip_modifier_tusk_walrus_punch_slow_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_modifier_abaddon_borrowed_time"	"Tiempo Prestado"
"[english]DOTA_Tooltip_modifier_abaddon_borrowed_time"	"Borrowed Time"
"DOTA_Tooltip_modifier_abaddon_borrowed_time_Description"	"Todo el daño recibido por Abaddon le cura en vez de dañarle."
"[english]DOTA_Tooltip_modifier_abaddon_borrowed_time_Description"	"All damage taken by Abaddon heals him instead."
"DOTA_Tooltip_modifier_abaddon_aphotic_shield"	"Escudo Afótico"
"[english]DOTA_Tooltip_modifier_abaddon_aphotic_shield"	"Aphotic Shield"
"DOTA_Tooltip_modifier_abaddon_aphotic_shield_Description"	"Absorbiendo daño; al absorber la cantidad máxima de daño, explota e inflige daño en un área."
"[english]DOTA_Tooltip_modifier_abaddon_aphotic_shield_Description"	"Absorbing damage; upon absorbing the max damage, explodes and deals damage in an area."
"DOTA_Tooltip_modifier_abaddon_frostmourne_debuff"	"Maldición del Averno"
"[english]DOTA_Tooltip_modifier_abaddon_frostmourne_debuff"	"Curse of Avernus"
"DOTA_Tooltip_modifier_abaddon_frostmourne_buff"	"Maldición del Averno"
"[english]DOTA_Tooltip_modifier_abaddon_frostmourne_buff"	"Curse of Avernus"
"DOTA_Tooltip_ability_tusk_snowball_stun_duration"	"DURACIÓN DEL ATURDIMIENTO:"
"[english]DOTA_Tooltip_ability_tusk_snowball_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_modifier_batrider_flaming_lasso_self"	"Desarmado por Lazo Llameante"
"[english]DOTA_Tooltip_modifier_batrider_flaming_lasso_self"	"Flaming Lasso Disarm"
"DOTA_Tooltip_modifier_batrider_flaming_lasso_self_Description"	"No puedes atacar mientras el Lazo esté activo."
"[english]DOTA_Tooltip_modifier_batrider_flaming_lasso_self_Description"	"Cannot attack while Lasso is active."
"DOTA_Tooltip_ability_bristleback_warpath_max_stacks"	"ACUMULACIONES MÁXIMAS:"
"[english]DOTA_Tooltip_ability_bristleback_warpath_max_stacks"	"MAX STACKS:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp"	"Pisotón Resonante"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp"	"Echo Stomp"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_Lore"	"La fuerza de la creación todavía resuena en los pisotones del titán."
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_Lore"	"The force of creation still echoes in the stomp of the Titan."
"DOTA_Tooltip_ability_elder_titan_echo_stomp_cast_time"	"TIEMPO DE LANZAMIENTO:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_cast_time"	"CAST TIME:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_stomp_damage"	"DAÑO DEL PISOTÓN:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_stomp_damage"	"STOMP DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_sleep_duration"	"DURACIÓN DEL SUEÑO:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_sleep_duration"	"SLEEP DURATION:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit"	"Pisotón Resonante"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit"	"Echo Stomp"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_Description"	"En inglés: <font color='#F2A93E'>Echo Stomp</font>.\n \nElder Titan y su Espíritu Astral pisotean el suelo, dañando y dejando inconscientes a las unidades enemigas cercanas a su alrededor. El pisotón de Elder Titan inflige daño físico, mientras que el del Espíritu inflige daño mágico. Los enemigos inconscientes se despertarán si reciben daño."
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_Description"	"Elder Titan and his Astral Spirit both stomp the ground, damaging and knocking nearby enemy units unconscious around their locations.  The Elder Titan stomp deals physical damage, while the Spirit stomp deals magical damage.  Unconscious enemies will wake if they take damage."
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_Lore"	"La fuerza de la creación todavía resuena en los pisotones del titán."
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_Lore"	"The force of creation still echoes in the stomp of the Titan."
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_cast_time"	"TIEMPO DE LANZAMIENTO:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_cast_time"	"CAST TIME:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_stomp_damage"	"DAÑO DEL PISOTÓN:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_stomp_damage"	"STOMP DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_sleep_duration"	"DURACIÓN DEL SUEÑO:"
"[english]DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_sleep_duration"	"SLEEP DURATION:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit"	"Espíritu Astral"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit"	"Astral Spirit"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_Lore"	"Como los cuatro fundamentales, Elder Titan existe en todos los planos al mismo tiempo y puede traer otros aspectos de sí mismo para ayudarle en tiempos de necesidad."
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_Lore"	"Like the four fundamentals, Elder Titan exists across all planes at once and can draw other aspects of himself to assist in times of need."
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_spirit_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_spirit_duration"	"DURATION:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_buff_duration"	"DURACIÓN DE LA MEJORA:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_buff_duration"	"BUFF DURATION:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_pass_damage"	"DAÑO:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_pass_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_creeps"	"%VELOCIDAD ADICIONAL (CREEPS):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_creeps"	"%BONUS SPEED (CREEPS):"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_heroes"	"%VELOCIDAD ADICIONAL (HÉROES):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_move_pct_heroes"	"%BONUS SPEED (HEROES):"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_creeps"	"DAÑO ADICIONAL (CREEPS):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_creeps"	"BONUS DAMAGE (CREEPS):"
"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_heroes"	"DAÑO ADICIONAL (HÉROES):"
"[english]DOTA_Tooltip_ability_elder_titan_ancestral_spirit_damage_heroes"	"BONUS DAMAGE (HEROES):"
"DOTA_Tooltip_ability_elder_titan_return_spirit"	"Devolver Espíritu Astral"
"[english]DOTA_Tooltip_ability_elder_titan_return_spirit"	"Return Astral Spirit"
"DOTA_Tooltip_ability_elder_titan_return_spirit_Description"	"En inglés: <font color='#F2A93E'>Return Astral Spirit</font>.\n \nDevuelve el Espíritu Astral a Elder Titan."
"[english]DOTA_Tooltip_ability_elder_titan_return_spirit_Description"	"Returns the Astral Spirit to Elder Titan."
"DOTA_Tooltip_ability_elder_titan_natural_order"	"Orden Natural"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order"	"Natural Order"
"DOTA_Tooltip_ability_elder_titan_natural_order_Description"	"En inglés: <b><font color='#F2A93E'>Natural Order</font></b>.\n \nReduce todos los elementos a su nivel más básico, lo que elimina la armadura base y la resistencia al daño mágico de las unidades enemigas cercanas. La reducción de armadura se centra alrededor del héroe, mientras que la reducción de resistencia mágica lo hace alrededor del Espíritu Astral."
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_Description"	"Reduces all elements to their basic levels, removing base armor and magic damage resistance from nearby enemy units. The armor reduction is centered around the hero, while the magic armor reduction is centered around Astral Spirit."
"DOTA_Tooltip_ability_elder_titan_natural_order_Lore"	"Como era al principio, así Elder Titan hace que vuelva a ser."
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_Lore"	"As it was at the beginning, Elder Titan makes it so again."
"DOTA_Tooltip_ability_elder_titan_natural_order_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_radius"	"RADIUS:"
"DOTA_Tooltip_ability_elder_titan_natural_order_armor_reduction_pct"	"%REDUCCIÓN DE ARMADURA BASE:"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_armor_reduction_pct"	"%BASE ARMOR REDUCTION:"
"DOTA_Tooltip_ability_elder_titan_natural_order_magic_resistance_pct"	"%REDUCCIÓN DE RESISTENCIA BASE:"
"[english]DOTA_Tooltip_ability_elder_titan_natural_order_magic_resistance_pct"	"%BASE RESIST REDUCTION:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter"	"Divisor de la Tierra"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter"	"Earth Splitter"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_Lore"	"Aquello que el titán creó, ahora lo divide."
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_Lore"	"That which he created, the titan tears asunder."
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_width"	"ANCHO DE LA GRIETA:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_width"	"CRACK WIDTH:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_distance"	"LONGITUD DE LA GRIETA:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_distance"	"CRACK LENGTH:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_time"	"RETRASO DE LA IMPLOSIÓN:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_time"	"IMPLODE DELAY:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_duration"	"DURACIÓN DE LA RALENTIZACIÓN:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_damage_pct"	"%VIDA MÁXIMA COMO DAÑO:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_damage_pct"	"%MAX HP AS DAMAGE:"
"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_pct"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_pct"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_modifier_elder_titan_echo_stomp"	"Pisotón Resonante"
"[english]DOTA_Tooltip_modifier_elder_titan_echo_stomp"	"Echo Stomp"
"DOTA_Tooltip_modifier_elder_titan_echo_stomp_Description"	"Tumbado por Elder Titan."
"[english]DOTA_Tooltip_modifier_elder_titan_echo_stomp_Description"	"Knocked asleep by Elder Titan."
"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff"	"Mejora Espíritu Astral"
"[english]DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff"	"Astral Titan Buff"
"DOTA_Tooltip_modifier_elder_titan_natural_order"	"Orden Natural"
"[english]DOTA_Tooltip_modifier_elder_titan_natural_order"	"Natural Order"
"DOTA_Tooltip_modifier_elder_titan_natural_order_Description"	"Reduce la resistencia al daño mágico y la armadura base un %dMODIFIER_PROPERTY_TOOLTIP% %%."
"[english]DOTA_Tooltip_modifier_elder_titan_natural_order_Description"	"Reducing base magic damage resistance and armor by %dMODIFIER_PROPERTY_TOOLTIP%%%."
"DOTA_Tooltip_modifier_elder_titan_earth_splitter"	"Divisor de la Tierra"
"[english]DOTA_Tooltip_modifier_elder_titan_earth_splitter"	"Earth Splitter"
"DOTA_Tooltip_modifier_elder_titan_earth_splitter_Description"	"Ralentizado un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %%."
"[english]DOTA_Tooltip_modifier_elder_titan_earth_splitter_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds"	"Probabilidades Adversas"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds"	"Overwhelming Odds"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_Description"	"En inglés: <font color='#F2A93E'>Overwhelming Odds</font>.\n \nVuelve la superioridad numérica del enemigo en su contra, infligiendo daño y otorgándote velocidad de movimiento adicional por cada unidad o héroe. Inflige daño adicional a las ilusiones y unidades invocadas en forma de un porcentaje de su vida actual."
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_Description"	"Turns the enemies' numbers against them, dealing damage and granting you bonus movement speed per unit or per hero.  Deals bonus damage to illusions and summoned units as a percent of their current health."
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_radius"	"RADIUS:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage"	"DAÑO BASE:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage"	"BASE DAMAGE:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage_per_unit"	"DAÑO POR CREEP:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage_per_unit"	"DAMAGE PER CREEP:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_illusion_dmg_pct"	"%DAÑO A ILUSIONES:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_illusion_dmg_pct"	"%ILLUSION DAMAGE:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_duration"	"DURACIÓN DE LA VELOCIDAD:"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_duration"	"SPEED DURATION:"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_creeps"	"%VELOCIDAD ADICIONAL (CREEPS):"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_creeps"	"%BONUS SPEED (CREEPS):"
"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_heroes"	"%VELOCIDAD ADICIONAL (HÉROES):"
"[english]DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_heroes"	"%BONUS SPEED (HEROES):"
"DOTA_Tooltip_ability_legion_commander_press_the_attack"	"Intensificar el Ataque"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack"	"Press The Attack"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_Description"	"En inglés: <font color='#F2A93E'>Press The Attack</font>.\n \nElimina efectos negativos e incapacitaciones de la unidad objetivo aliada y le otorga velocidad de ataque y regeneración de vida adicionales durante un corto periodo de tiempo.\n\nTIPO DE DISIPACIÓN: Fuerte"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_Description"	"Removes debuffs and disables from the target friendly unit, and grants bonus attack speed and health regen for a short time.\n\nDISPEL TYPE: Strong Dispel"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_duration"	"DURATION:"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_attack_speed"	"VELOCIDAD DE ATAQUE ADICIONAL:"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_attack_speed"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_legion_commander_press_the_attack_hp_regen"	"REGENERACIÓN DE VIDA:"
"[english]DOTA_Tooltip_ability_legion_commander_press_the_attack_hp_regen"	"HP REGEN:"
"DOTA_Tooltip_ability_legion_commander_moment_of_courage"	"Momento de Coraje"
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage"	"Moment of Courage"
"DOTA_Tooltip_ability_legion_commander_moment_of_courage_Description"	"En inglés: <font color='#F2A93E'>Moment of Courage</font>.\n \nAl ser atacada, Legion Commander tiene la posibilidad de contraatacar inmediatamente con robo de vida adicional."
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage_Description"	"When attacked, Legion Commander has a chance to immediately counterattack with bonus lifesteal."
"DOTA_Tooltip_ability_legion_commander_moment_of_courage_trigger_chance"	"%POSIBILIDAD DE CONTRAATAQUE:"
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage_trigger_chance"	"%COUNTERATTACK CHANCE:"
"DOTA_Tooltip_ability_legion_commander_moment_of_courage_hp_leech_percent"	"%ROBO DE VIDA:"
"[english]DOTA_Tooltip_ability_legion_commander_moment_of_courage_hp_leech_percent"	"%LIFESTEAL:"
"DOTA_Tooltip_ability_legion_commander_duel"	"Duelo"
"[english]DOTA_Tooltip_ability_legion_commander_duel"	"Duel"
"DOTA_Tooltip_ability_legion_commander_duel_duration"	"DURACIÓN:"
