"lang"
{
"Language"	"norwegian"
"DOTA_Item_Desc_Copy_of_Shadow_Shamans_Offhand_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Shadow_Shamans_Armor"	"Shadow Shamans rustning"
"DOTA_Item_Desc_Copy_of_Shadow_Shamans_Headdress"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Shadow_Shamans_Stuff"	"Shadow Shamans saker"
"DOTA_Item_Desc_Copy_of_Shadow_Shamans_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Shadow_Shamans_Head"	"Shadow Shamans hode"
"DOTA_Item_Desc_Copy_of_Shadow_Shamans_Stuff"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_League_AbsoluteArenaKOH_Admin"	"
"
"DOTA_WearableType_Book"	"Bok"
"DOTA_Item_Blood_Seekers_Blade"	"Bloodseekers knivblad"
"DOTA_Item_Blood_Seekers_Blade__OffHand"	"Bloodseekers knivblad – sekundær"
"DOTA_Item_Desc_KotL_Mount"	"
"
"DOTA_Item_Desc_KotL_Weapon"	"
"
"DOTA_Item_Desc_KotL_Skirt"	"
"
"DOTA_Item_Desc_KotL_Horse_Accesories"	"
"
"DOTA_Item_Blood_Seekers_Skirt"	"Bloodseekers skjørt"
"DOTA_Item_back_rings"	"
"
"DOTA_Item_Desc_back_rings"	"
"
"DOTA_Item_cleaver"	"
"
"DOTA_Item_Desc_Copy_of_back_rings"	"
"
"DOTA_Item_left_arm"	"
"
"DOTA_Item_Desc_left_arm"	"
"
"DOTA_Item_bracer"	"
"
"DOTA_Item_Desc_Copy_of_left_arm"	"
"
"DOTA_Item_hair"	"
"
"DOTA_Item_Desc_Copy_of_bracer"	"
"
"DOTA_Item_War_Blade__OffHand"	"War Blade – Off-Hand"
"DOTA_Item_Back_Hook__OffHand"	"Back Hook – Off-Hand"
"DOTA_Item_Shoulders_of_the_Comets_Tail"	"Shoulders of the Comet's Tail"
"DOTA_Item_Bloodletter"	"Bloodletter"
"DOTA_Item_Bloodletter__OffHand"	"Bloodletter – Off-Hand"
"DOTA_Item_Bonehunter_Slicer__OffHand"	"Bonehunter Slicer – Off-Hand"
"DOTA_Item_Bloodlords_Horns"	"Bloodlord's Horns"
"DOTA_Item_Legions_Wrath"	"Legion's Wrath"
"DOTA_Item_Cloak_of_the_Dawn"	"Cloak of the Dawn"
"DOTA_Item_Shoulders_of_the_Twelfth_Day"	"Shoulders of the Twelfth Day"
"DOTA_Item_Desc_Pennant_Upgrade"	"
"
"DOTA_Item_Drows_Headwear"	"Drows hodeplagg"
"DOTA_Item_Pudges_Backrings"	"Pudges ryggringer"
"DOTA_Item_Pudges_Cleaver"	"Pudges kjøttøks"
"DOTA_Item_Pudges_Left_Arm"	"Pudges venstre arm"
"DOTA_Item_Pudges_Bracer"	"Pudges  armbeskytter"
"DOTA_Item_Pudges_Toupee"	"Pudges tupé"
"DOTA_Item_Desc_Copy_of_Drows_Shoulder_Armor"	"
"
"DOTA_Item_Huskars_Spear"	"Huskars spyd"
"DOTA_Item_Huskars_Dagger"	"Huskars dolk"
"DOTA_Item_Huskars_Helmet"	"Huskars hjelm"
"DOTA_Item_Huskars_Shoulder"	"Huskars skulder"
"DOTA_Item_Huskars_Bracer"	"Huskars armbeskytter"
"DOTA_WearableType_Egg"	"Egg"
"DOTA_WearableType_LeagueViewPass_Admin"	"
"
"DOTA_Item_Rikis_Dagger"	"Rikis dolk"
"DOTA_Item_Juggernauts_Weapon"	"Juggernauts våpen"
"DOTA_Item_Juggernauts_Cape"	"Juggernauts kappe"
"DOTA_Item_Juggernauts_Bracers"	"Juggernauts armbeskyttere"
"DOTA_Item_Naga_Sirens_Sword"	"Naga Sirens sverd"
"DOTA_Item_Sand_Kings_Shoulders"	"Sand Kings skuldre"
"DOTA_Item_AntiMages_Armor"	"Anti-Mages rustning"
"DOTA_Item_Desc_Copy_of_Crystal_Maidens_Cape"	"
"
"DOTA_Item_Naga_Sirens_Offhand_Sword"	"Naga Sirens sekundærsverd"
"DOTA_Item_Desc_Copy_of_Naga_Sirens_Sword"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Beastmasters_Weapons"	"Beastmasters våpen"
"DOTA_Item_Beastmasterss_Head"	"Beastmasters hode"
"DOTA_Item_Beastmasters_Shoulder"	"Beastmasters skulder"
"DOTA_Item_Beastmasters_Arms"	"Beastmasters armer"
"DOTA_Item_Beastmasters_Belt"	"Beastmasters belte"
"DOTA_Item_Rikis_Offhand_Dagger"	"Rikis sekundærdolk"
"DOTA_Item_Desc_Copy_of_Rikis_Dagger"	"
"
"DOTA_Item_Spectres_hat"	"Spectres hatt"
"DOTA_Item_Spectres_dress"	"Spectres kjole"
"DOTA_Item_Spectres_wings"	"Spectres vinger"
"DOTA_Item_Magnuss_Hair"	"Magnus' hår"
"DOTA_Item_Magnuss_Horn"	"Magnus' horn"
"DOTA_Item_Magnuss_Bracers"	"Magnus' armbeskyttere"
"DOTA_Item_Magnuss_Belt"	"Magnus' belte"
"DOTA_Item_Magnuss_Weapon"	"Magnus' våpen"
"DOTA_Item_Natures_Shortbow"	"Nature's Shortbow"
"DOTA_Item_Shoulders_of_the_Slain_Dragon"	"Shoulders of the Slain Dragon"
"DOTA_Item_North_Expedition"	"North Expedition"
"DOTA_Item_Kunkkas_Coral_Sword"	"Kunkka's Coral Sword"
"DOTA_Item_Furyblade__OffHand"	"Furyblade – Off-Hand"
"DOTA_Item_Omniscients_Maul"	"Omniscient's Maul"
"DOTA_Item_Shoulders_of_the_New_Season"	"Shoulders of the New Season"
"DOTA_Item_Kunkkas_Shadowblade"	"Kunkka's Shadowblade"
"DOTA_Item_Shadow_Guardian_Belt_set"	"Shadow Guardian Belt (sett)"
"DOTA_Item_Spinal_Slicer__OffHand"	"Spinal Slicer – Off-Hand"
"DOTA_Item_Mask_of_Madness"	"Mask of Madness"
"DOTA_Item_Shadow_Guardian_Blade_set"	"Shadow Guardian Blade (sett)"
"DOTA_Item_Zarukina_Protector_Hair"	"Zaru'kina Protector Hair"
"DOTA_Item_Bloodwood_Arc"	"Bloodwood Arc"
"DOTA_Item_Shadow_Guardian_Shoulder_set"	"Shadow Guardian Shoulder (sett)"
"DOTA_Item_Shadow_Guardian_Mask_set"	"Shadow Guardian Mask (sett)"
"DOTA_Item_Bloodwood_Reserve"	"Bloodwood Reserve"
"DOTA_Item_Crimson_Wyvern_Shoulders"	"Crimson Wyvern Shoulders"
"DOTA_Item_Kunkkas_Spiced_Rum"	"Kunkka's Spiced Rum"
"DOTA_Item_Desc_the_evildoer"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Ember_Scepter"	"Ember Scepter"
"DOTA_Item_Loners_Vanity"	"Loner's Vanity"
"DOTA_Item_Lone_Druids_Hood"	"Lone Druids hette"
"DOTA_Item_Desc_Copy_of_Hair_of_the_Dark_Magic"	"
"
"DOTA_Item_Desc_Copy_of_Cape_of_the_Dark_Magic"	"
"
"DOTA_Item_Shoulders_of_the_Dark_Magic"	"Shoulders of the Dark Magic"
"DOTA_Item_Desc_Copy_of_Bracers_of_the_Dark_Magic"	"
"
"DOTA_Item_League_PremierLeague"	"Premier League"
"DOTA_Item_League_PremierLeague_Desc"	"Drevet av forente krefter mellom TwitchTV og SteelSeries, Season 3 er den nyeste utgaven av Premier League. Se 10 av de beste lagene fra både Europa og Nord-Amerika kjempe for $6000 med 5 intense kamper hver uke i 9 uker. Kommentert av TriumphOfMan."
"DOTA_Item_League_PremierLeague_Admin"	"
"
"DOTA_Bundle_Desc_Axe_Heavy_Steel_Armor_Set"	"
"
"DOTA_Item_Kunkkas_But_Im_Not_A_Pirate_Pack"	"Kunkka's 'But I'm Not A Pirate!' Pack"
"DOTA_Item_Bloodletters"	"Bloodletters Pack"
"DOTA_Item_Doombringers_Weapon"	"Doombringers våpen"
"DOTA_Item_Doombringers_Helm"	"Doombringers hjelm"
"DOTA_Item_Doombringers_Shoulder_Armor"	"Doombringers skulderrustning"
"DOTA_Item_Doombringers_Bracers"	"Doombringers armbeskyttere"
"DOTA_Item_Doombringers_Belt"	"Doombringers belte"
"DOTA_Item_Doombringers_Wings"	"Doombringers vinger"
"DOTA_Item_Doombringers_Tail"	"Doombringers hale"
"DOTA_Item_AntiMages_Offhand_Glaive"	"Anti-Mages sekundærglavin"
"DOTA_Item_Desc_Copy_of_AntiMages_Glaive"	"
"
"DOTA_Item_Nightstalkers_Wings"	"Night Stalkers vinger"
"DOTA_Item_Nightstalkers_Armor"	"Night Stalkers rustning"
"DOTA_Item_Desc_Copy_of_Nightstalkers_Wings"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Nightstalkers_Tail"	"Night Stalkers hale"
"DOTA_Item_Desc_Copy_of_Nightstalkers_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Razors_Weapon"	"Razors våpen"
"DOTA_Item_Razors_Head"	"Razors hode"
"DOTA_Item_Razors_Armor"	"Razors rustning"
"DOTA_Item_Razors_Bracers"	"Razors armbeskyttere"
"DOTA_Item_Razors_Robe"	"Razors kappe"
"DOTA_Item_AntiMage_Slasher_Offhand_Weapon"	"Anti-Mage Slasher Offhand Weapon"
"DOTA_Item_AntiMage_Slasher_Armor"	"Anti-Mage Slasher Armor"
"DOTA_Item_AntiMage_Slasher_Shoulder"	"Anti-Mage Slasher Shoulder"
"DOTA_Item_AntiMage_Slasher_Bracer"	"Anti-Mage Slasher Bracer"
"DOTA_Item_AntiMage_Slasher_Skirt"	"Anti-Mage Slasher Skirt"
"DOTA_Item_AntiMage_Slasher_Weapon"	"Anti-Mage Slasher Weapon"
"DOTA_Item_AntiMage_Slasher_Helm"	"Anti-Mage Slasher Helm"
"DOTA_Item_Unusual_Essence"	"Uvanlig essens"
"DOTA_Item_Shadow_Essence"	"Shadow Essence"
"DOTA_Item_Kunkkas_Hair"	"Kunkkas hår"
"DOTA_Item_Slarks_Weapon"	"Slarks våpen"
"DOTA_Item_Desc_Copy_of_Dark_Seers_Hat"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Dark_Seers_Loin_Cloth"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Slarks_Bracers"	"Slarks armbeskyttere"
"DOTA_Item_Desc_Copy_of_Slarks_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Slarks_Shoulder_Armor"	"Slarks skulderrustning"
"DOTA_Item_Desc_Copy_of_Slarks_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Slarks_Cape"	"Slarks kappe"
"DOTA_Item_Desc_Copy_of_Slarks_Shoulder_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Slarks_Hood"	"Slarks hette"
"DOTA_Item_Kunkkas_Shoulder_Guard"	"Kunkkas skulderbeskytter"
"DOTA_Item_Desc_Copy_of_Kunkkas_Spyglass"	"
"
"DOTA_Item_Centaurs_Axe"	"Centaurs øks"
"DOTA_Item_Centaurs_Horns_and_Hair"	"Centaurs horn og hår"
"DOTA_Item_Desc_Copy_of_Centaurs_Axe"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Centaurs_Upper_Armor"	"Centaurs øvre rustning"
"DOTA_Item_Desc_Copy_of_Centaurs_Pride"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Centaurs_Belt_Buckle"	"Centaurs beltespenne"
"DOTA_Item_Desc_Copy_of_Centaurs_Upper_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Centaurs_Trophies"	"Centaurs trofeer"
"DOTA_Item_Desc_Copy_of_Centaurs_Belt_Buckle"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Centaurs_Bracers"	"Centaurs armbeskyttere"
"DOTA_Item_Desc_Copy_of_Centaurs_Trophies"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Centaurs_Tail"	"Centaurs hale"
"DOTA_Item_Desc_Copy_of_Centaurs_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Glaive_of_the_Mage_Slayer__OffHand"	"Glaive of the Mage Slayer – Off-Hand"
"DOTA_Item_Desc_Greevil_Nose_1"	"
"
"DOTA_Item_Desc_Copy_of_Lions_Default_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Lions_Default_cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Lions_Default_Shoulders"	"Lions standardskuldre"
"DOTA_Item_Desc_Copy_of_Lions_Default_Hat"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Lions_Default_Shoulders"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Ghost_Orb_of_the_Planeswalker"	"Ghost Orb of the Planeswalker"
"DOTA_Item_Desc_Copy_of_Pucks_Wings"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Pucks_Tail"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_base_off_hand_ranged_weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_troll_warlord_base_weapon_melee"	"
"
"DOTA_Item_troll_warlord_off_hand_base_weapon_melee"	"
"
"DOTA_Item_Nightmare_Beacon"	"Nightmare Beacon"
"DOTA_Item_Naked_Air"	"Naked Air"
"DOTA_Item_Naked_Ambience"	"Naked Ambience"
"DOTA_Item_Naked_Aura"	"Naked Aura"
"DOTA_Item_Razer_Mini_Madness__Admin"	"Razer Mini Madness – Admin"
"DOTA_Item_RaidCall_Dota_2_League__Admin"	"RaidCall Dota 2 League – Admin"
"DOTA_Item_Premier_League__Admin"	"Premier League - Admin"
"DOTA_Item_Ramnaught_of_Underwool"	"Ramnaught of Underwool"
"DOTA_Item_League_DreamHackWinter2012_Admin"	"DreamHack Dota 2 Corsair Vengeance Cup ADMIN"
"DOTA_Item_Medusas_Bow"	"Medusas bue"
"DOTA_Item_Medusas_Veil"	"Medusas slør"
"DOTA_Item_Desc_Copy_of_Medusas_Bow"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Medusas_Chest_Armor"	"Medusas brystrustning"
"DOTA_Item_Desc_Copy_of_Medusas_Veil"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Medusas_Bracers"	"Medusas armbeskyttere"
"DOTA_Item_Desc_Copy_of_Medusas_Chest_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Medusas_Tail"	"Medusas hale"
"DOTA_Item_Desc_Copy_of_Medusas_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Shredder_Drivers_Hat"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Shredders_Claw"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Shredders_Chainsaw"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Shredders_Shoulder_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Undyings_Bracer"	"Undyings armbeskytter"
"DOTA_Item_Undyings_Helmet"	"Undyings hjelm"
"DOTA_Item_Desc_Copy_of_Undyings_Bracer"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Undyings_Armor"	"Undyings rustning"
"DOTA_Item_Desc_Copy_of_Undyings_Helmet"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Undyings_Shoulder_Armor"	"Undyings skulderrustning"
"DOTA_Item_Desc_Copy_of_Undyings_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_NaVis_Weaselcrow"	"Na'Vi's Weaselcrow"
"DOTA_Item_Dragon_Knight_Ward"	"Dragon Knight Ward"
"DOTA_WearableType_Wand"	"Tryllestav"
"DOTA_WearableType_Axes"	"Økser"
"DOTA_WearableType_Hud_Skin"	"Grensesnitt"
"DOTA_WearableType_Announcer_Bundle"	"Oppleserpakke"
"DOTA_Item_Spectres_weapon"	"Spectres våpen"
"DOTA_Item_Shadow_Demons_Cape"	"Shadow Demons kappe"
"DOTA_Item_Shadow_Demons_Armor"	"Shadow Demons rustning"
"DOTA_Item_Desc_Copy_of_Shadow_Demons_Cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Shadow_Demons_Belt"	"Shadow Demons belte"
"DOTA_Item_Desc_Copy_of_Shadow_Demons_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Shadow_Demons_Tail"	"Shadow Demons hale"
"DOTA_Item_Desc_Copy_of_Shadow_Demons_Belt"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Rampant_the_Scaled_Hunter"	"Rampant the Scaled Hunter"
"DOTA_Item_Shoulders_of_the_Grand_Inquisitor"	"Shoulders of the Grand Inquisitor"
"DOTA_Item_Cloak_of_the_Stormcrow"	"Cloak of the Stormcrow"
"DOTA_Item_Blade_of_the_Slithereen_Exile__OffHand"	"Blade of the Slithereen Exile – Off-Hand"
"DOTA_Item_Ember_Edge"	"Ember Edge"
"DOTA_Item_Bloodstained_Britches"	"Bloodstained Britches"
"DOTA_Item_Pile_of_Coal"	"Kullhaug"
"DOTA_Item_RaidCall_Dota_2_League_Season_2"	"RaidCall Dota 2 League Season 2"
"DOTA_Item_RaidCall_Dota_2_League_Season_2_ADMIN"	"RaidCall Dota 2 League Season 2 – ADMIN"
"DOTA_Item_Miranas_Bow"	"Miranas bue"
"DOTA_Item_Miranas_Mount"	"Miranas ridedyr"
"DOTA_Item_Desc_Copy_of_Miranas_Bow"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Miranas_Headdress"	"Miranas hodeplagg"
"DOTA_Item_Desc_Copy_of_Miranas_Mount"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Miranas_Cape"	"Miranas kappe"
"DOTA_Item_Desc_Copy_of_Miranas_Headdress"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Miranas_Shoulders"	"Miranas skuldre"
"DOTA_Item_Desc_Copy_of_Miranas_Cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Miranas_Bracers"	"Miranas armbeskyttere"
"DOTA_Item_Desc_Copy_of_Miranas_Shoulders"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Miranas_Quiver"	"Miranas kogger"
"DOTA_Item_Desc_Copy_of_Miranas_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_troll_warlord_base_shoulders"	"troll_warlord_base_shoulders"
"DOTA_Item_Arc_of_the_Solar_Divine"	"Arc of the Solar Divine"
"DOTA_Item_Chaos_Knights_horse"	"Chaos Knights hest"
"DOTA_WearableType_shoulders"	"Skuldre"
"DOTA_Item_Troll_Warlords_Default_Shoulders"	"Troll Warlords standardskuldre"
"DOTA_Item_Desc_Troll_Warlords_Default_Shoulders"	"Troll Warlords standardskuldre"
"DOTA_Item_Cloak_of_the_Haruspex"	"Cloak of the Haruspex"
"DOTA_Item_Reliquary_of_Rotting_Doom"	"Reliquary of Rotting Doom"
"DOTA_Item_Spirit_of_Calm"	"Spirit of Calm"
"DOTA_WearableType_Golem"	"Warlock-golem"
"DOTA_WearableType_Armguard"	"Armbeskytter"
"DOTA_Item_Slardar_Weapon"	"Slardars våpen"
"DOTA_Item_Slardar_Fin"	"Slardars finne"
"DOTA_Item_Slardar_Head"	"Slardars hode"
"DOTA_Item_Slardar_Arms"	"Slardars armer"
"DOTA_Item_Snipers_Weapon"	"Snipers våpen"
"DOTA_Item_Snipers_Cape"	"Snipers kappe"
"DOTA_Item_Desc_Copy_of_Snipers_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Snipers_Head_Gear"	"Snipers hodeplagg"
"DOTA_Item_Desc_Copy_of_Snipers_Cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Snipers_Shoulder_Armor"	"Snipers skulderrustning"
"DOTA_Item_Desc_Copy_of_Snipers_Head_Gear"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Snipers_Bracers"	"Snipers armbeskyttere"
"DOTA_Item_Desc_Copy_of_Snipers_Shoulder_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Enchantress_Necklace"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Enchantress_Hair"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Enchantress_Dress"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Enchantress_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_venomancers_mandibles"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_venomancers_mandibles"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Venomancers_Limbs"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Venomancers_Limbs"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Venomancers_Tail"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Meepos_Hood"	"Meepos hette"
"DOTA_Item_Desc_Copy_of_Meepos_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Meepos_Backpack"	"Meepos ryggsekk"
"DOTA_Item_Desc_Copy_of_Meepos_Hood"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Meepos_Shoulderpads"	"Meepos skulderplater"
"DOTA_Item_Desc_Copy_of_Meepos_Backpack"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Meepos_Bracers"	"Meepos armbeskyttere"
"DOTA_Item_Desc_Copy_of_Meepos_Shoulderpads"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Meepos_Tail"	"Meepos hale"
"DOTA_Item_Desc_Copy_of_Meepos_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Silencers_Shoulders"	"Silencers skuldre"
"DOTA_Item_Shoulders_of_Claszureme"	"Shoulders of Claszureme"
"DOTA_Item_Shoulders_of_Timeless_Ritual"	"Shoulders of Timeless Ritual"
"DOTA_Item_Necklace_of_the_Wildwings_Blessing"	"Necklace of the Wildwing's Blessing"
"DOTA_Item_Etched_Crescent_of_Yoskreth__OffHand"	"Etched Crescent of Yoskreth – Off-Hand"
"DOTA_Item_Desc_Warlock_Ward"	"
"
"DOTA_WearableType_Eye"	"Øye"
"DOTA_Item_Tusks_Hat"	"Tusks hatt"
"DOTA_Item_Tusks_Horns"	"Tusks horn"
"DOTA_Item_Tusks_Weapon"	"Tusks våpen"
"DOTA_Item_Tusks_Fish_Basket"	"Tusks fiskekurv"
"DOTA_Item_Rubicks_Head"	"Rubicks hode"
"DOTA_Item_Nightsilver_Bracers"	"Nightsilver Bracers"
"DOTA_Item_Nightsilver_Quiver"	"Nightsilver Quiver"
"DOTA_Item_Nightsilver_Raiments"	"Nightsilver Raiments"
"DOTA_Item_Nightsilver_Regalia"	"Nightsilver Regalia"
"DOTA_Item_Nightsilver_Locks"	"Nightsilver Locks"
"DOTA_Item_Nightsilver_Bow"	"Nightsilver Bow"
"DOTA_Item_The_Premier_League_Season_4"	"Premier League Season 4"
"DOTA_Item_RaidCall_EMS_One_Spring_2013"	"RaidCall EMS One Spring 2013"
"DOTA_Item_RaidCall_EMS_One_Spring_2013_ADMIN"	"RaidCall EMS One Spring 2013 ADMIN"
"DOTA_Item_OLD__The_Premier_League_Season_4"	"OLD - Premier League Season 4"
"DOTA_WearableType_Claws"	"Klør"
"DOTA_Item_Chained_Snatcher"	"Chained Snatcher"
"DOTA_Item_Chained_Chopper"	"Chained Chopper"
"DOTA_Item_The_Premier_League_Season_4_ADMIN"	"Premier League Season 4 ADMIN"
"DOTA_Item_Skywrath_Mages_Shoulders"	"Skywrath Mages skuldre"
"DOTA_Item_Royal_Dagger_of_the_Tahlin_Watch__OffHand"	"Royal Dagger of the Tahlin Watch – Off-Hand"
"DOTA_WearableType_Flask"	"Flaske"
"DOTA_WearableType_Bat"	"Flaggermus"
"DOTA_Item_Shoulders_of_the_Hidden_Talent"	"Shoulders of the Hidden Talent"
"DOTA_Item_Chains_of_the_EcclesiastKing"	"Chains of the Ecclesiast-King"
"DOTA_Item_Arcane_Staff_of_the_Ancients"	"Arcane Staff of the Ancients"
"DOTA_Item_Ragestone_Axe"	"Ragestone Axe"
"DOTA_Item_Ember_Tipped_Carapace"	"Ember Tipped Carapace"
"DOTA_Item_Ember_Tipped_Striders"	"Ember Tipped Striders"
"DOTA_Item_Ember_Tipped_Manipulators"	"Ember Tipped Manipulators"
"DOTA_Item_Ember_Tipped_Antennae"	"Ember Tipped Antennae"
"DOTA_Item_Ember_Tipped_Carapace_Set"	"Sett: Ember Tipped Carapace"
"DOTA_WearableType_Artifact"	"Artefakt"
"DOTA_Item_Cloak_of_Inscrutable_Zeal"	"Cloak of Inscrutable Zeal"
"DOTA_Item_Rikis_Sange_and_Yasha"	"Riki's Sange and Yasha"
"DOTA_Item_Tidehunters_Barbed_Belt"	"Tidehunter's Barbed Belt"
"DOTA_WearableType_Horse"	"Hest"
"DOTA_Item_Nimble_Ben"	"Nimble Ben"
"DOTA_Item_Desc_Copy_of_bristelback_weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_bristelback_back"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_bristelback_bracer"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_bristelback_head"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Legion_Commander_Banners"	"Legion Commanders faner"
"DOTA_Item_Legion_Commander_Bracers"	"Legion Commanders armbeskyttere"
"DOTA_Item_Legion_Commander_Helmet"	"Legion Commanders hjelm"
"DOTA_Item_Legion_Commander_Shoulders"	"Legion Commanders skuldre"
"DOTA_Item_Legion_Commander_Weapon"	"Legion Commanders våpen"
"DOTA_Item_Chain_of_Enduring_Torment"	"Chain of Enduring Torment"
"DOTA_WearableType_Ice"	"Is"
"DOTA_Item_Desc_Copy_of_Vengeful_Wings"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Vengeful_Skirt"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Vengeful_Shoulders"	"Vengeful Shoulders"
"DOTA_Item_Desc_Copy_of_Vengeful_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Vengeful_Shoulders"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Vengeful_Hair"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Vengeful_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Netolic_Pro_League_2nd_edition"	"Netolic Pro League 2nd edition"
"DOTA_Item_Netolic_Pro_League_2nd_edition__ADMIN"	"Netolic Pro League 2nd edition – ADMIN"
"DOTA_Item_Radiant_Crystal_Haul"	"Radiant Crystal Haul"
"DOTA_Item_Blade_of_the_Subtle_Demon__OffHand"	"Blade of the Subtle Demon – Off-Hand"
"DOTA_Item_AMD_Dota2_Premier_League"	"AMD Dota2 Premier League"
