"lang"
{ 
	"Language" "schinese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"特价！"

	"DOTA_SplashAd_FallMajorCompendium_Title"			"购买秋季互动指南"
	"DOTA_SplashAd_FallMajorCompendium_Description"		"入手专属物品和套装，接受挑战并赢取海量金币。仅需{g:dota_item_price:compendium_itemdef}！"

	"DOTA_SplashAd_FallMajorSoaringCache_Title"			"秋季互动指南鹰翔九天宝瓶"
	"DOTA_SplashAd_FallMajorSoaringCache_Description"	"互动指南玩家专属珍藏。解封宝瓶，领取社区打造的全新套装。而且，每解封五件必将获得一个加赠宝瓶。"

	"DOTA_Leaf_Halloween2015_Title"					"灵园鬼域"
	"DOTA_Leaf_Halloween2015_SubTitle"				"全新官方自定义游戏"
	"DOTA_Leaf_Halloween2015_Desc"					"双方各有五名玩家，为了赢得胜利而竭尽全力争夺领地的控制权"

	"DOTA_Leaf_Halloween2015_Capture"				"占领"
	"DOTA_Leaf_Halloween2015_Control"				"控制"
	"DOTA_Leaf_Halloween2015_Tricks"				"捣乱"
	"DOTA_Leaf_Halloween2015_Win"					"胜利"

	"DOTA_Leaf_Halloween2015_Capture_Desc"			"站在控制点上开始占领。拥有的控制点超过三个后就可以获得团队积分。<br><br>控制点占领的越多，获得积分的速度就越快。"

	"DOTA_Leaf_Halloween2015_Control_Desc" 			"别让敌人得逞，或者站在控制点上，阻止敌人将其占领。<br><br>使用防御符文可以暂时阻止敌人占领。"
	"DOTA_Leaf_Halloween2015_Tricks_Desc" 			"踩到陷阱触发器上可以远距离伤害敌人。<i> 当心了！</i>尖刺陷阱和刀摆陷阱同样会伤害自己人。<br><br>敌人每获得1000积分，己方就会出现巨兽前来助阵。"
	"DOTA_Leaf_Halloween2015_Win_Desc" 				"<font color='#DAFCD9'>率先获得5000积分的队伍将赢得胜利。</font><br><br>击杀敌人后别忘了收集点心，可以恢复自己的生命值，魔法值或获得额外的金钱。"

	"DOTA_Leaf_Halloween2015_Play"					"前往灵园鬼域"

	"FrontPage_Halloween2015_Haunted_Colosseum_Header" "全新自定义游戏"
	"FrontPage_Halloween2015_Haunted_Colosseum_Title"	"灵园鬼域"
	"FrontPage_Halloween2015_Haunted_Colosseum_Desc"	"全新官方自定义游戏"

	"FrontPage_Winter2016_Header"						"隆重推出2016年冬季勇士令状"
	"FrontPage_Winter2016_Title"						"内含2016年上海特级锦标赛互动指南"
	"FrontPage_TI6_Header"								"隆重推出2016年国际邀请赛勇士令状"
	"FrontPage_TI6_Title"								"内含2016年国际邀请赛互动指南"
	"FrontPage_Debut_Arc_Warden_Intro" 					"隆重推出"
	"FrontPage_Debut_Arc_Warden_Header" 				"全新英雄"
	"FrontPage_Debut_Arc_Warden_Title"					"天穹守望者"
	"FrontPage_Debut_Arc_Warden_Desc"					"原初力量的细小碎片，与遗迹们系出同源，天穹守望者泽特誓将见证天辉和夜魇大战的终结，不论是再度统一还是全部毁灭。"

	"FrontPage_Debut_Arcana_Zeus_Header" 				"全新至宝"
	"FrontPage_Debut_Arcana_Zeus_Title"					"雷霆神盔"
	"FrontPage_Debut_Arcana_Zeus_Desc"					"战场上真正的霹雳隆隆作响，无信之人还不颤抖屈服！"

	"FrontPage_Debut_Underlord_Title"					"孽主"
	"FrontPage_Debut_Underlord_Header" 					"全新英雄"
	"FrontPage_Debut_Underlord_Desc"					"召唤成波深渊之焰，焚祭在恶意掌控中无力还手的敌人。战斗的屠戮是场盛宴，敌人的消亡将会带来力量，他们的攻势在你面前不值一提。在现实中撕出一道裂隙，将自己和友军全屏传送，胆敢蔑视孽主意志的人，维洛格罗斯将奉上血腥的报应。"

	"FrontPage_Debut_Underlord_Cell_Desc"				"深渊侵略者跨过黑暗之门，渴望征服新的大陆。孽主现已降临，带来全新的赛后总结以及队友数据。"
	"FrontPage_New_Update"								"全新更新"
	"FrontPage_Update_Dark_Rift"						"黑暗之门更新"

	"FrontPage_Debut_Grimstroke_Desc"					"天涯墨客驾入战斗，只为在合适的时机画出辉煌的战果，如墨的幻影供他驱使，拥有符文之力的毛笔是他的武器……"

	"FrontPage_Debut_MonkeyKing_Desc"					"为了随时痛快地打上一架，齐天大圣行走于树顶之上。只为从浓密的树叶中跃出，给敌人一场惊喜。唤来一帮猴子猴孙碾压对手，这个敏捷的魔术师陶醉在战场的混乱中，随时都会用他的金箍棒击碎所有逃跑的美梦。"
	"FrontPage_Debut_Read_Comic"						"阅读漫画"

	"FrontPage_Title_Terrain"							"全新地图"
	"FrontPage_Title_New_BP_Feature"						"全新勇士令状功能"

	"FrontPage_Title_Io_Arcana"							"艾欧至宝"
	"FrontPage_Title_Io_Arcana_Desc"					"所有勇士令状超过245级的玩家即可入手，至宝“仁爱之友”为艾欧注入了所有人的挚友应有的形态和功能。"

	"FrontPage_700_Title"								"新的篇章现已开启"
	"FrontPage_700_Text"								"本次更新带来的是全新英雄齐天大圣的首次登场，还有全新的英雄天赋树系统等等"

	"FrontPage_Debut_Grimstroke_Intro" 					"全新英雄"

	"FrontPage_BattlePassBundle_Weekend" 				"本周特卖"
	"FrontPage_BattlePassBundle_Title" 					"勇士等级礼包"
	"FrontPage_BattlePassBundle_Savings" 				"立减70%"
	"FrontPage_BattlePassBundle_Includes"				"礼包内含"
	"FrontPage_BattlePassBundle_2017_treasure1"			"+ 4件 不朽宝藏 I"
	"FrontPage_BattlePassBundle_2017_treasure2"			"+ 4件 不朽宝藏 II"
	"FrontPage_BattlePassBundle_PurchaseButton"			"购买等级礼包"
	
	"FrontPage_BattlePassBundle_Save_70" 				"优惠70%"
	"FrontPage_BattlePassBundle_Save_75" 				"优惠75%"

	"FrontPage_BattlePassBundle_spring2021_Line1"			"<span class=\"TreasureAmount\">+60级</span>勇士等级"
	"FrontPage_BattlePassBundle_spring2021_Line2"			"<span class=\"TreasureAmount\">+6件</span>天陨旦不朽宝藏"
	"FrontPage_BattlePassBundle_spring2021_Line3"			"<span class=\"TreasureAmount\">+3件</span>天陨旦主题珍藏"

	"FrontPage_BattlePassBundle_spring2021_availability" "购买将于8月9日截止"
	"DOTA_Limit_Two_Per"					   			"每位用户限购两件"

	"FrontPage_BattlePassBundle_Savings_75" 			"优惠75%"
	"FrontPage_BattlePassBundle_7_Treasure1" 			"<span class=\"TreasureAmount\">7件</span><br>不朽宝藏 I"
	"FrontPage_BattlePassBundle_7_Treasure2" 			"<span class=\"TreasureAmount\">7件</span><br>不朽宝藏 II"

	"FrontPage_BattlePassBundle_fall2021_Line1"			"<span class=\"TreasureAmount\">60级</span> 勇士等级"
	"FrontPage_BattlePassBundle_fall2021_Line2"			"<span class=\"TreasureAmount\">3件</span>阿哈利姆的不朽宝藏"
	"FrontPage_BattlePassBundle_fall2021_Line3"			"<span class=\"TreasureAmount\">3件</span>阿哈利姆的延魔藏品"
	"FrontPage_BattlePassBundle_fall2021_Line4"			"<span class=\"TreasureAmount\">3件</span>阿哈利姆的永恒异宝"

	"FrontPage_BattlePassBundle_fall2021_availability"   "2月4日 - 2月10日售卖"

	"FrontPage_Fall_2016_BattlePass_Desc"               "满载任务、珍藏和奖赏，2016年秋季勇士令状是2016年秋季Dota的绝佳伙伴。"
	"FrontPage_Winter_2017_BattlePass_Desc"             "满载任务、珍藏和奖励，2017年冬季勇士令状是2017年冬季Dota的绝佳陪伴。"
	"FrontPage_Fall_2016_Treasure2_Desc"                "勇士令状玩家可以获取相应的勇士令状奖励，或者在刀塔商城中购买。内含莱恩、沉默术士、风暴之灵、黑暗贤者和树精卫士的物品套装，以及非常珍稀的裂魂人套装和极其珍稀的主宰套装，这两个套装的获得几率会随着珍藏的解封不断增加，而主宰套装准备了全新的致命一击动作。"
	"FrontPage_Fall_2016_New_Fall"                      "秋季全新内容"
	"FrontPage_New_Winter"                      		"冬季新品"
	"FrontPage_Fall_2016_Treasure3_Desc"                "勇士令状玩家可以获取相应的勇士令状奖励，或者在刀塔商城中购买。内含灰烬之灵、圣堂刺客、巫妖、血魔和寒冬飞龙的物品套装，以及非常珍稀的不朽尸王套装，附赠特别的血肉傀儡，和极其珍稀的影魔套装"
	"FrontPage_Fall_2016_Treasure4_Desc"                "勇士令状玩家可以获取相应的勇士令状奖励，或者在刀塔商城中购买。内含冥魂大帝、米波、祈求者、先知和露娜的物品套装，以及非常珍稀的狼人套装，和极其珍稀的炼金术士套装，附赠不稳定化合物的全新技能特效，每次解封珍藏后获得两件珍稀物品的几率都会增加。"

	"FrontPage_Winter_2017_Treasure2_Name"              "2017年冬季珍藏 2"
	"FrontPage_Winter_2017_Treasure2_Desc"              "勇士令状玩家可以获取相应的勇士令状奖励，或者在刀塔商城中购买。内含沉默术士、噬魂鬼、孽主、莉娜、死亡先知、育母蜘蛛、蝙蝠骑士和光之守卫的物品套装，以及非常珍稀的狙击手套装和极其珍稀的干扰者套装，这两个套装的获得几率会随着珍藏的解封不断增加。"


	"FrontPage_Winter_2017_Treasure3_Name"              "2017年冬季珍藏III"
	"FrontPage_Winter_2017_Treasure3_Desc"              "勇士令状玩家可以获取相应的勇士令状奖励，或者在刀塔商城中购买。内含司夜刺客、剃刀、矮人直升机、风行者、编织者、陈和娜迦海妖的物品套装，以及非常珍稀的拉比克套装和极其珍稀的龙骑士套装，这两个套装的获得几率会随着珍藏的解封不断增加。"

	"FrontPage_Title_Reef_Terrain_Name"					"礁石之界"
	"FrontPage_Title_Campaign_Title"					"多人战役"

	"FrontPage_Details_Siltbreaker_Intro" 				"本月下旬，不要错过第一个Dota四人战役——国际邀请赛勇士令状玩家的新福利。"
	"FrontPage_Details_Terrain_Reef_Details"			"战斗的混沌在这些海洋装饰中沉到了新深度。勇士等级达到150级，解锁这个专属地图。"

	"FrontPage_Treasure_Emerald_Revival_Name"              "翡翠之兴的珍藏"
	"FrontPage_Treasure_Emerald_Revival_Desc"              "现已在刀塔商城上架出售。内含娜迦海妖、瘟疫法师、齐天大圣、谜团、拉比克、影魔、亚巴顿和发条技师的物品套装，并且不断解封珍藏后获得极其珍稀的恐怖利刃物品套装的几率也会不断增加。"

	"FrontPage_Singles_Day_Treasure_Name"              	"庄严之士的珍藏"
	"FrontPage_Treasure_Singles_Day_Desc"              	"内含巫医、寒冬飞龙、全能骑士、陈、凤凰、伐木机、暗影恶魔、裂魂人、幽鬼和冥界亚龙的全新套装。"

	"FrontPage_Frostivus_2017_Treasure_Name"            "2017年迎霜节珍藏"
	"FrontPage_Frostivus_2017_Treasure_Desc"            "在迎霜节结束前赢得三场比赛的胜利即可免费获得一件2017年迎霜节珍藏！"

	"FrontPage_Winter_2019_Treasure_Name"              	"2019年冬季珍藏"
	"FrontPage_Winter_2019_Treasure_Desc"              	"内含远古冰魄、死亡先知、树精卫士、炼金术士、祸乱之源、拉席克、邪影芳灵和米拉娜的全新套装——还有非常珍稀的熊战士套装和极其珍稀的小小套装。"
	"FrontPage_Winter_2019_Treasure_Header"             "全新珍藏"
	
	"FrontPage_NewBloom2020_Treasure_Name"              	"无缚之尊的珍藏"
	"FrontPage_NewBloom2020_Treasure_Desc"              	"内含帕克、军团指挥官和圣堂刺客的珍稀套装，以及昆卡、天穹守望者和戴泽等英雄的物品套装。"
	"FrontPage_NewBloom2020_Treasure_Header"        	    "芳晓佳节珍藏"
	
	
	"FrontPage_February2020_Treasure_Name"              	"失落余烬的珍藏"
	"FrontPage_February2020_Treasure_Desc"              	"包含冥魂大帝和凤凰的非常珍稀和极其珍稀套装，以及发条技师，兽王，神谕者等英雄的套装。"
	"FrontPage_February2020_Treasure_Header"        	    "全新珍藏"
		

	"FrontPage_Frostivus_Treasure_Name"              	"2017年迎霜节珍藏"
	"FrontPage_Frostivus_Treasure_Desc"              	"包含多个最爱英雄的独特迎霜节套装！"

	"FrontPage_Frostivus_2017_Game_Mode_Name"              "迎霜节庆"
	"FrontPage_Frostivus_2017_Game_Mode_SubTitle"           "庆祝冬季的到来"
	"FrontPage_Frostivus_2017_Game_Mode_Desc"				"马上匹配进入战场，与好友路人一同在迎霜节庆的小游戏系列中一较高下！"
	"FrontPage_Frostivus_2017_Play_Game_Button"				"马上开始"

	"FrontPage_Custom_Game_Dota_Auto_Chess_Title"              "刀塔自走棋"
	"FrontPage_Featured_Custom_Game_Header"						"自定义游戏精选"
	"FrontPage_Custom_Game_Dota_Auto_Chess_Text"				"巨鸟多多工作室荣誉出品！"

	"FrontPage_RankedSeason3_Header"	 "全新天梯赛季"
	"FrontPage_RankedSeason3_Title"      "天梯赛季 3"
	"FrontPage_RankedSeason3_Text"		 "天梯奖章已经重置。完成天梯比赛可以重新校准。"

	"FrontPage_DrowRemodel_Header"	 "英雄模型重制"
	"FrontPage_DrowRemodel_Title"    "卓尔游侠模型已更新"
	"FrontPage_DrowRemodel_Text"	 "崔希丝的个人气质得到提升"

	"FrontPage_DotaPlusUpdates_Header"	"刀塔Plus更新"
	"FrontPage_DotaPlus_Jan2019_Title"	"专属套装与赛季任务"
	"FrontPage_DotaPlus_Jan2019_Text"	"Plus奖励商城上架4套全新专属套装。赛季任务也已开放。"

	"FrontPage_DotaPlusUpdates_Summer2022_GeneralUpdate_Description"		"战报更新"
	"FrontPage_DotaPlusUpdates_Summer2022_BattleReport_Header"						"现在可查看战报"

	"FrontPage_Emblems_Dueling_Fates_Name"              "血战之命纹章"

	"FrontPage_DPC_SpringTour2022_Title"		"DPC春季巡回和梦幻挑战"
	"FrontPage_DPC_SpringTour2022_Text"			"DPC春季巡回从3月14日开始。今天就可以开始梦幻挑战！"

	"FrontPage_DPC_SpringTreasure2022_Title"		"DPC新春传世珍藏"
	"FrontPage_DPC_SpringTreasure2022_Text"			"DPC梦幻挑战奖励—新春传世珍藏现已推出。梦幻等级每升4级可领取1件。"

	"FrontPage_DPC_SpringMajor2022_Title"		"斯德哥尔摩甲级联赛 5月12-22日"
	"FrontPage_DPC_SpringMajor2022_Text"			"全球战队云集斯德哥尔摩，参与DPC春季巡回的收官之战"

	"FrontPage_DPC_SpringMajor2022_Fantasy_Header" "梦幻刀塔"
	"FrontPage_DPC_SpringMajor2022_Fantasy_Title" "参与梦幻挑战。赢取传世珍藏。"
	"FrontPage_DPC_SpringMajor2022_Fantasy_Text" "提升梦幻等级即可解锁珍藏和碎片。"

	"FrontPage_DPC_SpringMajor2022_SupClub_Header" "应援团"
	"FrontPage_DPC_SpringMajor2022_SupClub_Title" "现在50%特惠"
	"FrontPage_DPC_SpringMajor2022_SupClub_Text" "特惠持续到甲级联赛结束。"

	"FrontPage_DPC_SpringMajor2022_Complete_Title" "斯德哥尔摩甲级联赛冠军"
	"FrontPage_DPC_SpringMajor2022_Complete_Text" "恭喜OG赢得斯德哥尔摩甲级联赛冠军！"

	"FrontPage_DPC_SpringMajor2022_PresentedBy"		"ESL主办"
	"FrontPage_DPC_SpringMajor2022_Dates1"			"5月12 - 15日"
	"FrontPage_DPC_SpringMajor2022_Dates2"			"5月16 - 18日"
	"FrontPage_DPC_SpringMajor2022_Dates3"			"5月20 - 22日"
	"FrontPage_DPC_SpringMajor2022_ButtonText" 		"关注直播"
	"FrontPage_DPC_SpringMajor2022_MajorTitle" 		"斯德哥尔摩甲级联赛"

	"dpc_event_spring21"							"春季巡回"
	"dpc_event_springmajor22"						"斯德哥尔摩甲级联赛"
	"dpc_event_summer22"							"夏季巡回"
	"dpc_event_chinafinals22"						"春季中国赛区季后赛"
	

	"Debut_Arcana_Zeus_Title" 								"雷霆神盔"
	"Debut_Arcana_Zeus_Subtitle" 							"宙斯物品"
	"Debut_Arcana_Zeus_Lore" 								"由天星之锤打造，这顶战盔在天界之王的额头上感觉非常亲切。"
	"Debut_Arcana_Zeus_Equip" 								"物品装备后，宙斯将获得以下自定义升级："
	"Debut_Arcana_Zeus_Feature1" 							"全新基础模型，贴图和动作"
	"Debut_Arcana_Zeus_Feature2" 							"全新雷神之怒特效、音效和击杀效果"
	"Debut_Arcana_Zeus_Feature3" 							"特殊闪烁匕首使用特效和音效"
	"Debut_Arcana_Zeus_Feature4" 							"自定义肖像、英雄图标、小地图图标和技能图标"
	"Debut_Arcana_Zeus_Feature5" 							"全新配音"
	"Debut_Arcana_Zeus_Feature6" 							"动态聊天表情"
	"Debut_Arcana_Zeus_Feature7" 							"天王专属雷云战车"
	"Debut_Arcana_Zeus_Exalted"								"12月31日前购买还将获得“尊享”前缀"



	"Debut_Journey_Terrain_Title" 							"全新自定义地图"
	"Debut_Journey_Terrain_Subtitle" 						"大圣的新游记"



	"Debut_Journey_Terrain_Text" 							"将老旧的土地换上大圣新历程的乐土，一款全新的地图，现已上架出售。"

	"Debut_Arcana_MonkeyKing_Title" 							"齐天大圣至宝物品"
	"Debut_Arcana_MonkeyKing_Subtitle" 							"齐天大圣物品"
	"Debut_Arcana_MonkeyKing_Arcana_Subtitle" 							"擎天大圣"
	"Debut_Arcana_MonkeyKing_Lore" 								"擎天大圣将重现他早年历险的三个传奇试炼。"
	"Debut_Arcana_MonkeyKing_Equip" 							"装备后齐天大圣获得以下自定义升级"
	"Debut_Arcana_MonkeyKing_Feature1" 							"全新基础模型，贴图和动作"
	"Debut_Arcana_MonkeyKing_Feature2" 							"动态款式，根据孙悟空的终极技能等级而改变"
	"Debut_Arcana_MonkeyKing_Feature3" 							"短时间内长距离行进将腾云驾雾"
	"Debut_Arcana_MonkeyKing_Feature4" 							"自定义肖像（各个形态均有不同），英雄图标，小地图图标"
	"Debut_Arcana_MonkeyKing_Feature5" 							"特殊配音效果，款式改变和腾云驾雾时有额外台词"
	"Debut_Arcana_MonkeyKing_Feature6" 							"动态聊天表情"
	"Debut_Arcana_MonkeyKing_Feature7" 							"自定义嘲讽动作"
	"Debut_Arcana_MonkeyKing_Exalted"							"在1月31日前购买将获得“尊享”前缀"

	"Debut_Arcana_MonkeyKing_Prev"						"上个形态"
	"Debut_Arcana_MonkeyKing_Next"						"下个形态"


	"Debut_Arcana_MonkeyKing_Form1" 							"第1形态"
	"Debut_Arcana_MonkeyKing_Form2" 							"第2形态"
	"Debut_Arcana_MonkeyKing_Form3" 							"第3形态"
	"Debut_Arcana_MonkeyKing_Form4" 							"第4形态"

	"Debut_Arcana_MonkeyKing_Form1_Name" 								"永恒传说"
	"Debut_Arcana_MonkeyKing_Form2_Name" 								"深海动荡"
	"Debut_Arcana_MonkeyKing_Form3_Name" 								"不老之路"
	"Debut_Arcana_MonkeyKing_Form4_Name" 								"大圣丹炉"


	"Debut_Arcana_MonkeyKing_Form1_Lore" 								"最古老的传说讲述他是孕育自一块灵石，突然有一天从见证了他诞生过程的巨石中蹦出。不过只有孩子和呆子才会相信这种事情。"
	"Debut_Arcana_MonkeyKing_Form2_Lore" 								"为了找寻称手的武器，孙悟空拜访了以坐拥不属于陆上的奇珍异宝而闻名的东海魔王。在最漆黑的深处，他发现了一根金光万道的战棍。"
	"Debut_Arcana_MonkeyKing_Form3_Lore" 								"不满足于作为当世最伟大的战士，孙悟空横穿地界之路，从生死簿上偷走自己的名字，变成了永远的活传奇。 但是并非一切都没有代价。"
	"Debut_Arcana_MonkeyKing_Form4_Lore" 								"决意寻求谐律的恢复，阻止更深恶的罪行，孙悟空的敌人合谋将他关进熔炉，打算用永恒熔炉的涤荡烈焰净化他齐天的力量。火焰只让他更加强大。"

	"FrontPage_700Subtitle" 										"全新篇章现已开启"
	"FrontPage_700Subtitle2" 										"了解更多"

	"FrontPage_MonkeyKing1" 										"齐天大圣驾到"
	"FrontPage_MonkeyKing2" 										"刀塔世界全新英雄"

	"FrontPage_Patch720_Description"							"• 全新技能<br>• 全新地图<br>• 回城卷轴专属栏位<br>• 更多内容等君探索..."

	"Debut_Arcana_Juggernaut_Subtitle" 							"主宰物品"
	"Debut_Arcana_Juggernaut_Arcana_Subtitle" 					"剑心之遗"
	"Debut_Arcana_Juggernaut_Equip" 							"装备后，主宰将获得以下自定义升级"
	"Debut_Arcana_Juggernaut_Feature1" 							"全新基础模型和贴图，拥有自定义龙魂周身特效"
	"Debut_Arcana_Juggernaut_Feature2" 							"自定义击杀特效，触发致死的暴击、无敌斩或获得三杀及以上纪录时出现"
	"Debut_Arcana_Juggernaut_Feature3" 							"下列全新特效：暴击、剑刃风暴（与已有的自定义剑刃风暴特效叠加）和无敌斩"
	"Debut_Arcana_Juggernaut_Feature4" 							"自定义肖像、英雄图标、技能图标和小地图图标"
	"Debut_Arcana_Juggernaut_Feature5" 							"全新配音效果"
	"Debut_Arcana_Juggernaut_Feature6" 							"动态龙魂聊天表情"
	"Debut_Arcana_Juggernaut_Feature7" 							"龙魂先祖，在主宰需要相助时出现"
	"Debut_Arcana_Juggernaut_Feature8" 							"下列全新动作：展示、奔跑、传送、胜利"
	"Debut_Arcana_Juggernaut_Feature9" 							"可以解锁的<font color='#C83638'><i><b>剑心之源</b></i></font>款式"
	"Debut_Arcana_Juggernaut_Feature10" 						"可以记录无敌斩期间击杀英雄次数的宝石"
	"Debut_Arcana_Juggernaut_Feature11" 						"显示记录宝石上无敌斩击杀次数的头顶特效"
	"Debut_Arcana_Juggernaut_Exalted"							"2017年3月31日前购买还将获得“尊享”前缀"

	"Debut_Arcana_Juggernaut_Title"					"剑心之遗"
	"Debut_Arcana_Juggernaut_Lore"					"尤涅若的面具被劈成了两半，唤醒了潜藏其中的远古英魂。这些灵魂与尤涅若合为一体，赋予了他先祖的智慧和狂勇。共生的关系使主宰变成了新的存在，可怕的存在……一种自然神力。"
	"Debut_Arcana_Juggernaut_Lore_FrontPage"		"尤涅若的面具被劈成了两半，唤醒了潜藏其中的远古英魂。"

	"Debut_Arcana_Juggernaut_Title_Front_Page"			"剑心之遗：双重款式"

	"Debut_Arcana_Juggernaut_Form1" 							"款式 1"
	"Debut_Arcana_Juggernaut_Form2" 							"款式 2"

	"Debut_Arcana_Juggernaut_Style1"				"查看传承款式"
	"Debut_Arcana_Juggernaut_Style2"				"查看起源款式"

	"Debut_Arcana_Juggernaut_Style1_Name"			"剑心之遗"
	"Debut_Arcana_Juggernaut_Style2_Name"			"剑心之源"

	"Debut_Arcana_Juggernaut_Style2_Lore"		"无敌斩击杀10人后即可解锁<b><i>剑心之源</i></b>形态。"

	"Debut_Arcana_Pudge_Subtitle" 							"帕吉物品"
	"Debut_Arcana_Pudge_Arcana_Subtitle" 					"千劫神屠"
	"Debut_Arcana_Pudge_Equip" 							"装备后，帕吉获得下列自定义升级:"
	"Debut_Arcana_Pudge_Feature1" 							"全新基础模型和贴图，附带至宝底座"
	"Debut_Arcana_Pudge_Feature8" 							"全新特效：肢解和肉钩连中计数"
	"Debut_Arcana_Pudge_Feature3" 							"自定义肉钩连中计数特效"
	"Debut_Arcana_Pudge_Feature2" 							"对不同英雄的肢解血肉特效"
	"Debut_Arcana_Pudge_Feature4" 							"自定义肖像、英雄图标、技能图标和小地图图标"
	"Debut_Arcana_Pudge_Feature6" 							"动态聊天表情"
	"Debut_Arcana_Pudge_Feature9" 							"全新配音，增加数百句新语音"
	"Debut_Arcana_Pudge_Feature10" 						"全新英雄动作：展示、奔跑、罕见原地、远距离和近距离肢解、肉钩连中"
	"Debut_Arcana_Pudge_Feature11" 						"全新嘲讽动作"
	"Debut_Arcana_Pudge_Feature7" 							"另有<font color='#dfef4a'><i><b>屠魔导师</b></i></font>款式，赢下12场对面存在拉比克的比赛后解锁"
	"Debut_Arcana_Pudge_Feature5" 							"自定义动态聊天表情"
	"Debut_Arcana_Pudge_Exalted"							"2018年5月4日前购买更有“尊享”前缀"

	"Debut_Arcana_Pudge_Title"					"千劫神屠"
	"Debut_Arcana_Pudge_Lore"					"一团具有生命的锁链，遭邪力玷污后尝试腐化帕吉坚韧的皮肉而不得。原于熔炉中被仁爱的圣克莱拉灌注了魔力，但千劫锁链被挽歌的节奏所影响，频生恶念。终于，他们找到了一个牺牲品——和新主人——虽然他对恶毒的腐化无动于衷。"

	"Debut_Arcana_Pudge_Title_Front_Page"					"全新至宝"
	"Debut_Arcana_Pudge_Title_Front_Page_foot_title"		"千劫神屠：双重款式"
	"Debut_Arcana_Pudge_Lore_FrontPage"		"一团具有生命的锁链，遭邪力玷污后尝试腐化帕吉坚韧的皮肉而不得……"

	"Debut_Arcana_Pudge_Form1" 							"款式 1"
	"Debut_Arcana_Pudge_Form2" 							"款式 2"

	"Debut_Arcana_Pudge_Style1"				"查看千劫神屠"
	"Debut_Arcana_Pudge_Style2"				"查看屠魔导师"

	"Debut_Arcana_Pudge_Style1_Name"			"千劫神屠"
	"Debut_Arcana_Pudge_Style2_Name"			"屠魔导师"

	"Debut_Arcana_Pudge_Style2_Lore"		"赢下12场对面存在拉比克的比赛即可解锁<b><i>屠魔导师</i></b>形态"

	"Debut_Arcana_Rubick_Subtitle" 							"拉比克物品"
	"Debut_Arcana_Rubick_Arcana_Subtitle" 					"魔导师密钥"
	"Debut_Arcana_Rubick_Equip" 							"装备后，拉比克获得下列自定义升级："
	"Debut_Arcana_Rubick_Feature1" 							"款式进阶系统，可以升级115个窃取技能的自定义特效"
	"Debut_Arcana_Rubick_Feature2" 							"根据窃取的技能动态改变披风的颜色"
	"Debut_Arcana_Rubick_Feature3" 							"全套全新动作，包含施法动作，死亡动作，奔跑动作，窃取的技能独特施放动作等等"
	"Debut_Arcana_Rubick_Feature4" 							"全新基础模型，贴图和自定义动态底座"
	"Debut_Arcana_Rubick_Feature5" 							"全新技能窃取特效和音效"
	"Debut_Arcana_Rubick_Feature6" 							"支持不朽物品“魔方之谜”的动态变色"
	"Debut_Arcana_Rubick_Feature7" 							"完成款式进阶的玩家拥有自定义地面特效"
	"Debut_Arcana_Rubick_Feature8" 						"配音重制"
	"Debut_Arcana_Rubick_Feature9" 						"自定义英雄肖像，小地图图标和窃取的技能图标边框特效"
	"Debut_Arcana_Rubick_Feature10" 							"自定义聊天表情"
	"Debut_Arcana_Rubick_Exalted"							"2019年1月21日前购买还将获得“尊享”前缀"

	"Debut_Arcana_Rubick_Title"					"魔导师密钥"
	"Debut_Arcana_Rubick_Lore"					"魔方谜题中心的奥秘帮助拉比克获得了改变魔法本身根基的力量。不再受限于熟稔的模仿，拉比克玩弄奥术技艺的边界，随心所欲地重塑魔法的世界；永远渴望解开不可思议的新奥秘，以及其中不为人知的魔法国度。"

	"Debut_Arcana_Rubick_Title_Front_Page"					"全新至宝"
	"Debut_Arcana_Rubick_Title_Front_Page_foot_title"		"魔导师密钥"
	"Debut_Arcana_Rubick_Lore_FrontPage"		"魔导师已经解开魔方谜题中心的奥秘……"

	"Debut_Arcana_Rubick_ViewFeatures"			"查看至宝详情"
	"Debut_Arcana_Rubick_ViewSpellbook"			"查看已解锁技能"

	"Debut_Arcana_MonkeyKing_NewHero"			"全新英雄"
	"Debut_Arcana_MonkeyKing_BaseStyle"			"基础"
	"Debut_Arcana_MonkeyKing_OceanStyle"		"海洋"
	"Debut_Arcana_MonkeyKing_UnderworldStyle"	"地界"
	"Debut_Arcana_MonkeyKing_FurnaceStyle"		"丹炉"

	//Debut page for EARTHSAKER ARCANA
	"Debut_ESArcana_Title"					"天外飞星"
	"Debut_ESArcana_Subtitle"				"全新撼地者至宝物品"
	"Debut_ESArcana_Lore"					"<b><span class='intro-text'>脱胎于这个大地，现在他与另一个世界的碎片融合。</span></b><br><br>脑海里涌入破碎大地的遥远记忆，与导致她毁灭的势力激战后遍体鳞伤，撼地者第一次渴望面朝天空，去了解他的姊妹大地遭遇的末日……以及为她的逝去复仇而付出一切。"
	"Debut_ESArcana_Lore_Pt2"				"脑海里涌入破碎大地的遥远记忆，与导致她毁灭的势力激战后遍体鳞伤，撼地者第一次渴望面朝天空，去了解他的姊妹大地遭遇的末日……以及为她的逝去复仇而付出一切。"

