"dota"
{
"DOTA_Accept"	"接受"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_II_Name"	"寶藏 II 新手"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_II_Description"	"開啟 5 個寶藏 II"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_II_Name"	"寶藏 II 收集齊全"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_II_Description"	"開啟 10 個寶藏 II"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_III_Name"	"寶藏 III 新手"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_III_Description"	"開啟 5 個寶藏 III"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_III_Name"	"寶藏 III 收集齊全"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_III_Description"	"開啟 10 個寶藏 III"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_IV_Name"	"寶藏 IV 新手"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_IV_Description"	"開啟 5 個寶藏 IV"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_IV_Name"	"寶藏 IV 收集齊全"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_IV_Description"	"開啟 10 個寶藏 IV"
"DOTA_WinterMajor2016_Reward2_Name"	"冬季泉源治療效果 I"
"DOTA_WinterMajor2016_Reward3_Name"	"冬季傳送特效 - 等級 1"
"DOTA_WinterMajor2016_Reward10_Name"	"冬季閃躍匕首特效"
"DOTA_WinterMajor2016_Reward20_Name"	"冬季傳送特效 - 等級 2"
"DOTA_WinterMajor2016_Reward32_Name"	"冬季傳送特效 - 等級 3"
"DOTA_WinterMajor2016_Reward34_Name"	"冬季泉源治療效果 II"
"DOTA_WinterMajor2016_Surprise_Item"	"莉萊的冬季祝福"
"DOTA_Popup_Go_To_Wheel"	"旋轉輪盤！"
"DOTA_RewardPath_Level"	"{i:level}"
"DOTA_HUD_Item_Owned_By"	"擁有者：{s:owned_by}"
"DOTA_HUD_Item_Tooltip_Sell_Price"	"售價：{u:sell_price}"
"DOTA_HUD_Item_Tooltip_Sell_Price_Time"	"售價：{u:sell_price} ( {s:sell_time} )"
"DOTA_HUD_Item_Tooltip_Disassemble"	"可拆卸"
"DOTA_HUD_Item_Tooltip_Disassemble_Time"	"可拆卸（{s:disassemble_time}）"
"DOTA_HUD_Shop_Item_Complete"	"完成購買所需金額：{u:cost_to_complete}"
"DOTA_HUD_Voice_PartyOverlay"	"團隊"
"DOTA_Compendium_Wagering_RemainingTokens"	"剩餘籌碼"
"DOTA_Compendium_Wagering_TokensResetIn"	"籌碼重置倒數"
"DOTA_Compendium_Wagering_PeriodicTokens"	"（{i:periodic_coins} 枚籌碼）"
"DOTA_Compendium_Wagering_TotalPointsWon"	"已贏得點數"
"DOTA_Compendium_Wagering_SuccessRate"	"成功率"
"DOTA_Compendium_Wagering_TotalTokensWagered"	"已押注籌碼總數"
"DOTA_Compendium_Wagering_TotalPointsTipped"	"已打賞點數總數"
"DOTA_Compendium_Wagering_AverageWinnings"	"平均贏得點數"
"DOTA_Compendium_Wagering_HowTo1"	"您每週將會收到 {i:periodic_coins} 枚籌碼供您下注。未花費的押注籌碼並不會累積至下週，所以請務必完善利用每週的籌碼。"
"DOTA_Compendium_Wagering_HowTo2"	"進入遊戲後，在 40 秒的下注時限內決定好您的押注額度。"
"DOTA_Compendium_Wagering_HowTo3"	"如獲勝，可獲得兩倍下注量的戰鬥點數。"
"DOTA_Compendium_Wagering_HowTo4"	"贏得的押注數將轉為戰鬥點數。"
"DOTA_Compendium_Wagering_RemainingTokensLong"	"押注籌碼"
"DOTA_Compendium_Wagering_ResetsIn"	"本週剩餘籌碼"
"DOTA_XPBar_Tooltip_Default"	"{s:xp_amount} 經驗值點數"
"DOTA_XPBar_Tooltip_Quest"	"{s:xp_amount} 任務經驗值"
"DOTA_PointsGained"	"+{d:points_gained}"
"DOTA_QuestCompleted"	"已完成任務"
"DOTA_ReceivedTip"	"收到的打賞"
"DOTA_SendingTip"	"打賞花費"
"DOTA_TipPlayer"	"打賞一名玩家"
"DOTA_TipHelp_Title"	"打賞的運作方式"
"DOTA_TipHelp_Text"	"從目前押注贏得的點數中拿出 50 點打賞一名玩家。您的戰鬥等級不會因打賞他人而降低。"
"DOTA_TipNotification"	"打賞了"
"DOTA_GameEnd_CompendiumLevel"	"等級"
"DOTA_GameEnd_QuestWinnings"	"任務"
"DOTA_GameEnd_WagerWinnings"	"押注"
"DOTA_GameEnd_Tip"	"打賞"
"DOTA_GameEnd_Teammates"	"隊友"
"DOTA_GameEnd_Opponents"	"對手"
"DOTA_EventGoal_CarryMissions_Description"	"當社群完成 {d:goal_target_value} 件此任務路線的任務後，所有完成此任務路線的玩家將解鎖「厄爾多姆遺世戰甲」套裝的替換樣式。"
"DOTA_ConductScorecard_Title_LowPri"	"判予低優先配對懲罰"
"DOTA_ConductScorecard_Title_FirstTime"	"您的第一份操行摘要"
"DOTA_ConductScorecard_Title_Review"	"您的操行摘要"
"DOTA_ConductScorecard_Title_New"	"已更新操行摘要"
"DOTA_ConductScorecard_Reason_LowPri_Abandons"	"您放棄太多場遊戲了"
"DOTA_ConductScorecard_Reason_LowPri_Reports"	"您最近受到了大量舉報"
"DOTA_ConductScorecard_TimePeriod"	"近 {d:number_of_games} 場遊戲的摘要"
"DOTA_ConductScorecard_LastIncludedMatch"	"本操行摘要在場次編號 {s:ending_matchid} 後於 {s:ending_date} 產生。"
"DOTA_ConductScorecard_Reports_Good"	"您受到了 0~{d:reports_good_max} 次舉報"
"DOTA_ConductScorecard_Reports_GoodPct"	"總玩家數中有 {d:reports_good_pctile}% 的玩家受舉報頻率和您一樣低"
"DOTA_ConductScorecard_Reports_Bad"	"已在 {d:reports_matches} 場遊戲內受 {d:reports_parties} 個不同團隊舉報"
"DOTA_ConductScorecard_Reports_BadPct"	"您受舉報的頻率比 {d:reports_percentile}% 的玩家都還要高"
"DOTA_ConductScorecard_Abandons"	"放棄"
"DOTA_ConductScorecard_Abandon"	"放棄"
"DOTA_ConductScorecard_Commends"	"讚揚"
"DOTA_ConductScorecard_Commend"	"讚揚"
"DOTA_ConductScorecard_Reports"	"舉報"
"DOTA_ConductScorecard_Abandons_None"	"您未放棄過任何一場遊戲"
"DOTA_ConductScorecard_Abandons_1"	"您放棄了 1 場遊戲"
"DOTA_ConductScorecard_Abandons_N"	"您放棄了 {d:num_abandons} 場遊戲"
"DOTA_ConductScorecard_Abandons_Pct"	"您放棄遊戲的頻率比 {d:abandons_percentile}% 的玩家都還要高"
"DOTA_ConductScorecard_Commends_None"	"您未收到任何讚揚"
"DOTA_ConductScorecard_Commends_1"	"您收到了 1 次讚揚"
"DOTA_ConductScorecard_Commends_N"	"您收到了 {d:num_commends} 次讚揚"
"DOTA_ConductScorecard_LearnMore"	"【<a href=\"event:DOTAConductScorecardLearnMore()\">了解更多</a>】"
"DOTA_ConductScorecard_GreatJob"	"太棒了！"
"DOTA_DB_SeasonPass_TierTooltipSilver"	"白銀階級：<br> 戰鬥通行證徽章升級 <br> Dota 檔案狀態升級 <br> 戰鬥通行證介面升級"
"DOTA_DB_SeasonPass_TierTooltipGold"	"黃金階級：<br> 戰鬥通行證徽章升級 <br> Dota 檔案狀態升級 <br> 戰鬥通行證介面升級"
"DOTA_DB_SeasonPass_TierTooltipMax"	"最高階級：<br> 戰鬥通行證徽章升級 <br> Dota 檔案狀態升級 <br> 戰鬥通行證介面升級"
"DOTA_DB_SeasonPass_CurrentQuest"	"目前任務"
"DOTA_DB_SeasonPass_Level"	"等級"
"DOTA_DB_SeasonPass_PointsPerLevel"	"{i:points_per_level} 點 = 1 級"
"DOTA_DB_SeasonPass_PointsToNext"	"升級尚需點數"
"DOTA_DB_SeasonPass_Rewards"	"獎勵"
"DOTA_DB_SeasonPass_ChooseQuest"	"選擇一條路線"
"DOTA_DB_SeasonPass_ChangeQuest"	"您可隨時更換選擇的路線。"
"DOTA_DB_SeasonPass_ViewQuests"	"檢視全部路線"
"DOTA_DB_SeasonPass_QuestIntroTitleLabel"	"2016 冬季戰鬥通行證任務"
"DOTA_DB_SeasonPass_QuestIntroCampaignTitleLabel"	"力量之路"
"DOTA_DB_SeasonPass_ChooseQuestDetails"	"選擇的路線可隨時在通行證首頁、本任務分頁，或遊戲內的選角畫面進行更換。"
"DOTA_DB_SeasonPass_CompleteQuest"	"完成任務並贏得該場遊戲"
"DOTA_DB_SeasonPass_CompleteQuestDetails"	"您必須一併贏得該場遊戲以完成任務。每次成功時您都會獲得戰點。在一項任務中達成三星階來獲得最多的戰點。"
"DOTA_DB_SeasonPass_Quest_EarnSets"	"完成任務路線來獲得獨家套裝"
"DOTA_DB_SeasonPass_QuestIntroStart"	"開始"
"DOTA_DB_SeasonPass_BonusChallenges"	"額外挑戰"
"DOTA_DB_SeasonPass_HomeCampaign"	"任務"
"DOTA_DB_Page_QuestReward"	"{d:point_reward}"
"DOTA_DailyHero_Challenge"	"每日英雄挑戰"
"DOTA_DailyHero_Reward"	"{d:daily_hero_points}"
"DOTA_Weekly_Challenge"	"每週挑戰"
"DOTA_Weekly1_Challenge_Reward"	"{d:weekly_1_points}"
"DOTA_Weekly2_Challenge_Reward"	"{d:weekly_2_points}"
"DOTA_HUD_QuestPicker_ActiveQuestName"	"目前的任務"
"DOTA_Challenge_Requires_Hero"	"規定英雄："
"DOTA_Challenge_CompletedHero"	"完成英雄："
"DOTA_Tooltip_Challenge_Completed"	"完成！"
"DOTA_Tooltip_Challenge_Progress"	"<span class=\"ChallengeProgressText\">已完成</span> {d:complete_limit} 之 {d:progress}"
"DOTA_Weekly1Challenge_Progress"	"{d:weekly_1_complete_limit} 之 {d:weekly_1_progress}"
"DOTA_Weekly2Challenge_Progress"	"{d:weekly_2_complete_limit} 之 {d:weekly_2_progress}"
"DOTA_BattlePassRewards_Intro"	"快來一探 2016 國際錦標賽戰鬥通行證箇中潛藏的所有獎勵。<br><br>獲得獎勵｜隨著提升您的戰鬥等級領獎。提升等級｜藉由任務、遊戲內押注功能，和達成成就來升等。快速升級｜您可直接購買等級，並貢獻《2016 國際錦標賽》的總獎金！<br><br>而儘管只有少數勇者能夠完成所有任務，所有願意接取任務者均可在此查看任務進度。"
"DOTA_BattlePassRewards_Intro_Header"	"戰鬥通行證獎勵"
"DOTA_BattlePassRewards_Prestige_Text"	"與能夠直接購買的寶藏獎勵不同，戰鬥等級獎勵僅能透過提升戰鬥等級來取得。"
"DOTA_UnspentTokensTooltip"	"未花費的押注籌碼並不會累積至下週，所以請務必完善利用每週的籌碼。"
"DOTA_CompendiumRecap_Header"	"上海目前賽況 - 資格賽"
"DOTA_CompendiumRecap_Region0"	"美洲"
"DOTA_CompendiumRecap_Region1"	"中國"
"DOTA_CompendiumRecap_Region2"	"歐洲"
"DOTA_CompendiumRecap_Region3"	"東南亞"
"DOTA_CompendiumRecap_RRGroupA"	"循環賽 - A 組"
"DOTA_CompendiumRecap_RRGroupB"	"循環賽 - B 組"
"DOTA_CompendiumRecap_BracketWinner"	"勝部賽程"
"DOTA_CompendiumRecap_BracketLoser"	"敗部賽程"
"DOTA_CompendiumRecap_Story1Header"	"法蘭克福戰況"
"DOTA_CompendiumRecap_Story1Body"	"2015 年 11 月，全球最頂尖的 16 支隊伍聚首法蘭克福特級錦標賽，法蘭克福特級錦標賽是 Valve 舉辦的第一場國際錦標賽以外的錦標賽，總獎金為三百萬美元。獲得直接邀請的隊伍共有八支，其中七支為 2015 國際錦標賽前八名的隊伍，最後一支隊伍是 ESL One New York 的冠軍 Vega Squadron，他們成功擊敗威震四方的三支勁旅 EG、Secret、IG 奪下冠軍，實力眾所懾服。其他非直接獲邀的八支隊伍皆靠著突破區域資格賽取得了各自的門票，之中最受矚目的當屬 Monkey Business（現已更名為 OG），強奪歐洲資格賽冠軍寶座，以及美洲區資格賽的亞軍 Team Unknown，在 500 多支隊伍的公開資格賽中殺出一條血路、搶下唯一一席出賽資格。 小組賽一開打，2015 國際錦標賽的冠軍 EG 便不費吹灰之力穩坐小組上位，粉絲最愛的 Team Secret 與 Vici Gaming 緊跟其後。最令人跌破眼鏡的算是來自東南亞的隊伍 Team Mineski，甩開 EHOME 將勝利納入囊中，拿下小組第二名以及季後賽勝部的種子資格。人氣爆棚的四支隊伍 EG、Secret、VG 與 CDEC 皆紛紛於主賽中輕鬆晉級勝部準決賽，而後兩支西方隊伍分別擊敗中國隊伍，演變為眾所期待的勝部決賽局面：EG 對 Secret。敗部比賽中，EHOME 與 OG 兩隊分別意識到他們再也輸不起任何一戰，急起直追，在敗部第五回合對上，戰況一度難分難捨，最後 OG 以 2-1 的比數結束了這一輪。在與 EHOME 的一戰中獲得滿滿的自信的 OG 打敗因輸給 Secret 而落入敗部的 EG，堂皇來到總決賽，最後以 3-1 的耀眼成績大勝實力堅強的 Team Secret，勇奪法蘭克福特級錦標賽的冠軍寶座。"
"DOTA_CompendiumRecap_Story2Header"	"特級錦標賽後"
"DOTA_CompendiumRecap_Story3Header"	"遊戲性更新"
"DOTA_CompendiumCasters_Host"	"主持"
"DOTA_CompendiumCasters_Commentator"	"賽評"
"DOTA_CompendiumCasters_Analyst"	"分析"
"DOTA_CompendiumCasters_CoHost"	"主持搭檔"
"DOTA_CompendiumCasters_Inerviewer"	"採訪員"
"DOTA_CompendiumCasters_Statistics"	"統計"
"DOTA_tooltip_econ_item_modifier_strange_control_point"	"氛圍特效"
"DOTA_WinterMajor2016_Reward58_Name"	"冬季泉源治療效果 III"
"DOTA_ConductScorecard_Reason_FirstTime"	"我們會定期向您提供一份摘要，通知您近期內的言行舉止對其他玩家所帶來的影響。"
"DOTA_BattlePassRewards_15Level_Text"	"每個寶藏都含有十分稀有的機會使您的戰鬥等級立即提升 15 級。"
"DOTA_BattlePassRewards_SpinWheel_Text"	"您將隨著提升戰鬥等級獲得「莉萊的冬季祝福」輪盤小遊戲的進行機會，內含英雄套裝、信使和寶藏等等。冰女的慷慨之心已經暖到病態了啦！"
"DOTA_CompendiumCasters_CommentatorAnalyst"	"賽評 / 分析"
"DOTA_Home_BattlePass_EndTime"	"{i:end_days}天 {i:end_hours}時 {i:end_minutes}分"
"FrontPage_Winter2016_Header"	"隆重介紹 2016 冬季戰鬥通行證"
"DOTA_Compendium_EventEnds"	"2016 冬季戰鬥通行證將於 2016 年 3 月 30 日過期"
"DOTA_BattlePassRewards_ItemCount"	"x{i:item_count}"
"DOTA_CompendiumRecap_OverviewDates"	"日期"
"DOTA_CompendiumRecap_OverviewDetails"	"主賽事 2016 年 3 月 2 日－3 月 6 日"
"DOTA_CompendiumRecap_OverviewVenue"	"會場"
"DOTA_CompendiumRecap_OverviewVenueDetails"	"中國上海，梅賽德斯奔馳文化中心"
"DOTA_CompendiumRecap_OverviewFormat"	"賽制"
"DOTA_CompendiumRecap_OverviewFormatDetails"	"排名階段：四組各含四隊，各組的前兩名晉級勝部。"
"DOTA_CompendiumRecap_OverviewTeams"	"隊伍"
"DOTA_CompendiumRecap_OverviewTeamDetails"	"8 支獲邀隊伍以及 8 支晉級隊伍。"
"DOTA_ConductScorecard_GreatJobOverall"	"感謝您保持良好的言行舉止"
"DOTA_DB_SeasonPass_TierTooltipBronze"	"下列本季戰鬥通行證持有者的好禮已添加至您的帳戶中：<br>戰鬥通行證徽章<br>戰鬥通行證個人檔案狀態"
"DOTA_CompendiumRecap_OverviewFormatDetailsCont"	"主賽：16 支隊伍進行雙淘汰賽。"
"DOTA_SeasonPass_Friends_Leaderboard"	"		好友排行榜"
"DOTA_SeasonPass_Friends_Leaderboard_Name"	"名稱"
"DOTA_SeasonPass_Friends_Leaderboard_BattleLevel"	"通行證等級"
"DOTA_SeasonPass_Wagering_Personal"	"個人"
"DOTA_SeasonPass_Wagering_Friends"	"好友"
"DOTA_SeasonPass_Wagering_Winnings"	"總得"
"DOTA_SeasonPass_Wagering_Desc1"	"取得每週籌碼"
"DOTA_SeasonPass_Wagering_Desc2"	"押注籌碼"
"DOTA_SeasonPass_Wagering_Desc3"	"贏取戰鬥點數"
"DOTA_SeasonPass_Wagering_Desc4"	"升級"
"DOTA_SeasonPass_Achievements_Earned"	"已達成："
"DOTA_SeasonPass_Achievements_Of"	"/"
"DOTA_SeasonPass_Achievements_Achievements"	"項成就"
"DOTA_SeasonPass_Rewards_Quest_Rewards"	"任務獎勵"
"DOTA_SeasonPass_Rewards_Treasure_Rewards"	"寶藏獎勵"
"DOTA_SeasonPass_Rewards_Prestige_Rewards"	"聲望獎勵"
"DOTA_SeasonPass_Rewards_Rare"	"稀有"
"DOTA_SeasonPass_Rewards_Ultra_Rare"	"極其稀有"
"DOTA_SeasonPass_Rewards_Treasure1"	"國際錦標賽 2016 寶藏 I"
"DOTA_SeasonPass_Rewards_Treasure2"	"國際錦標賽 2016 寶藏 II"
"DOTA_SeasonPass_Rewards_Treasure3"	"國際錦標賽 2016 寶藏 III"
"DOTA_SeasonPass_Rewards_Treasure4"	"國際錦標賽 2016 寶藏 IV"
"DOTA_SeasonPass_Rewards_Coming_Soon"	"即將推出"
"DOTA_SeasonPass_Rewards_Trophies"	"獎盃"
"DOTA_SeasonPass_Rewards_Expire"	"2016 冬季戰鬥通行證過期時間："
"DOTA_SeasonPass_Rewards_Expire_Date"	"2016 年 3 月 30 日"
"DOTA_DB_SeasonPass_Winter_2016"	"2016 冬季"
"DOTA_DB_SeasonPass_Prestige_Rewards_Loadscreen"	"2016 冬季載入畫面"
"DOTA_DB_SeasonPass_Prestige_Rewards_Emoticon"	"2016 冬季表情符號包"
"DOTA_DB_SeasonPass_Prestige_Rewards_Infuser"	"寶藏升級工具 - 冬季"
"DOTA_DB_SeasonPass_Prestige_Rewards_Fountain"	"泉源治療效果"
"DOTA_DB_SeasonPass_Prestige_Rewards_TP"	"英雄傳送特效"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier1"	"鈍口螈信使"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier2"	"鈍口螈信使：樣式 2"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier3"	"鈍口螈信使：樣式 3"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier4"	"鈍口螈信使：樣式 4"
"DOTA_DB_SeasonPass_Prestige_Rewards_Ward"	"鳳凰守衛"
"DOTA_DB_SeasonPass_Prestige_Rewards_Blink"	"閃躍匕首特效"
"DOTA_DB_SeasonPass_Prestige_Rewards_Effigy"	"2016 冬季英雄雕像"
"DOTA_DB_SeasonPass_Prestige_Rewards_Taunt1"	"不朽屍王嘲諷：放克殭屍舞"
"DOTA_DB_SeasonPass_Prestige_Rewards_Taunt2"	"劇毒術士嘲諷：巴納納舞者"
"DOTA_DB_SeasonPass_Prestige_Rewards_Forcestaff"	"原力法杖音效"
"DOTA_DB_SeasonPass_Prestige_Rewards_Cyclone"	"Eul 的神聖法杖特效"
"DOTA_DB_SeasonPass_HeroRole_Carry"	"核心"
"DOTA_DB_SeasonPass_HeroRole_Support"	"輔助"
"DOTA_DB_SeasonPass_HeroRole_Solo"	"中單"
"DOTA_CompendiumRecap_ReadMore"	"繼續閱讀..."
"DOTA_econ_item_details_emoticons_label"	"表情符號："
"DOTA_econ_item_details_emoticon_text"	"{s:emoticon_text}"
"DOTA_PreviewEmoticons_Title"	"表情符號"
"DOTA_CompendiumCasters_Language"	"語言"
"DOTA_CompendiumCasters_Desc"	"冬季特級錦標賽將由多種語言直播。\n此為各語言的賽評、採訪及螢幕前相關人員。"
"DOTA_econ_item_details_tool_header"	"工具"
"DOTA_econ_item_details_apply_tool"	"{s:tool_use_name}"
"DOTA_CacheTreasure_MissingCompendium_Winter2016"	"您必須擁有一個「2016 冬季戰鬥通行證」才能購買這些寶藏。"
"DOTA_BattlePass_FirstTime_Welcome"	"歡迎來到 2016 冬季戰鬥通行證預覽"
"DOTA_BattlePass_FirstTime_Activate"	"啟用您的 2016 冬季戰鬥通行證"
"DOTA_BattlePass_FirstTime_Choose"	"選擇您的路線"
"DOTA_BattlePass_FirstTime_GoToQuests"	"前往任務頁面"
"DOTA_BattlePass_FirstTime_NotOwned"	"冬季戰鬥通行證是伴您在 Dota 中渡過 2016 冬季的必備佳品，內有多種任務和挑戰來拓展您的 Dota 技術、友善的押注系統來促進好勝心，還有一堆獨家寶藏和獎勵等著供您爭取。<br><br>快來一探究竟吧！"
"DOTA_BattlePass_FirstTime_NotActivated"	"只差一點您就可以將冬季戰鬥通行證的各項好處收入囊中！"
"DOTA_BattlePass_FirstTime_Owned"	"選擇三條路徑之一開啟您的旅程，完成任務，光輝贏得戰鬥點數。"
"DOTA_BattlePassRewards_RecycleNote"	"所有冬季寶藏的內容皆可輪迴，並獲得 500 戰鬥點數。"
"DOTA_Profile_ConductSummary"	"操行摘要"
"DOTA_Profile_ConductSummary_Date"	"更新於 {s:conduct_summary_date}"
"DOTA_Profile_ConductSummary_ShowLatestButton"	"顯示摘要"
"DOTA_ConductScorecard_OldDataWarning"	"您在本摘要產出後已至少進行過了一場遊戲。<br/>您的操行摘要將在每 10 場遊戲後更新一次。"
"DOTA_tooltip_econ_item_recycle_description"	"可{s:recycle_description}"
"DOTA_TipHelp_TextDisabled"	"從目前押注贏得的點數中拿出 50 點打賞一名玩家。您的戰鬥等級不會因打賞他人而降低。<br>限戰鬥通行證的持有者進行。<br>"
"DOTA_BattlePass_DailyChallengeMO"	"趕在換為明天的英雄之前完成英雄挑戰。"
"DOTA_BattlePass_Weekly1ChallengeMO"	"在下週的挑戰開始前完成。"
"DOTA_BattlePass_Weekly2ChallengeMO"	"在下週的挑戰開始前完成。"
"DOTA_Credits_EnglishVoices"	"英語配音"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3"	"冬季寶藏 III 已釋出"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3Desc"	"冬季戰鬥通行證的第三款寶藏已經推出。僅開放給壅有戰鬥通行證玩家購買，內含 7 款全新套裝，其中包括死亡先知全新極其稀有的「蛸后之秘」套裝。"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3Desc_Owns"	"冬季戰鬥通行證的第三款寶藏已經推出。僅開放給壅有戰鬥通行證玩家購買，內含 7 款全新套裝，其中包括死亡先知全新極其稀有的「蛸后之秘」套裝。若您先前獲得過此寶藏，現在於軍械庫內已經解鎖。"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTitle"	"獨家遊戲內容與獎勵"
"DOTA_SplashAd_WinterMajorBattlePass_List2"	"<font color='#8AAED0'>-</font> 透過押注與贏得比賽提升戰鬥通行證的等級"
"DOTA_SplashAd_WinterMajorBattlePass_List3"	"<font color='#8AAED0'>-</font> 包含冬季互動手，以及與上海特級錦標賽的相關活動與資訊"
"DOTA_SplashAd_WinterMajorBattlePass_View"	"前往我的戰鬥通行證"
"DOTA_SplashAd_WinterMajorBattlePass_Preview"	"預覽戰鬥通行證"
"DOTA_RecentGame_Watch_Error"	"觀看重播發生錯誤"
"DOTA_RecentGame_Watch_NoMatchInfo"	"無場次資訊"
"DOTA_RecentGame_Watch_Permission"	"此重播需要使用者購買並啟用對應賽事之門票才能觀看。"
"DOTA_RecentGame_Watch_Download"	"下載重播失敗"
"DOTA_RecentGame_Watch_NoFile"	"無法找到檔案"
"DOTA_ChatTarget_Prompt_PostGame"	"對（賽後）："
"DOTA_ChatTarget_Format_PostGame"	"賽後"
"DOTA_TournamentButtonMVPVote"	"MVP"
"DOTAMVPVote_Title"	"票選 MVP"
"DOTAMVPVote_ResultsTitle"	"MVP 投票結果"
"DOTAMVPVote_VoteButtonLabel"	"投票"
"DOTAMVPVote_ToolTipText"	"顯示以及票選比賽 MVP"
"DOTAMVPVote_FailedToDownloadResults"	"下載 MVP 結果時發生錯誤。"
"DOTAMVPVote_Place0"	"比賽 MVP"
"DOTAMVPVote_Place1"	"第二名"
"DOTAMVPVote_Place2"	"
第三名"
"DOTAMVPVote_Place3"	"第四名"
"DOTAMVPVote_Place4"	"
第五名"
"DOTAMVPVote_Place5"	"
第六名"
"DOTAMVPVote_Place6"	"
第七名"
"DOTAMVPVote_Place7"	"
第八名"
"DOTAMVPVote_Place8"	"
第九名"
"DOTAMVPVote_Place9"	"
第十名"
"DOTA_Workshop_CameraRoll"	"相機膠卷"
"DOTA_Workshop_ItemSubmit_ImportFailed"	"檔案匯入失敗：%1"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4"	"冬季寶藏 IV 已釋出 以及 互動手冊內容更新"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4Desc"	"第四款冬季寶藏現已推出。開放給戰鬥通行證的擁有者使用，可藉由升級通行證或從商城直接購買來取得，內有馬格納斯、育母蜘蛛、酒仙、娜迦海妖、露娜等英雄的飾品套裝，稀有的軍團指揮官飾品套裝，和極其稀有的戴佐飾品套裝。同時上海特級錦標賽互動手冊也一併更新了小組賽賽程、隊伍檔案等資訊。藉由正確預測上海特級錦標賽的各種結果來賺取戰鬥點數！"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4Desc_Owns"	"第四款冬季寶藏現已推出。開放給戰鬥通行證的擁有者使用，可藉由升級通行證或從商城直接購買來取得，內有馬格納斯、育母蜘蛛、酒仙、娜迦海妖、露娜等英雄的飾品套裝，稀有的軍團指揮官飾品套裝，和極其稀有的戴佐飾品套裝。先前已獲得此寶藏者已現可在軍械庫中解鎖。同時上海特級錦標賽互動手冊也一併更新了小組賽賽程、隊伍檔案等資訊。藉由正確預測上海特級錦標賽的各種結果來賺取戰鬥點數！"
"DOTA_Compendium_SecondaryTabHeader_GroupStage"	"小組賽"
"DOTA_Compendium_SecondaryTabHeader_Playoffs"	"淘汰賽"
"DOTA_Compendium_MakePrediction"	"進行預測"
"DOTA_Compendium_ChangePrediction"	"變更預測"
"DOTA_Compendium_RevealStandings"	"公開排名現況"
"DOTA_Compendium_HideStandings"	"隱藏排名現況"
"DOTA_Compendium_ChooseTeam"	"選擇隊伍"
"DOTA_Compendium_ChoosePlayer"	"選擇一名選手"
"DOTA_Compendium_ChooseHero"	"選擇一名英雄"
"DOTA_Compendium_ChooseOption"	"選擇一個選項"
"DOTA_Compendium_Heroes"	"英雄"
"DOTA_Compendium_Teams"	"隊伍"
"DOTA_Compendium_Players"	"選手"
"DOTA_Compendium_Header_Tournament"	"聯賽"
"DOTA_Compendium_PredictionsLockIn"	"距離預測鎖定尚有"
"DOTA_Compendium_PredictionsLocked"	"預測已鎖定"
"DOTA_Compendium_Predictions_Games_In_Tournament_a1"	"77 至 81"
"DOTA_Compendium_Predictions_Games_In_Tournament_a2"	"82 至 87"
"DOTA_Compendium_Predictions_Games_In_Tournament_a3"	"88 至 92"
"DOTA_Compendium_Predictions_Games_In_Tournament_a4"	"93 至 97"
"DOTA_Compendium_Predictions_Games_In_Tournament_a5"	"98 至 102"
"DOTA_Compendium_Predictions_Games_In_Tournament_a6"	"103 至 107"
"DOTA_Compendium_Predictions_Games_In_Tournament_a7"	"108 至 112"
"DOTA_Compendium_Predictions_Heroes_Picked"	"<b>挑選的</b>英雄總數"
"DOTA_Compendium_Predictions_Heroes_Picked_a1"	"0 至 60"
"DOTA_Compendium_Predictions_Heroes_Picked_a2"	"61 至 70"
"DOTA_Compendium_Predictions_Heroes_Picked_a3"	"71 至 80"
"DOTA_Compendium_Predictions_Heroes_Picked_a4"	"81 至 90"
"DOTA_Compendium_Predictions_Heroes_Picked_a5"	"91 至 100"
"DOTA_Compendium_Predictions_Heroes_Picked_a6"	"101+"
"DOTA_Compendium_Predictions_Heroes_Banned"	"<b>禁選的</b>英雄總數"
"DOTA_Compendium_Predictions_Heroes_Banned_a1"	"0 至 60"
"DOTA_Compendium_Predictions_Heroes_Banned_a2"	"61 至 70"
