"dota"
{
"DOTA_Accept"	"Godta"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_starting"	"Starter"
"custom_game_team_select_join"	"Bli med"
"DOTA_GlobalItems_Emoticons"	"Uttrykksikon"
"DOTA_GlobalItems_Audio"	"Lyd"
"DOTA_GlobalItems_Music"	"Musikk"
"DOTA_Search"	"Søk"
"DOTA_PleaseWait"	"Vennligst vent..."
"dota_lobby_settings_edit"	"Rediger"
"dota_lobby_leave"	"Forlat denne lobbyen"
"DOTA_Custom_Game_Friends_Who_Play"	"Venner som spiller"
"DOTA_Custom_Game_Friends_Playing_Now"	"Venner som spiller nå"
"DOTA_Custom_Game_Browse_Sort"	"Sorter:"
"DOTA_WatchLive_WatchLabel"	"SE PÅ:"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"I SPILL"
"dota_play_connecting_to_server"	"Kobler til..."
"dota_reconnecting"	"Kobler til på nytt..."
"dota_matchmaking_regions_retry"	"Prøv på nytt"
"dota_matchmaking_region_or"	"Eller"
"dota_settings_fullscreenbrightness"	"Lysstyrke"
"dota_lobby_browser_header_name"	"Lobbynavn"
"dota_lobby_browser_header_slots"	"Plasser"
"dota_lobby_browser_header_game_mode"	"Spillmodus"
"dota_lobby_browser_region"	"Region"
"dota_lobby_browser_lobby_name"	"Lobbynavn"
"DOTA_Friend_Game_Mode_1_Friend"	"{s:player_name} spiller {s:game_mode}"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} venner spiller {s:game_mode}"
"Compendium_DefaultText_CD_Days"	"Dager"
"Compendium_DefaultText_CD_Hours"	"Timer"
"Compendium_DefaultText_CD_Minutes"	"Minutter"
"Compendium_DefaultText_CD_Seconds"	"Sekunder"
"DOTA_ActorCredits_28_Name"	"

"
"DOTA_ActorCredits_28_Heroes"	"

"
"DOTA_WatchLive_Fullscreen"	"FULLSKJERM"
"DOTA_JoinChatChannel_ChannelMemberCount"	"Medlemmer"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"DOTA_GiftWrap_Success_Header"	"Suksess"
"DOTA_GiftWrap_Success"	"Din gave har blitt levert."
"dota_settings_about"	"Om"
"DOTA_Previous"	"Forrige"
"DOTA_PreviousShort"	"Forrige"
"DOTA_Next"	"Neste"
"DOTA_Friends_Add_Friend_Tooltip"	"Legg til venn"
"DOTA_Armory_ActiveFilter"	"{s:filter_field} {s:filter_op} {s:filter_value}"
"DOTA_Treasure_ViewAll"	"Vis alle skatter"
"DOTA_Treasure_Gift"	"Gave"
"DOTA_Treasure_Open"	"Åpne"
"DOTA_Treasure_OpenQuantity"	"{d:owned_quantity}"
"DOTA_Treasure_Owned"	"Eid"
"DOTA_Treasure_Received"	"Mottatt"
"DOTA_Treasure_Autographed"	"Autograf"
"DOTA_Treasure_AutographName"	"{s:treasure_autograph_name}"
"DOTA_OpenTreasureTooltip_UnitName"	"{g:dota_item_unit_name:item_def}"
"DOTA_OpenTreasureTooltip_ItemName"	" - {g:dota_item_name:item_def}"
"dota_profile_oi_team"	"LAG"
"dota_profile_oi_country"	"LAND"
"dota_profile_oi_submit_info"	"Send"
"dota_profile_oi_submit_success"	"Suksess!"
"dota_role_core"	"Kjerne"
"dota_role_support"	"Støtte"
"DOTA_Treasure"	"Skatt"
"DOTA_SortBy"	"Sorter etter"
"DOTA_SortOption_Newest"	"Nyeste"
"DOTA_SortOption_Owned"	"Eid"
"DOTA_SortOption_Price"	"Pris"
"DOTA_SortOption_Alphabetical"	"Alfabetisk"
"Action_Use"	"Bruk"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_CurrentHeroAttempts"	"{s:current_hero_attempts} forsøk"
"DOTA_AHC_CurrentHeroAverageAttempts"	"{f:1:current_hero_average_attempts} forsøk"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"Totale forsøk"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts} kamper"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts} kamper"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallengeValueNone"	"N/A"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} kamper"
"DOTA_AHC_FullChallengeAverageValue"	"{f:2:full_challenge_average} kamper"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"Nivå {d:challenge_trophy_level}"
"DOTA_Trophies_ViewEarned"	"Oppnådd"
"DOTA_Party_Add_Friends"	"Legg til venner for å opprette en gruppe"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"dota_settings_enable_console"	"Aktiver konsoll"
"DOTA_HeroLoadout_About"	"Om"
"DOTA_HeroLoadout_Guides"	"Guider"
"DOTA_HeroLoadout_Roles"	"Roller"
"DOTA_HeroLoadout_Biography"	"Biografi"
"DOTA_EffigyEditor_Model"	"Helt"
"DOTA_EffigyEditor_Animation"	"Animasjon:"
"DOTA_tooltip_econ_item_modifier_animation"	"Animasjon"
"DOTA_tooltip_econ_item_modifier_announcer"	"Oppleser"
"DOTA_tooltip_econ_item_modifier_model"	"Modell"
"DOTA_tooltip_econ_item_modifier_scale"	"Skala"
"DOTA_tooltip_econ_item_modifier_wearable"	"Brukbar"
"DOTA_tooltip_econ_item_modifier_weather"	"Vær"
"DOTA_tooltip_econ_item_modifier_sound"	"Lyd"
"DOTA_tooltip_econ_item_modifier_icon"	"Ikon"
"DOTA_econ_item_details_style_label"	"Stiler:"
"DOTA_econ_item_details_gift_label"	"Gave fra:"
"Compendium_DLFailed"	"Nedlasting mislyktes"
"Compendium_Retry"	"Prøv på nytt"
"Compendium_preview_click"	"Klikk for mer informasjon"
"Compendium_level"	"NIVÅ"
"Compendium_to_next_level"	"TIL NESTE NIVÅ"
"Compendium_LevelupPts_Plural"	"{d:next_comp_level} poeng"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"Ikke nå"
"DOTA_AntiAddiction_Initial_DateFormat"	"%s1Y%s2M%s3D %s4:%s5:%s6"
"DOTA_Workshop_TextureName_color"	"Farge"
"DOTA_Workshop_Model"	"Modell"
"DOTA_Workshop_Animations"	"Animasjoner"
"DOTA_Workshop_SaveSettings"	"Lagre innstillinger"
"DOTA_Workshop_LoadSettings"	"Last inn innstillinger"
"DOTA_Workshop_Ready"	"Klar"
"DOTA_Workshop_Optional"	"Valgfri"
"DOTA_Workshop_Required"	"Påkrevd"
"DOTA_Workshop_Models_Title"	"Modeller"
"DOTA_Workshop_Materials_Title"	"Materialer"
"DOTA_Workshop_Attachments_Title"	"Vedlegg"
"DOTA_Workshop_Particles_Title"	"Partikler"
"DOTA_Workshop_Images_Title"	"Bilder"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"Forhåndsvisning"
"DOTA_Workshop_Animation_Title"	"Animasjoner"
"DOTA_Workshop_Animation_UIBlock"	"Animasjoner %s1"
"DOTA_Workshop_Preview_Anim"	"Animasjon:"
"DOTA_Workshop_Preview_Gesture"	"Overlegg:"
"DOTA_Workshop_Preview_Skin"	"Tekstur:"
"DOTA_Workshop_Preview_Model"	"Modell:"
"DOTA_Workshop_Preview_NoAttachment"	"Ingen"
"DOTA_Workshop_Import"	"Importer"
"DOTA_Workshop_Importing"	"Importerer"
"DOTA_Workshop_Import_Failed"	"IMPORT FEILET"
"DOTA_Workshop_Animation_Idle"	"Uvirksom"
"DOTA_Workshop_Animation_Run"	"Løp"
"DOTA_Workshop_Animation_Die"	"Dø"
"DOTA_Workshop_Animation_Attack"	"Angrip"
"DOTA_Workshop_GameDay"	"Dag"
"DOTA_Workshop_GameNight"	"Natt"
"DOTA_Workshop_Next"	"Neste"
"DOTA_Workshop_Prev"	"Forrige"
"DOTA_Event_Level"	"Nivå"
"DOTA_Done"	"Ferdig"
"DOTA_Treasure_OpenTreasure"	"Åpne skatt"
"DOTA_Treasure_OpenSuccess"	"Gratulerer! Du mottok:"
"DOTA_TabName_Heroes"	"Helter"
"DOTA_Profile_ViewSteamProfile"	"Vis Steam-profil"
"DOTA_Trophies_ViewAvailable"	"Tilgjengelige"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp}<span class=\"TrophyPointTextSmall\">TP</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp}<span class=\"TrophyPointTitleSmall\">TP</span>"
"DOTA_Lobby_Settings_Tournament_None"	"Ingen"
"DOTA_WatchReplays_Game1"	"Spill 1"
"DOTA_WatchReplays_Game2"	"Spill 2"
"DOTA_WatchReplays_Game3"	"Spill 3"
"DOTA_WatchReplays_Game4"	"Spill 4"
"DOTA_WatchReplays_Game5"	"Spill 5"
"DOTA_WatchTournaments_View"	"Vis"
"DOTA_WatchTournaments_Region_NA"	"Nord-Amerika"
"DOTA_WatchTournaments_Region_SA"	"Sør-Amerika"
"DOTA_WatchTournaments_Region_EU"	"Europa"
"DOTA_WatchTournaments_Region_RU"	"Russland"
"DOTA_WatchTournaments_Region_CN"	"Kina"
"DOTA_WatchTournament_BestOf3"	"Best av 3"
"DOTA_WatchTournament_BestOf5"	"Best av 5"
"DOTA_WatchTournament_Spectators"	"{i:spectators} tilskuere"
"DOTA_Armory_Category_Gifts"	"Gaver"
"DOTA_Popup_Item_Received_Header_Purchased"	"Du har kjøpt en gjenstand!!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Du tester en ny gjenstand!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Du har kjøpt en gjenstand!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Du har kjøpt en gjenstand!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} av {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Godta"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Godta alle ({d:item_n})"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_Treasure_HelpHeader"	"Hver skatt inneholder {d:items_per_treasure} av disse gjenstandene"
"DOTA_Treasure_FilterAvailable"	"Tilgjengelig"
"DOTA_Treasure_FilterAll"	"Alle"
"dota_settings_shadowquality_off"	"Av"
"dota_lobby_host"	"Lobbyvert: {g:dota_filtered_string:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Region"
"DOTA_Armory_Category_CompendiumLevels"	"Nivåer"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{g:dota_filtered_string:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Orginal navn:"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_available"	"Velg"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_edit"	"Rediger"
"DOTA_Workshop_BrowseForImageFilter"	"Bilde"
"DOTA_Teams_WindowTitle"	"LAG"
"DOTA_TeamImages"	"Bilder"
"DOTA_JoinChatChannel_Custom"	"Bruker"
"DOTA_Chat_ChannelDistance"	"{s:channel_distance}km"
"DOTA_Chat_CustomGameChannelName"	"{g:dota_custom_game_name:channel_name}"
"DOTA_ChatTarget_Format_CustomGame"	"{g:dota_custom_game_name:custom_game_id}"
"DOTA_Frontpage_LastMatch_Items"	"Gjenstander"
"dota_profile_oi_cancel"	"Avbryt"
"DOTA_tooltip_econ_item_leaguename"	"{s:league_name}"
"DOTA_tooltip_econ_item_matchevent"	"{s:tournament_event}"
"DOTA_tooltip_econ_item_matchdate"	"MOTTATT: {t:l:tournament_date}"
"DOTA_tooltip_econ_item_team1_name"	"{s:team1_name}"
"DOTA_tooltip_econ_item_team2_name"	"{s:team2_name}"
"DOTA_tooltip_econ_item_event_description"	"{s:event_description}"
"DOTA_Compendium_Coin_Bank"	"{d:coin_bank}"
"DOTA_Compendium_Coin_Plus"	"+"
"DOTA_Compendium_Coins_Gained"	"{d:coins_gained}"
"DOTA_Workshop_ItemImport_HeroName_Label"	"Helt:"
"DOTA_ItemPicker_Title"	"Velg en gjenstand"
"LoadingScreenGameMode"	"{s:game_mode}"
"DOTA_Compendium_Level_Number"	"{d:compendium_level}"
"DOTA_Compendium_Level_Points"	"{d:compendium_points}"
"DOTA_ReforgeItem_Title"	"{g:dota_item_name:header_item_def}"
"DOTA_ChatCommand_ShareLobby_Name"	"Del lobby"
"dota_settings_application"	"Program"
"DOTA_econ_item_details_go_to_loadout"	"Oppakning: {s:item_owner_type}"
"DOTA_Profile_LeaguePassCount"	"{d:league_pass_count} turneringspass"
"DOTA_TournamentBracket_MatchList_Timestamp"	"{T:l:timestamp}"
"DOTA_WatchLive_Game_ProInfo"	"{g:dota_persona:pro:account_id} {s:hero_name}"
"DOTA_WatchLive_Game_AverageMMR"	"{i:avg_mmr} gjennomsnittlig MMR"
"DOTA_WatchLive_Game_TimeAndScore"	"{t:d:duration} / {i:radiant_score} – {i:dire_score}"
"DOTA_WatchLive_Game_Round"	"
"
"competitive_team_identity_checkbox"	"Spill som {s:team_identity_tag}"
"ranked_mmr_team_label"	"Lag"
"ranked_mmr_team_value"	"{d:team_identity_rank}"
"DOTA_econ_item_details_toggle_equip_state"	"{s:item_toggle_equip_state}"
"DOTAWatchDownloads_Size"	"{i:disk_space} MB"
"DOTAWatchDownloads_Teams"	"{s:team_1} vs. {s:team_2}"
"LoadingScreen_TipText"	"{s:tip}"
"DOTA_econ_item_details_original_item_name"	"{s:original_item_name}"
"DOTA_Purchase_Popup_Title"	"{s:purchase_item_title}"
"DOTA_Purchase_Popup_Body"	"{s:purchase_item_body}"
"DOTA_Purchase_Popup_RegularSetPrice"	"{m:item_regular_price}"
"DOTA_Purchase_Popup_SetPrice"	"{m:item_price}"
"DOTA_Generic_Popup_Title"	"{s:generic_popup_title}"
"DOTA_Generic_Popup_Body"	"{s:generic_popup_body}"
"Customization_Name"	"Navn"
"Customization_Description_Tool"	"Merkelapp"
"DOTA_OwnedItemDetails_Style"	"{i:item_style_count} stil(er)"
"UI_Off"	"Av"
"DOTA_PartnerPurchase_ItemName"	"{s:item_name}"
"DOTA_PartnerPurchase_ItemCount"	"{d:item_count}"
"DOTA_PartnerPurchase_ItemPrice"	"{m:item_price}"
"DOTA_TournamentBracket_GrandFinals"	"Hovedfinale"
"DOTA_TournamentBracket_UBFinals"	"Øvre finale"
"DOTA_TournamentBracket_UBSemiFinals"	"Øvre semifinale"
"DOTA_TournamentBracket_UBQuarterFinals"	"Øvre kvartfinale"
"DOTA_TournamentBracket_LosersMatch"	"Elimineringskamp"
"DOTA_TournamentBracket_Qualification1"	"Første kvalik"
"DOTA_TournamentBracket_Qualification2"	"Andre kvalik"
"DOTA_TournamentBracket_AllStar"	"All-Star-kamp"
"DOTA_TournamentBracket_TieBreaker"	"Omspill"
"DOTA_TournamentBracket_Group1"	"Gruppe A"
"DOTA_TournamentBracket_Group2"	"Gruppe B"
"DOTA_TournamentBracket_Group3"	"Gruppe C"
"DOTA_TournamentBracket_Group4"	"Gruppe D"
"DOTA_TournamentBracket_Group5"	"Gruppe E"
"DOTA_TournamentBracket_Group6"	"Gruppe F"
"DOTA_TournamentBracket_Group7"	"Gruppe G"
"DOTA_TournamentBracket_Group8"	"Gruppe H"
"DOTA_TournamentBracket_Match1"	"Kamp 1"
"DOTA_TournamentBracket_Match2"	"Kamp 2"
"DOTA_TournamentBracket_Match3"	"Kamp 3"
"DOTA_TournamentBracket_Match4"	"Kamp 4"
"DOTA_TournamentBracket_Match5"	"Kamp 5"
"DOTA_TournamentBracket_Match6"	"Kamp 6"
"DOTA_TournamentBracket_Match7"	"Kamp 7"
"DOTA_TournamentBracket_Match8"	"Kamp 8"
"DOTA_TournamentBracket_Match9"	"Kamp 9"
"DOTA_TournamentBracket_Match10"	"Kamp 10"
"DOTA_TournamentBracket_LBR1"	"Nedre runde 1"
"DOTA_TournamentBracket_LBR2"	"Nedre runde 2"
"DOTA_TournamentBracket_LBR3"	"Nedre runde 3"
"DOTA_TournamentBracket_LBR4"	"Nedre runde 4"
"DOTA_TournamentBracket_LBR5"	"Nedre runde 5"
"DOTA_TournamentBracket_LBR6"	"Nedre runde 6"
"DOTA_TournamentBracket_LBFinals"	"Nedre finale"
"DOTA_TournamentBracket_Sidebar_Watch"	"Se på"
"DOTA_TournamentBracket_MatchList_TBD"	"Ikke bestemt"
"DOTA_TournamentBracket_Sidebar_Stage"	"{s:stage} (best av {i:best_of})"
"DOTA_TournamentBracket_Sidebar_Live"	"Pågår"
"DOTA_TournamentBracket_Sidebar_TimeRemaining"	"Start: {t:m:r:duration}"
"DOTA_TournamentBracket_Sidebar_WinnerGoes"	"Vinneren avanserer til {s:winner_goes}"
"DOTA_TournamentBracket_Sidebar_LoserGoes"	"Taperen rykker ned til {s:loser_goes}"
"DOTA_TournamentBracket_Sidebar_LoserEliminated"	"Taperen blir slått ut"
"DOTA_TournamentBracket_Sidebar_WinnerChampion"	"Vinneren får mestertittelen"
"DOTA_TournamentBracket_Sidebar_PreviousMatch"	"Foregående kamp for {s:name}: {s:prevscore} mot {s:prevopponent}"
"DOTA_TournamentNewsDate"	"{t:r:m:date}"
"DOTATournamentBracket_MatchDate"	"{t:s:date}"
"DOTA_TournamentBracket_RowRank"	"{i:rank}"
"DOTA_TournamentBracket_RowTeamName"	"{s:team_name}"
"DOTA_TournamentBracket_RowGamesPlayed"	"{i:played}"
"DOTA_TournamentBracket_RowPoints"	"{i:won} – {i:tied} – {i:lost}"
"DOTA_TournamentBracket_Score"	"{i:score}"
"DOTA_TournamentMatchListTime"	"{t:s:time}"
"DOTA_TournamentMatchListTeam1"	"{s:team1}"
"DOTA_TournamentMatchListTeam2"	"{s:team2}"
"DOTA_TournamentMatchListScore"	"{i:score1} – {i:score2}"
"DOTA_TournamentButtonWatch"	"Se på"
"DOTATournamentBracketGroupPhase"	"Gruppespill"
"DOTATournamentDetailsPhase"	"{s:phase}"
"DOTATournamentBracketTeams"	"Lag"
"DOTATournamentStage"	"{s:stage_name}"
"DOTA_econ_item_details_item_creation_date"	"Utgitt: {t:l:creation_date}"
"DOTA_Workshop_MoreInfoURL"	"(Mer informasjon)"
"FrontPage_VideoStream_Live"	"Direkte"
"FrontPage_VideoStream_Teams"	"{s:team_1} vs. {s:team_2}"
"FrontPage_VideoStream_GameState"	"{s:stage_name}"
"FrontPage_VideoStream_BroadcastUpcomingTime"	"{t:r:m:upcoming_broadcast_time}"
"DOTA_TournamentBracket_Sidebar_Soon"	"Starter snart"
"UI_month_0"	"januar"
"UI_month_1"	"februar"
"UI_month_2"	"mars"
"UI_month_3"	"april"
"UI_month_4"	"mai"
"UI_month_5"	"juni"
"UI_month_6"	"juli"
"UI_month_7"	"august"
"UI_month_8"	"september"
"UI_month_9"	"oktober"
"UI_month_10"	"november"
"UI_month_11"	"desember"
"UI_month_short_0"	"jan."
"UI_month_short_1"	"feb."
"UI_month_short_2"	"mars"
"UI_month_short_3"	"apr."
"UI_month_short_4"	"mai"
"UI_month_short_5"	"juni"
"UI_month_short_6"	"juli"
"UI_month_short_7"	"aug."
"UI_month_short_8"	"sep."
"UI_month_short_9"	"okt."
"UI_month_short_10"	"nov."
"UI_month_short_11"	"des."
"UI_day_1"	"Søndag"
"UI_day_2"	"Mandag"
"UI_day_3"	"Tirsdag"
"UI_day_4"	"Onsdag"
"UI_day_5"	"Torsdag"
"UI_day_6"	"Fredag"
"UI_day_7"	"Lørdag"
"UI_day_short_1"	"sø."
"UI_day_short_2"	"ma."
"UI_day_short_3"	"ti."
"UI_day_short_4"	"on."
"UI_day_short_5"	"to."
"UI_day_short_6"	"fr."
"UI_day_short_7"	"lø."
"UI_day_shorter_1"	"sø."
"UI_day_shorter_2"	"ma."
"UI_day_shorter_3"	"ti."
"UI_day_shorter_4"	"on."
"UI_day_shorter_5"	"to."
"UI_day_shorter_6"	"fr."
"UI_day_shorter_7"	"lø."
"DOTATournamentDetailsDatesYearDiff"	"{s:start_day}. {s:start_month} {s:start_year}–{s:end_day}. {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesMonthDiff"	"{s:start_day}. {s:start_month}–{s:end_day}. {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesDayDiff"	"{s:start_day}.–{s:end_day}. {s:start_month} {s:end_year}"
"DOTATournamentDetailsDates"	"{s:start_day}. {s:start_month} {s:end_year}"
"DOTA_TeamTransferAdmin_Failure_Message_OnOtherTeam"	"{s:player_name} er allerede på spillerlisten til et annet lag."
"DOTA_TeamTransferAdmin_Failure_Message_AdminOfOtherTeam"	"{s:player_name} er administrator for et annet lag"
"DOTA_MainMenu_Store"	"Butikk"
"DOTA_Lobby_Settings_Team1"	"{s:team1}"
"DOTA_Lobby_Settings_Team2"	"{s:team2}"
"DOTA_Lobby_Settings_Empty"	"-"
"DOTA_HeroDemo_Button_Hero"	"Test helt"
"DOTA_econ_item_details_owning_bundle_item_name"	"{s:item_owning_bundle_name}"
"DOTA_store_item_details_associated_league_name"	"{s:league_name}"
"DOTA_store_item_details_associated_prize_pool_amount"	"{s:prize_pool_amount}"
"FrontPage_Debut_Arc_Warden_Header"	"Ny helt"
"DOTA_RecentArmoryItems_ItemType"	"{s:item_type}"
"DOTA_Store_NewReleases"	"Nye utgivelser"
"DOTA_Hud_HealthRegen"	"{s:health_regen}"
"DOTA_Hud_ManaRegen"	"{s:mana_regen}"
"DOTA_Hud_BuybackCooldown"	"{s:buyback_cooldown}"
"DOTA_Hud_XP"	"{d:r:current_xp} / {d:r:xp_to_level}"
"DOTA_Hud_Lifetime"	"{s:lifetime}"
"DOTA_Hud_AttributeTooltip_Title"	"{s:attribute_name}"
"DOTA_HUD_RespawnTime"	"{d:respawn_time}"
"DOTA_HUD_BuybackCost_Surplus"	"{d:buyback_gold_surplus} i overskudd"
"DOTA_HUD_Wagering_TimeLeft"	"{i:wagering_time}s"
"DOTA_HeroStatColumn_Hero"	"Helt"
"DOTA_HeroStatColumn_Header_Hero"	" 

"
"DOTA_HeroStatColumn_Header_Ratings"	" "
"DOTA_HeroStat_GameType"	"{s:tooltip_game_mode}"
"DOTA_Workshop_Publish_CancelUploadText"	"Er du sikker på at du vil avbryte filopplastingen?"
"UI_ordinal_suffix_0"	"."
"UI_ordinal_suffix_1"	"."
"UI_ordinal_suffix_2"	"."
"UI_ordinal_suffix_3"	"."
"UI_ordinal_suffix_4"	"."
"UI_ordinal_suffix_5"	"."
"UI_ordinal_suffix_6"	"."
"UI_ordinal_suffix_7"	"."
"UI_ordinal_suffix_8"	"."
"UI_ordinal_suffix_9"	"."
"DOTA_WatchLive_FriendsOnly"	"Venner"
"DOTA_econ_item_details_item_uneditable_description"	"{s:item_uneditable_description}"
"DOTA_Home_BattlePass_ResetTime"	"Tilbakestilles om: {i:reset_days} d {i:reset_hours} t {i:reset_minutes} min"
"BattlePass_LevelUp_Header"	"Gratulerer!"
"DOTA_SeasonPass_PreviousReward"	"{s:previous_reward}"
"DOTA_SeasonPass_NextReward"	"{s:next_reward}"
"DOTA_SeasonPass_WagerXP"	"{d:wager_xp}XP"
"DOTA_SeasonPass_QuestXP"	"{d:quest_xp}XP"
"DOTA_SeasonPass_AchievementXP"	"{d:achievement_xp}XP"
"DOTA_SeasonPass_AccountExperience"	"{d:current_xp}/{d:nextlevel_xp}"
"DOTA_SeasonPassAchievement_Name"	"{s:achievement_name}"
"DOTA_SeasonPassAchievement_Description"	"{s:achievement_description}"
"DOTA_SeasonPassAchievement_Status"	"{u:achievement_status}/{u:achievement_goal}"
"DOTA_SeasonPassAchievement_Reward"	"{u:achievement_reward}"
"DOTA_SeasonPassAchievement_Achievements_Current"	"{u:current}"
"DOTA_SeasonPassAchievement_Achievements_Total"	"{u:total}"
"DOTA_SeasonPassAchievement_Achievements_Points"	"{u:points}"
"DOTA_Wheel_ItemCategory"	"{s:category}"
"DOTA_WinterMajor2016_Achievement_Complete_20_Daily_Missions_Description"	"Gjennomfør 25 daglige helteutfordringer"
"DOTA_RewardPath_Level"	"{i:level}"
"DOTA_XPBar_Tooltip_Default"	"{s:xp_amount} erfaringspoeng"
"DOTA_XPBar_Tooltip_Quest"	"{s:xp_amount} erfaringspoeng mottatt fra et oppdrag"
"DOTA_XPBar_Tooltip_Achievement"	"{s:xp_amount} erfaringspoeng mottatt fra prestasjoner"
"DOTA_EventGoal_Progress"	"{d:goal_value} av {d:goal_target_value}"
"DOTA_ConductScorecard_Reports_GoodPct"	"{d:reports_good_pctile}% av alle spillere har like lav rapporteringsrate som deg."
"DOTA_ConductScorecard_Commend"	"Anbefal"
"DOTA_DB_SeasonPass_PointsPerLevel"	"{i:points_per_level} poeng = 1 nivå"
"DOTA_DB_SeasonPass_CommunityGoalNumbers"	"{d:current_goal_progress} av {d:current_goal_complete}"
"DOTA_DB_Page_QuestReward"	"{d:point_reward}"
"DOTA_DailyHero_Reward"	"{d:daily_hero_points}"
"DOTA_Weekly1_Challenge_Reward"	"{d:weekly_1_points}"
"DOTA_Weekly2_Challenge_Reward"	"{d:weekly_2_points}"
"DOTA_Tooltip_Challenge_Progress"	"{d:progress} av {d:complete_limit}<span class=\"ChallengeProgressText\"> fullført</span>"
"DOTA_Weekly1Challenge_Progress"	"{d:weekly_1_progress} av {d:weekly_1_complete_limit}<span class=\"WeeklyProgressText\"></span>"
"DOTA_Weekly2Challenge_Progress"	"{d:weekly_2_progress} av {d:weekly_2_complete_limit}<span class=\"WeeklyProgressText\"></span>"
"DOTA_CompendiumRecap_Region2"	"Europa"
"DOTA_Home_BattlePass_EndTime"	"{i:end_days}d {i:end_hours}t {i:end_minutes}m"
"DOTA_SeasonPass_Friends_N_Of"	"{i:friend_rank}{s:rank_ordinal_suffix} av {i:friend_count} venner"
"DOTA_econ_item_details_emoticon_text"	"{s:emoticon_text}"
"DOTA_econ_item_details_apply_tool"	"{s:tool_use_name}"
"DOTA_Credits_EnglishVoices"	"Engelske stemmeskuespillere"
"DOTA_Credits_RussianVoices"	"Russiske stemmeskuespillere"
"DOTA_Compendium_SecondaryTabHeader_GroupStage"	"Gruppespill"
"DOTA_CompendiumTeam_TournamentFinish"	"{i:tournament_finish}{s:tournament_finish_ordinal} plass"
"DOTA_CompendiumTeam_Game_Time"	"Tid"
"DOTA_Compendium_ShowRanking"	"Vis gjeldende resultater"
"DOTA_Compendium_Rank"	"Rang"
"DOTA_Compendium_Amount"	"Mengde"
"DOTA_Compendium_Votes"	"Stemmer"
"DOTA_StoreItem_InTreasure"	"I skatt"
"dota_settings_activateradar"	"Aktiver skann"
"DOTA_Hotkeys_Tooltip_ActivateRadar"	"Aktiverer skann."
"DOTA_HUD_RadarCooldown"	"Nedkjøling: {s:cooldown_time}"
"DOTA_Workshop_ItemImport_CreateItem_SetPaymentRule"	"Opprett betalingsregel %1"
"DOTA_Workshop_ItemImport_UpdateItem_SetPaymentRule"	"Oppdater betalingsregel %1"
"DOTA_Hud_Health"	"{u:health} <span class='MaxHealthLabel'>/ {u:max_health}</span>"
"DOTA_Hud_Mana"	"{u:mana} <span class='MaxManaLabel'>/ {u:max_mana}</span>"
"DOTA_HeroLoadout_Instructions"	"Hold over for å se, trykk for å utstyre"
"DOTA_Workshop_ShowParticles"	"Vis partikler"
