"dota"
{
"DOTA_Accept"	"Accepter"
"dota_settings_application"	"Application"
"dota_settings_activate_window_on_match_found"	"Mettre Dota au premier plan lorsqu'un match est trouvé"
"DOTA_EconItemSet_Tooltip_HasEmptySocket"	"Possède des emplacements vides"
"DOTA_EconItemSet_Tooltip_HasCommonGem"	"Possède une ou plusieurs gemmes"
"DOTA_EconItemSet_Tooltip_HasRareGem"	"Possède une ou plusieurs gemmes rares"
"DOTA_HeroLoadout_GlobalFilterName"	"Global"
"DOTA_Armory_Category_AllNew"	"Tous ({d:armory_new_items})"
"DOTA_Armory_Category_ScratchPad_Remove"	"Effacer"
"DOTA_Armory_Collection_Info"	"Utilisez votre Collection pour créer un affichage personnalisé vous permettant de trouver rapidement vos objets favoris.<br><br>Glissez-déposez les objets sur ce panneau pour les ajouter à votre Collection. Pour supprimer un objet de votre Collection, faites-le glisser hors de votre Collection.<br><br>Les objets dans votre Collection apparaîtront à la fois dans celle-ci, et dans votre armurerie."
"DOTA_Armory_Capacity_Info"	"Si vous utilisez plus de 100% de votre armurerie, elle sera en « surplus ».<br><br>Lorsque votre armurerie est en surplus, vous ne pouvez plus :<br><br>- Recevoir des drops d'objets<br>- Ouvrir des bundle d'objets<br>- Acheter de nouveaux objets<br><br>Vous pouvez récupérer de la place dans votre armurerie en recyclant ou en supprimant des objets, ou en offrant des objets que vous ne voulez plus à vos amis. Vous pouvez accéder à ces actions en effectuant un clic droit sur leurs icônes."
"DOTA_Armory_Capacity"	"Armurerie pleine à {d:armory_percent_capacity}%"
"DOTA_Armory_Filter_InScratchpad"	"DANS UNE COLLECTION"
"DOTA_econ_item_details_go_to_loadout"	"Équipement {s:item_owner_type}"
"DOTA_Workshop_FlyingCourier_LOD0Title"	"Géométrie du portrait volante"
"DOTA_Workshop_FlyingCourier_LOD1Title"	"Géométrie en jeu volante"
"DOTA_Workshop_Animation_FlyingCourier_Spawn"	"Apparition du coursier volant"
"DOTA_Workshop_Animation_FlyingCourier_Idle"	"Coursier volant inactif"
"DOTA_Workshop_Animation_HeroSummons_Idle_Desc"	"Il est préférable d'avoir le visage des unités orienté vers le haut pour en avoir une meilleure vision dans le jeu. Si cela est possible, les portraits ou des poses de l'inventaire peuvent traités avec un angle normal."
"DOTA_Workshop_Animation_FlyingCourier_IdleRare"	"Vol inactif rare"
"DOTA_Workshop_Animation_FlyingCourier_Run"	"Vol rapide"
"DOTA_Workshop_Animation_FlyingCourier_Run_Desc"	"Essayez d'utiliser une animation longue contenant plusieurs cycles de vol avec de légères variations au niveau des translations et rotations pour donner l'impression que l'unité dérive légèrement et flotte plutôt que de voler sur une ligne droite. Cela peut permettre d' avoir par moments le visage de l'unité visible en légère contre-plongée, afin de faciliter la lecture visuelle en vue de dessus."
"DOTA_Workshop_Animation_HeroSummons_Run_Desc"	"Il est préférable d'avoir le visage des unités orienté vers le haut pour en avoir une meilleure vision dans le jeu."
"DOTA_Workshop_Animation_FlyingCourier_RunRare"	"Vol rapide rare"
"DOTA_Workshop_Animation_FlyingCourier_RunHaste"	"Vol sous Haste"
"DOTA_Workshop_Animation_Courier_Die_Desc"	"Il n'est pas nécessaire d'animer un coursier terrestre s'enfoncer dans le sol après sa mort. Cela n'est nécessaire que pour les animations de mort des coursiers volants."
"DOTA_Workshop_Animation_FlyingCourier_Die"	"Cycle de vol - mort"
"DOTA_Workshop_Animation_FlyingCourier_Die_Desc"	"Si votre coursier volant doit s'écraser au sol après sa mort, maintenez-le dans cette position pendant quelques secondes puis animez-le en train de sombrer lentement dans le sol."
"DOTA_Workshop_Animation_FlyingCourier_TurnPoseCenter"	"Pose centrale de virage en vol"
"DOTA_Workshop_Animation_FlyingCourier_TurnPoseLeft"	"Pose de virage à gauche en vol"
"DOTA_Workshop_Animation_FlyingCourier_TurnPoseRight"	"Pose de virage à droite en vol"
"DOTA_Workshop_Animation_FlyingCourier_PortraitIdle"	"Portrait - vol inactif"
"DOTA_Workshop_Animation_FlyingCourier_PortraitRare"	"Portrait rare - vol inactif"
"DOTA_Workshop_Animation_FlyingCourier_LoadoutIdle"	"Équipement - vol inactif"
"DOTA_Workshop_Animation_FlyingCourier_LoadoutRare"	"Équipement rare - vol inactif"
"DOTA_Socketing_Tooltip"	"Les emplacements sont un moyen d'augmenter les capacités de votre item en y ajoutant des gemmes. Utilisez le ciseau d'artisan pour ajouter des emplacements communs et un marteau d'artisan pour extraire les gemmes communes de leurs emplacements."
"DOTA_RareSocketing_Tooltip"	"Les emplacements rares contiennent des augmentations d'items qui ne peuvent provenir que de rares drops des trésors. Utilisez des marteaux des maîtres artisans pour extraire les gemmes rares. L'item sera détruit au cours du processus."
"DOTA_Socketing_ExtractRareGems_Tooltip"	"Extraire des gemmes rares nécessite un marteau de maître artisan. Néanmoins, ceci détruira l'objet. Cliquer sur « Extraire les gemmes rares » vous permettra d'acheter un marteau si vous n'en possédez pas."
"DOTA_Socketing_AddSocket_Tooltip"	"L'ajout d'un emplacement commun nécessite un Ciseau d'artisan. Cliquer sur « Ajouter un emplacement » vous permettra d'en acheter un si vous n'en avez aucun."
"DOTA_Socketing_ExtractGem_Tooltip"	"La suppression d'une gemme commune requiert un marteau d'artisan. Si vous n'en possédez pas, l'achat d'un vous sera proposé en cliquant sur « Extraire la gemme »."
"DOTA_Socketing_ExtractOrResetGem_Tooltip"	"Ressertir une gemme remettra son compteur statistique à zéro. Extraire une gemme nécessite un marteau d'artisan. Si vous procédez à l'extraction vous aurez la possibilité d'acheter une gemme si vous n'en avez pas déjà une."
"DOTA_Socketing_Replace_Tooltip"	"Remplacer une gemme rare détruira la gemme existante dans l'emplacement."
"DOTA_Socketing_HasHeroRestriction_Title"	"Cette gemme comporte des restrictions relatives aux héros"
"DOTA_Socketing_HasRequiredSlot"	" (emplacement requis : {s:required_item_slot_name})"
"DOTA_Socketing_HasHeroRestriction_Body"	"Cette gemme ne peut être utilisée qu'avec « {s:required_item_slot} » pour {g:dota_hero_name:socket_required_hero}. Voulez-vous vraiment l'extraire ?"
"DOTA_RemoveGemFromSocket_Confirm_Code"	"destroy"
"DOTA_ResetGemInSocket_Confirm_Title"	"Confirmer la réinitialisation de la gemme"
"DOTA_ResetGemInSocket_Confirm_Body"	"La réinitialisation d'une gemme remettra à zéro le compteur de n'importe quelle gemme Runique. Les compteurs supprimés de cette manière ne peuvent pas être récupérés. Voulez-vous vraiment continuer ?"
"DOTA_ResetGemInSocket_Title"	"Réinitialiser le compteur de gemme"
"DOTA_ResetGemInSocket_Text"	"Le compteur de gemme a été réinitialisé à 0..."
"DOTA_ResetGemInSocket_Succeeded_Title"	"Réinitialisation de la gemme réussie"
"DOTA_ResetGemInSocket_Succeeded"	"Le compteur de gemme a été réinitialisé avec succès à 0"
"DOTA_ResetGemInSocket_Failed"	"Erreur lors de la réinitialisation du compteur de gemme !"
"DOTA_GenericConfirmText_Label"	"Saisissez '{s:confirmation_code}' dans le champ pour continuer."
"DOTA_Profile_LeaguePassesPage"	"Tickets"
"DOTA_Profile_LeaguePassCount"	"{d:league_pass_count} tickets de tournoi"
"DOTA_Profile_NoLeaguePasses"	"Aucun ticket de tournoi"
"DOTA_ImmediatePurchase_FailedCantDetermineSuccess"	"La connexion aux serveurs Dota a été perdue durant le traitement de votre achat, cela dit celui-ci a peut-être été validé. Veuillez patienter jusqu'à ce que la connexion au serveur soit restaurée, puis vérifiez votre Armurerie afin de déterminer si l'achat a bel et bien été confirmé. Vous ne serez pas débité si le traitement de votre achat a échoué."
"DOTA_PurchaseFinalizing_Text"	"Votre achat est en cours."
"DOTA_TournamentBracket_MatchList_Timestamp"	"{T:l:timestamp}"
"DOTA_WatchLive_Game_ProInfo"	"{g:dota_persona:pro:account_id} {s:hero_name}"
"DOTA_WatchLive_Game_TeamInfo"	"<font color='#ffffff'>{s:team_1_name}</font> vs <font color='#ffffff'>{s:team_2_name}</font>"
"DOTA_WatchLive_Game_AverageMMR"	"Moy. MMR : {i:avg_mmr}"
"DOTA_WatchLive_Game_TimeAndScore"	"{t:d:duration} / {i:radiant_score} - {i:dire_score}"
"DOTA_WatchLive_Game_Round"	" "
"DOTA_WatchLive_Game_LoadMore"	"Afficher plus"
"competitive_team_identity_checkbox"	"Jouer en tant que {s:team_identity_tag}"
"ranked_mmr_team_label"	"Équipe"
"ranked_mmr_team_value"	"{d:team_identity_rank}"
"ranked_mmr_team_calibrating"	"AD - {i:team_calibrating_games} parties restantes"
"ranked_mmr_team_no_data"	"{i:team_calibrating_required_games}  parties nécessaires pour la calibration"
"dota_matchmaking_region_ping_time_approx"	"Ping : ~{i:ping_ms}ms"
"dota_matchmaking_region_ping_time_min"	"Ping : >{i:ping_ms}ms"
"dota_settings_button_code_is_scan_code"	"Associer les touches par rapport à leur position sur le clavier"
"dota_settings_button_code_is_scan_code_tooltip"	"Si vous modifiez ceci, vous devrez peut-être mettre à jour vos raccourcis"
"DOTA_NotEquippedItem_Label"	"Non équipé(e)"
"DOTA_NotShuffledItem_Label"	"N'est pas dans le mélange"
"DOTA_tooltip_econ_item_gift_allowed"	"Peut être offert"
"DOTA_econ_item_details_equip_header"	"État de l'équipement : {s:item_equip_state}"
"DOTA_econ_item_details_toggle_equip_state"	"{s:item_toggle_equip_state}"
"DOTA_Treasure_EventPurchase"	"Récompense du Compendium"
"DOTA_Workshop_CustomSkeleton"	"Le modèle utilise un squelette personnalisé"
"DOTA_Workshop_CustomSkeleton_Desc"	"Indique que vous utilisez un squelette différent de celui de Valve. Ceci empêchera les animations par défaut de Valve d'être appliquées à votre modèle."
"DOTA_Workshop_UsingDefault"	"Facultatif (utilise celui par défaut)"
"DOTA_Workshop_IgnoringDefault"	"Facultatif (ignore celui par défaut)"
"DOTA_Workshop_LoopingAnim"	"Il s'agit d'une animation en boucle - les premières et dernières frames devraient être identiques pour une animation fluide."
"DOTA_Workshop_Animation_Die_Special"	"Mort spéciale"
"DOTA_Workshop_SubmissionType_ContractOnly"	"Soumission sous contrat uniquement"
"DOTA_Workshop_ImportS1Color"	"Importer Source1-Style Couleur"
"DOTA_Workshop_ImportS1Color_Details"	"Importe une couleur de style Source1 (divise la transparence en une image séparée) et le sauvegarde dans un nouveau fichier à côté de l'original"
"DOTA_Workshop_Imported_S1Color_Title"	"Couleur de style Source1 importée"
"DOTA_Workshop_Imported_S1Color_Text"	"Les fichiers suivants ont été créés :\n%1\n%2"
"DOTA_Workshop_Imported_S1ColorOverwrite_Title"	"Écraser les fichiers ?"
"DOTA_Workshop_Imported_S1ColorOverwrite_Text"	"AVERTISSEMENT\nÊtes-vous sûr de vouloir écraser les fichiers suivants ?\n%1\n%2"
"DOTA_AddSocket_NeedChisels_Title"	"Acheter un ciseau ?"
"DOTA_AddSocket_Fail_Title"	"Impossible d'ajouter un emplacement"
"DOTA_RemoveGemFromSocket_NeedHammers_Title"	"Acheter un marteau ?"
"DOTA_RemoveGemFromSocket_ItemIsInvalid"	"Une erreur est survenue avec l'objet contenant les gemmes."
"DOTA_RemoveGemFromSocket_HammerIsInvalid"	"Une erreur est survenue lors de l'utilisation du marteau pour extraire les gemmes."
"DOTA_RemoveGemFromSocket_HammerCannotRemoveGem"	"Cette gemme ne peut être retirée de cet emplacement avec ce marteau."
"DOTA_TributeTreasure_Title"	"Amélioration de l'infuseur de contribution"
"DOTA_TributeTreasure_Description"	"Utilisez une Amélioration de l'infuseur de contribution pour débloquer des effets ambiants spéciaux permanents pour les objets contenus dans ce trésor."
"DOTA_TributeTreasure_Button"	"Appliquer l'infuseur"
"DOTA_CoinTreasure_Title"	"Fabrication du Compendium d'automne 2015"
"DOTA_CoinTreasure_Description"	"Ouvrir un Trésor de jetons vous donnera un objet de bronze, d'argent, ou d'or. Vous pouvez aussi combiner trois objets de niveau inférieur afin d'obtenir un objet de niveau supérieur, ou échanger deux objets d'or contre un objet différent."
"DOTA_CoinTreasure_CraftingButton"	"Aller à la fabrication"
"DOTA_CoinTreasure_RewardsButton"	"Aller au tableau des récompenses"
"DOTA_SoaringCacheTreasure_BonusButton"	"Voir le Magot bonus"
"DOTA_CacheTreasure_MissingCompendium_Fall2015"	"Vous devez posséder un Compendium d'automne 2015 pour acheter ces trésors."
"DOTA_CacheTreasure_MissingCompendiumOK"	"Plus d'informations"
"DOTA_SplashAd_FallMajorCompendium_Title"	"Obtenez le Compendium d'automne"
"DOTA_SplashAd_FallMajorCompendium_Description"	"Obtenez des objets et ensembles exclusifs, participez à de nouveaux défis, et gagnez gros grâce aux paris de pièces. Seulement {g:dota_item_price:compendium_itemdef} !"
"DOTA_SplashAd_FallMajorSoaringCache_Title"	"Envol du Magot du Compendium d'automne"
"DOTA_SplashAd_FallMajorSoaringCache_Description"	"Disponible exclusivement pour les possesseurs de Compendium. Ouvrez un envol du Magot pour obtenir de nouveaux ensembles créés par la communauté. De plus, tous les cinq magots ouverts, vous en obtiendrez un bonus !"
"dota_settings_armory_automatically_add_new_item_to_collection"	"Ajouter automatiquement les nouveaux objets à la Collection"
"DOTA_View_Details_Arrow"	"Voir les détails >>"
"DOTA_UI_Play"	"Jouer"
"DOTA_Custom_Game_Of_The_Day"	"Jeu custom du jour"
"DOTA_Custom_Game_Games_With_Lobbies"	"Lobbies ouverts"
"DOTA_Custom_Game_Games_With_LobbiesTT"	"Ceci est une liste de modes de jeu où des lobbies ont été récemment créés. Les 10 modes de jeu les plus populaires n'apparaîtront pas dans cette liste."
"DOTA_WatchTournament_BestOf1"	"Match unique"
"DOTA_WatchTournament_MatchDetails"	"Détails du match"
"DOTAWatchDownloads_MatchID"	"ID du match {s:match_id}"
"DOTAWatchDownloads_Count"	"Enregistrements sur le disque : {i:replay_count}"
"DOTAWatchDownloads_Size"	"{i:disk_space} Mo"
"DOTAWatchDownloads_Teams"	"{s:team_1} vs {s:team_2}"
"DOTAWatchDownloads_TeamsSeries"	"{s:team_1} vs {s:team_2} - Partie {i:game_number} sur {i:game_count}"
"DOTAWatchDownloads_DeleteTitle"	"Supprimer l'enregistrement ?"
"DOTAWatchDownloads_DeleteBody"	"Voulez-vous vraiment supprimer cet enregistrement ? Il se peut que vous ne puissiez pas le télécharger de nouveau."
"dota_settings_hide_tips_on_loading_screens"	"Cacher les astuces lors des écrans de chargement"
"DOTA_EquippedItem_Unequip"	"Déséquiper"
"GC_steamoffline"	"Mode hors-ligne"
"LoadingScreen_TipText"	"{s:tip}"
"DOTA_econ_item_details_original_item_name"	"{s:original_item_name}"
"DOTA_econ_item_details_gift_clear_attributes"	"Supprimer le cadeau"
"DOTA_GiftWrap_NoFriends"	"Vous ne pouvez envoyer des cadeaux qu'aux personnes de votre liste d'amis. Ajoutez des personnes à votre liste !"
"DOTA_Purchase_Popup_Title"	"{s:purchase_item_title}"
"DOTA_Purchase_Popup_Body"	"{s:purchase_item_body}"
"DOTA_Purchase_Popup_Purchase_Button"	"Acheter"
"DOTA_Purchase_Popup_SaleAmount"	"-{i:item_sale_amount}%"
"DOTA_Purchase_Popup_RegularSetPrice"	"{m:item_regular_price}"
"DOTA_Purchase_Popup_SetPrice"	"{m:item_price}"
"DOTA_Generic_Popup_Title"	"{s:generic_popup_title}"
"DOTA_Generic_Popup_Body"	"{s:generic_popup_body}"
"DOTA_ItemNameChange_Tooltip"	"Utilisez une étiquette pour donner un nom personnalisé à cet objet. Une étiquette n'est pas nécessaire pour rendre son nom originel à un objet."
"DOTA_ItemDescChange_Tooltip"	"Utilisez une étiquette de description pour donner une description personnalisée à cet objet. Une étiquette de description n'est pas nécessaire pour rendre sa description originelle à un objet."
"DOTA_ItemChangeAttribute_NeedTool_Title"	"Acheter un(e) {s:tool_name} ?"
"DOTA_ItemChangeAttribute_NeedTool"	"Vous avez besoin de « {s:tool_name} » pour modifier le/la {s:l:item_attribute}. Voulez-vous en acheter ?"
"DOTA_ItemChangeAttribute_EnterAttribute_Title"	"Saisissez un(e) {s:item_attribute} pour cet objet"
"DOTA_ItemChangeAttribute_EnterAttribute_Body"	"Saisissez le/la {s:l:item_attribute} que vous souhaitez donner à cet objet. Changer le/la {s:l:item_attribute} utilisera un outil « {s:tool_name} »."
"DOTA_ItemChangeAttribute_Processing_Title"	"Changement de {s:item_attribute} en cours"
"DOTA_ItemChangeAttribute_Processing_Text"	"Le/La {s:l:item_attribute} de cet objet est en cours de modification..."
"DOTA_ItemChangeAttribute_TooLong_Title"	"{s:item_attribute} de cet objet trop long(ue)"
"DOTA_ItemChangeAttribute_TooLong_Body"	"Le/La {s:l:item_attribute} de cet objet est trop long. Veuillez réessayer en raccourcissant le/la {s:l:item_attribute}."
"DOTA_ItemChangeAttribute_Succeeded"	"Le/La {s:l:item_attribute} a bien été modifié(e)."
"DOTA_ItemChangeAttribute_Error"	"Une erreur est survenue lors du changement de {s:l:item_attribute} de cet objet."
"Customization_Name"	"Nom"
"Customization_Name_Tool"	"Étiquette"
"Customization_Description"	"Description"
"Customization_Description_Tool"	"Étiquette de description"
"Customization_Gifter_Attributes"	"Informations du cadeau"
"DOTA_ItemRemoveAttribute_Title"	"Supprimer le/la {s:item_attribute} ?"
"DOTA_ItemRemoveAttribute"	"Supprimer ce(tte) {s:l:item_attribute} personnalisé(e) de cet objet et restaurer son/sa {s:l:item_attribute} originel(le) ?\n"
"DOTA_ItemRemoveGift"	"Supprimer les informations du cadeau de cet objet ?\n"
"DOTA_ItemRemoveAttribute_Failed_Title"	"Impossible de modifier l'objet"
"DOTA_ItemRemoveAttribute_Succeeded"	"Ce(tte) {s:l:item_attribute} personnalisé(e) a bien été supprimé(e) de cet objet."
"DOTA_ItemRemoveAttribute_CannotBeRemoved"	"Ce(tte) {s:l:item_attribute} ne peut pas être supprimé(e) de cet objet."
"DOTA_ItemRemoveAttribute_Failed"	"Une erreur est survenue lors de la suppression du/de la {s:l:item_attribute} de cet objet."
"DOTA_TributeTreasure_GuaranteedDescription"	"Trésors avant le prochain infuseur :"
"DOTA_Leaf_Halloween2015_Title"	"Colisée hanté"
"DOTA_Leaf_Halloween2015_SubTitle"	"Un nouveau jeu custom de Valve"
"DOTA_Leaf_Halloween2015_Desc"	"Deux équipes de cinq joueurs s'affrontent pour un contrôle territorial dans une bataille en quête de domination."
"DOTA_Leaf_Halloween2015_Capture"	"Capture"
"DOTA_Leaf_Halloween2015_Control"	"Contrôle"
"DOTA_Leaf_Halloween2015_Tricks"	"Ruse"
"DOTA_Leaf_Halloween2015_Win"	"Victoire"
"DOTA_Leaf_Halloween2015_Capture_Desc"	"Capturez un point de contrôle (PC) en restant dessus. Accumulez des points pour votre équipe en contrôlant au minimum trois points de contrôle.<br><br> Plus vous contrôlez de PC et plus rapidement vous engrangerez de points."
"DOTA_Leaf_Halloween2015_Control_Desc"	"Ralentissez ou interrompez la prise d'un point de contrôle par l'ennemi en restant dessus.<br><br>Activez le Glyph of Fortification afin de bloquer temporairement la capture d'un point de contrôle."
"DOTA_Leaf_Halloween2015_Tricks_Desc"	"Marchez sur les déclencheurs de pièges pour affronter vos ennemis à distance.<i> Attention !</i> Les Spike Traps et Pendulum Traps vous infligeront des dégâts, ainsi qu'à votre équipe.<br><br>À chaque fois que l'ennemi obtient 1000 points, des monstres amicaux apparaîtront pour combattre à vos côtés."
"DOTA_Leaf_Halloween2015_Win_Desc"	"<font color='#DAFCD9'>La première équipe atteignant 5000 points remporte la partie.</font><br><br>Tuez vos ennemis pour récupérer de la vie, du mana ou obtenir de l'or supplémentaire."
"DOTA_Leaf_Halloween2015_Play"	"Aller au Colisée hanté"
"FrontPage_Halloween2015_Haunted_Colosseum_Header"	"Nouveau jeu custom"
"FrontPage_Halloween2015_Haunted_Colosseum_Title"	"Colisée hanté"
"FrontPage_Halloween2015_Haunted_Colosseum_Desc"	"Un nouveau jeu custom de Valve"
"DOTA_SplashAd_FallMajorCompendium_AddedTitle"	"Donne accès à un contenu de jeu exclusif"
"DOTA_SplashAd_FallMajorCompendium_List1"	"<font color='#B3E432'>-</font> Accomplissez des défis pour gagner des pièces"
"DOTA_SplashAd_FallMajorCompendium_List2"	"<font color='#B3E432'>-</font> Pariez des pièces sur vos victoires"
"DOTA_SplashAd_FallMajorCompendium_List3"	"<font color='#B3E432'>-</font> Échangez vos pièces contre des récompenses exclusives"
"DOTA_SplashAd_FallMajorCompendium_Purchase"	"Commencez dès maintenant pour seulement <font color='#FFFFFF'>{g:dota_item_price:compendium_itemdef_lvl1}</font>"
"DOTA_ItemChangeName_NeedTool_Title"	"Acheter une étiquette ?"
"DOTA_ItemChangeName_NeedTool"	"Vous avez besoin d'une étiquette pour changer le nom de cet objet. Souhaitez-vous en acheter une ?"
"DOTA_ItemChangeName_EnterAttribute_Title"	"Saisissez le nouveau nom de l'objet"
"DOTA_ItemChangeName_EnterAttribute_Body"	"Saisissez le nouveau nom que vous souhaitez donner à cet objet. Modifier le nom utilisera une étiquette."
"DOTA_ItemChangeName_Processing_Title"	"Changement du nom en cours"
"DOTA_ItemChangeName_Processing_Text"	"Le nom de cet objet est en cours de changement..."
"DOTA_ItemChangeName_TooLong_Title"	"Nom de l'objet trop long"
"DOTA_ItemChangeName_TooLong_Body"	"Le nom saisi de l'article est trop long. Veuillez réessayer et saisir un nom plus court."
"DOTA_ItemChangeName_Succeeded"	"Le nom de l'objet a été modifié avec succès."
"DOTA_ItemChangeName_Error"	"Une erreur est survenue lors du changement de nom de cet objet."
"DOTA_ItemChangeDescription_NeedTool_Title"	"Acheter une étiquette de description ?"
"DOTA_ItemChangeDescription_NeedTool"	"Vous avez besoin d'une étiquette de description pour modifier la description de cet objet. Souhaitez-vous en acheter une ?"
"DOTA_ItemChangeDescription_EnterAttribute_Title"	"Entrez la nouvelle description de l'article"
"DOTA_ItemChangeDescription_EnterAttribute_Body"	"Saisissez la nouvelle description de cet objet. Modifier la description utilisera une étiquette de description."
"DOTA_ItemChangeDescription_Processing_Title"	"Modification de la description en cours"
"DOTA_ItemChangeDescription_Processing_Text"	"Modification de la description de cet objet..."
"DOTA_ItemChangeDescription_TooLong_Title"	"Description de l'article trop longue"
"DOTA_ItemChangeDescription_TooLong_Body"	"La description saisie est trop longue. Veuillez réessayer en saisissant une description plus courte."
"DOTA_ItemChangeDescription_Succeeded"	"La description de cet objet a bien été changée."
"DOTA_ItemChangeDescription_Error"	"Une erreur est survenue lors du changement de la description de cet objet."
"DOTA_ItemRemoveName_Title"	"Supprimer le nom ?"
"DOTA_ItemRemoveName"	"Supprimer le nom personnalisé de cet objet et restaurer son nom originel ?\n"
"DOTA_ItemRemoveName_Succeeded"	"Le nom personnalisé a été supprimé avec succès de cet objet."
"DOTA_ItemRemoveName_CannotBeRemoved"	"Le nom personnalisé ne peut pas être supprimé sur cet objet."
"DOTA_ItemRemoveName_Failed"	"Une erreur s'est produite lors de la tentative de suppression du nom de l'article."
"DOTA_ItemRemoveDescription_Title"	"Supprimer la description ?"
"DOTA_ItemRemoveDescription"	"Supprimer la description personnalisée de cet objet et restaurer sa description originelle ?\n"
"DOTA_ItemRemoveDescription_Succeeded"	"La description personnalisée a été supprimée avec succès de cet objet."
"DOTA_ItemRemoveDescription_CannotBeRemoved"	"La description personnalisée ne peut pas être supprimée sur cet objet."
"DOTA_ItemRemoveDescription_Failed"	"Une erreur s'est produite lors de la tentative de suppression de la description de l'objet."
"DOTA_ItemRemoveGift_Title"	"Supprimer les informations du cadeau ?"
"DOTA_ItemRemoveGift_Succeeded"	"Les informations du cadeau ont bien été supprimées."
"DOTA_ItemRemoveGift_CannotBeRemoved"	"Impossible de supprimer les informations de ce cadeau."
"DOTA_ItemRemoveGift_Failed"	"Une erreur est survenue lors de la suppression des informations de ce cadeau."
"DOTA_Custom_Game_Last_Updated_String"	"Mis à jour le {s:last_updated_date_string}"
"DOTAWatchDownloads_Search"	"Recherche de tournois..."
"DOTA_OwnedItemDetails_DefaultSet"	"Ensemble par défaut"
"DOTA_OwnedItemDetails_Style"	"{i:item_style_count} style(s)"
"DOTA_OwnedItemDetails_BundleName"	"Compris dans le bundle « {s:item_bundle} »"
"DOTA_econ_item_details_reset_name"	"Réinitialiser au nom originel"
"DOTA_econ_item_details_edit_name"	"Créer un nom personnalisé"
"GC_updating"	"Mise à jour du coordinateur de jeu Dota 2..."
"GC_logging_in"	"Connecté au coordinateur de jeu de Dota 2; connexion..."
"GC_steamupdating"	"Mise à jour des serveurs Steam..."
"DOTA_Workshop_RunAnim"	"Ceci est un cycle de course - le mouvement sera extrait du bone principal nommé 'root' (sur la base du squelette si ce bone n'existe pas)."
"DOTA_Workshop_DeltaAnim"	"Ceci est une animation delta - elle sera jouée par dessus l'animation de base comme un calque d'animation. (La première image définissant la position neutre.)"
"DOTA_Workshop_SMDWarning"	"ATTENTION : les fichiers SMD ne seront bientôt plus pris en charge."
"DOTA_Workshop_Err_NonexistentFile"	"Fichier non-existant : '%1'"
"DOTA_TributeTreasure_PreviewInfuser"	"Prévisualiser les ensembles avec l'infuseur"
"DOTA_Hide"	"Masquer"
"DOTA_Show"	"Afficher"
"UI_On"	"Activé"
"UI_Off"	"Désactivé"
"DOTA_PartnerPurchase_ItemName"	"{s:item_name}"
"DOTA_PartnerPurchase_ItemCount"	"{d:item_count}"
"DOTA_PartnerPurchase_ItemPrice"	"{m:item_price}"
"DOTA_PartnerPurchase_ItemName_Title"	"Objet"
"DOTA_PartnerPurchase_ItemCount_Title"	"Quantité"
"DOTA_PartnerPurchase_ItemPrice_Title"	"Prix"
"DOTA_Lobby_Settings_Tournament_Series"	"Séries"
"DOTA_Lobby_Settings_Tournament_Game"	"Partie en séries"
"DOTA_TournamentBracket_GrandFinals"	"Finale"
"DOTA_TournamentBracket_UBFinals"	"Finales UB"
"DOTA_TournamentBracket_UBSemiFinals"	"Demi-finales UB"
"DOTA_TournamentBracket_UBQuarterFinals"	"Quart de finales UB"
"DOTA_TournamentBracket_LosersMatch"	"Match d'élimination"
"DOTA_TournamentBracket_Qualification1"	"Qualification #1"
"DOTA_TournamentBracket_Qualification2"	"Qualification #2"
"DOTA_TournamentBracket_AllStar"	"Match All-Star"
"DOTA_TournamentBracket_TieBreaker"	"Égalité"
"DOTA_TournamentBracket_Group1"	"Groupe A"
"DOTA_TournamentBracket_Group2"	"Groupe B"
"DOTA_TournamentBracket_Group3"	"Groupe C"
"DOTA_TournamentBracket_Group4"	"Groupe D"
"DOTA_TournamentBracket_Group5"	"Groupe E"
"DOTA_TournamentBracket_Group6"	"Groupe F"
"DOTA_TournamentBracket_Group7"	"Groupe G"
"DOTA_TournamentBracket_Group8"	"Groupe H"
"DOTA_TournamentBracket_Match1"	"Match 1"
"DOTA_TournamentBracket_Match2"	"Match 2"
"DOTA_TournamentBracket_Match3"	"Match 3"
"DOTA_TournamentBracket_Match4"	"Match 4"
"DOTA_TournamentBracket_Match5"	"Match 5"
"DOTA_TournamentBracket_Match6"	"Match 6"
"DOTA_TournamentBracket_Match7"	"Match 7"
"DOTA_TournamentBracket_Match8"	"Match 8"
"DOTA_TournamentBracket_Match9"	"Match 9"
"DOTA_TournamentBracket_Match10"	"Match 10"
"DOTA_TournamentBracket_LBR1"	"LB Round 1"
"DOTA_TournamentBracket_LBR2"	"LB Round 2"
"DOTA_TournamentBracket_LBR3"	"LB Round 3"
"DOTA_TournamentBracket_LBR4"	"LB Round 4"
"DOTA_TournamentBracket_LBR5"	"LB Round 5"
"DOTA_TournamentBracket_LBR6"	"LB Round 6"
"DOTA_TournamentBracket_LBFinals"	"Finales LB"
"DOTA_TournamentBracket_Sidebar_Watch"	"Regarder"
"DOTA_TournamentBracket_MatchList_TBD"	"AD"
"DOTA_TournamentBracket_MatchList_Game"	"Partie {i:game}"
"DOTA_TournamentBracket_Sidebar_Stage"	"{s:stage} (Meilleurs des {i:best_of})"
"DOTA_TournamentBracket_Sidebar_GameNumber"	"Partie {i:game_number}"
