"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_Home_BattlePass_NeedsActivate_Button"	"Ativar"
"DOTA_Home_BattlePass_ResetTime"	"Repostas em: {i:reset_days}D {i:reset_hours}H {i:reset_minutes}M"
"BattlePass_LevelUp_Header"	"Parabéns!"
"BattlePass_LevelUp_Body"	"O teu Passe de Batalha chegou ao:"
"DOTA_StyleUnlock_EquipInfused"	"Queres usar um {g:dota_item_name:redeem_item_def} para melhorar o teu {g:dota_item_name:selected_item_def}?"
"DOTA_Winter2016_InfusedTreasure_Title"	"Upgrade de Partículas"
"DOTA_Winter2016_InfusedTreasure_Description"	"Usa um Upgrade de Partículas de Inverno para desbloqueares efeitos permanentes em alguns dos itens incluídos neste tesouro."
"DOTA_Treasure_ShowInfused"	"Ver upgrade"
"DOTA_Treasure_HideInfused"	"Ocultar upgrade"
"DOTA_Treasure_Infusable"	"Com upgrade"
"DOTA_Treasure_Infused"	"+ Upgrade"
"DOTA_Treasure_InfuserCount"	"Tens {d:infuser_count} upgrade(s) de partículas."
"DOTA_SeasonPass_SecondaryTabHeader_Campaign"	"Missões"
"DOTA_SeasonPass_SecondaryTabHeader_Tournament"	"Compêndio"
"DOTA_SeasonPass_SecondaryTabHeader_Achievements"	"Proezas"
"DOTA_Compendium_SecondaryTabHeader_Overview"	"Início"
"DOTA_Compendium_SecondaryTabHeader_Recap"	"Resumo"
"DOTA_Compendium_SecondaryTabHeader_Teams"	"Equipas"
"DOTA_Compendium_SecondaryTabHeader_Players"	"Jogadores"
"DOTA_Compendium_SecondaryTabHeader_Casters"	"Comentadores"
"DOTA_Compendium_SecondaryTabHeader_Qualifiers"	"Eliminatórias"
"DOTA_Compendium_SecondaryTabHeader_Predictions"	"Previsões"
"DOTA_SeasonPass_PreviousReward"	"{s:previous_reward}"
"DOTA_SeasonPass_NextReward"	"{s:next_reward}"
"DOTA_SeasonPass_WagerXP"	"{d:wager_xp}XP"
"DOTA_SeasonPass_QuestXP"	"{d:quest_xp}XP"
"DOTA_SeasonPass_AchievementXP"	"{d:achievement_xp}XP"
"DOTA_SeasonPass_AccountExperience"	"{d:current_xp}/{d:nextlevel_xp}"
"DOTA_SeasonPass_AccountLevel"	"Nível {d:current_level}"
"DOTA_SeasonPass_NoReward"	"N/D"
"DOTA_SeasonPass_Seasonal_Reward"	"Nova recompensa do Passe de Batalha!"
"DOTA_SeasonPassAchievement_Name"	"{s:achievement_name}"
"DOTA_SeasonPassAchievement_Description"	"{s:achievement_description}"
"DOTA_SeasonPassAchievement_Status"	"{u:achievement_status}/{u:achievement_goal}"
"DOTA_SeasonPassAchievement_Reward"	"{u:achievement_reward}"
"DOTA_SeasonPassAchievement_PTS"	"PTS"
"DOTA_SeasonPassAchievement_Achievements_Current"	"{u:current}"
"DOTA_SeasonPassAchievement_Achievements_Total"	"{u:total}"
"DOTA_SeasonPassAchievement_Achievements_Points"	"{u:points}"
"DOTA_Wheel_ItemCategory"	"{s:category}"
"DOTA_Wheel_Set"	"Conjunto"
"DOTA_Wheel_Arcana"	"Arcano"
"DOTA_Wheel_Infuser"	"Upgrade"
"DOTA_Wheel_Treasure"	"Tesouro"
"DOTA_Wheel_Courier"	"Estafeta"
"DOTA_Wheel_Effigy"	"Efígie"
"DOTA_Wheel_Sorry"	"Desculpa, atualmente não podes receber um prémio."
"DOTA_Wheel_Spin_Later"	"Não foi possível estabelecer uma ligação com o coordenador de partidas. Tenta de novo mais tarde."
"DOTA_WinterMajor2016_Achievement_Complete_1_Questline_Name"	"Esta é a minha missão!"
"DOTA_WinterMajor2016_Achievement_Complete_1_Questline_Description"	"Completa a última missão em qualquer um dos Caminhos principais"
"DOTA_WinterMajor2016_Achievement_Complete_All_Questlines_Name"	"O Pacote Completo"
"DOTA_WinterMajor2016_Achievement_Complete_All_Questlines_Description"	"Completa a última missão de todos os três Caminhos principais"
"DOTA_WinterMajor2016_Achievement_Complete_All_Quests_Name"	"Não escapou nenhuma"
"DOTA_WinterMajor2016_Achievement_Complete_All_Quests_Description"	"Completa todas as 45 missões dos três Caminhos principais"
"DOTA_WinterMajor2016_Achievement_Win_A_Wager_Name"	"A sorte é uma habilidade"
"DOTA_WinterMajor2016_Achievement_Win_A_Wager_Description"	"Ganha uma aposta"
"DOTA_WinterMajor2016_Achievement_Win_2500xp_Wagering_Name"	"Um bom pressentimento"
"DOTA_WinterMajor2016_Achievement_Win_2500xp_Wagering_Description"	"Ganha 3000 Pontos de Batalha em apostas"
"DOTA_WinterMajor2016_Achievement_Win_10000xp_Wagering_Name"	"Oráculo"
"DOTA_WinterMajor2016_Achievement_Win_10000xp_Wagering_Description"	"Ganha 12000 Pontos de Batalha em apostas"
"DOTA_WinterMajor2016_Achievement_Tip_A_Player_Name"	"Ação louvável"
"DOTA_WinterMajor2016_Achievement_Tip_A_Player_Description"	"Faz um donativo a um jogador no fim de uma partida"
"DOTA_WinterMajor2016_Achievement_Tip_10_Players_Name"	"Consciencialização total"
"DOTA_WinterMajor2016_Achievement_Tip_10_Players_Description"	"Faz donativos a 10 jogadores ao longo de várias partidas"
"DOTA_WinterMajor2016_Achievement_Complete_4_Weekly_Missions_Name"	"Pronto para a missão"
"DOTA_WinterMajor2016_Achievement_Complete_4_Weekly_Missions_Description"	"Completa 5 desafios semanais"
"DOTA_WinterMajor2016_Achievement_Complete_10_Weekly_Missions_Name"	"Não é muito difícil"
"DOTA_WinterMajor2016_Achievement_Complete_10_Weekly_Missions_Description"	"Completa 10 desafios semanais"
"DOTA_WinterMajor2016_Achievement_Complete_14_Weekly_Missions_Name"	"Faço tudo o que posso"
"DOTA_WinterMajor2016_Achievement_Complete_14_Weekly_Missions_Description"	"Completa 16 desafios semanais"
"DOTA_WinterMajor2016_Achievement_Complete_10_Daily_Missions_Name"	"Mais um dia, mais um herói"
"DOTA_WinterMajor2016_Achievement_Complete_10_Daily_Missions_Description"	"Completa 10 desafios de heróis diários"
"DOTA_WinterMajor2016_Achievement_Complete_20_Daily_Missions_Name"	"Nunca joguei com este antes"
"DOTA_WinterMajor2016_Achievement_Complete_20_Daily_Missions_Description"	"Completa 25 desafios de heróis diários"
"DOTA_WinterMajor2016_Achievement_Complete_40_Daily_Missions_Name"	"Isto é canja"
"DOTA_WinterMajor2016_Achievement_Complete_40_Daily_Missions_Description"	"Completa 50 desafios de heróis diários"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_I_Name"	"Novato - Tesouro 1"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_I_Description"	"Abre 5 \"Tesouros 1\""
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_I_Name"	"Perfecionista - Tesouro 1"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_I_Description"	"Abre 10 \"Tesouros 1\""
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_II_Name"	"Novato - Tesouro 2"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_II_Description"	"Abre 5 \"Tesouros 2\""
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_II_Name"	"Perfecionista - Tesouro 2"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_II_Description"	"Abre 10 \"Tesouros 2\""
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_III_Name"	"Novato - Tesouro 3"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_III_Description"	"Abre 5 \"Tesouros 3\""
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_III_Name"	"Perfecionista - Tesouro 3"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_III_Description"	"Abre 10 \"Tesouros 3\""
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_IV_Name"	"Novato - Tesouro 4"
"DOTA_WinterMajor2016_Achievement_Open_5_Treasure_IV_Description"	"Abre 5 \"Tesouros 4\""
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_IV_Name"	"Perfecionista - Tesouro 4"
"DOTA_WinterMajor2016_Achievement_Open_10_Treasure_IV_Description"	"Abre 10 \"Tesouros 4\""
"DOTA_WinterMajor2016_Reward2_Name"	"Efeito de Cura da Fonte (Inverno) - Nível 1"
"DOTA_WinterMajor2016_Reward3_Name"	"Efeito de Teletransporte (Inverno) - Nível 1"
"DOTA_WinterMajor2016_Reward10_Name"	"Efeito de Blink Dagger (Inverno)"
"DOTA_WinterMajor2016_Reward24_Name"	"Efeito de Force Staff (Inverno)"
"DOTA_WinterMajor2016_Reward20_Name"	"Efeito de Teletransporte (Inverno) - Nível 2"
"DOTA_WinterMajor2016_Reward25_Name"	"Efeito de Eul's Scepter (Inverno)"
"DOTA_WinterMajor2016_Reward32_Name"	"Efeito de Teletransporte (Inverno) - Nível 3"
"DOTA_WinterMajor2016_Reward34_Name"	"Efeito de Cura da Fonte (Inverno) - Nível 2"
"DOTA_WinterMajor2016_Surprise_Item"	"Bênção de Inverno da Rylai"
"DOTA_Popup_Go_To_Wheel"	"Roda a roleta!"
"DOTA_RewardPath_Level"	"{i:level}"
"DOTA_HUD_Item_Owned_By"	"Pertence a: {s:owned_by}"
"DOTA_HUD_Item_Tooltip_Sell_Price"	"Preço de venda: {u:sell_price}"
"DOTA_HUD_Item_Tooltip_Sell_Price_Time"	"Preço de venda: {u:sell_price} ( {s:sell_time} )"
"DOTA_HUD_Item_Tooltip_Disassemble"	"Pode ser desmontado"
"DOTA_HUD_Item_Tooltip_Disassemble_Time"	"Pode ser desmontado ( {s:disassemble_time} )"
"DOTA_HUD_Shop_Item_Complete"	"Ouro para completar: {u:cost_to_complete}"
"DOTA_HUD_Voice_PartyOverlay"	"Grupo"
"DOTA_HUD_Voice_PartyOverlayMixed"	"G<span class='SmallPartyText'>rupo</span>"
"DOTA_Compendium_Wagering_RemainingTokens"	"Fichas restantes"
"DOTA_Compendium_Wagering_TokensResetIn"	"Reiniciam em "
"DOTA_Compendium_Wagering_PeriodicTokens"	"({i:periodic_coins} fichas)"
"DOTA_Compendium_Wagering_TotalPointsWon"	"Total de pontos ganhos"
"DOTA_Compendium_Wagering_SuccessRate"	"Taxa de êxito"
"DOTA_Compendium_Wagering_TotalTokensWagered"	"Total de fichas apostadas"
"DOTA_Compendium_Wagering_TotalPointsTipped"	"Total de pontos doados"
"DOTA_Compendium_Wagering_AverageWinnings"	"Média de pontos ganhos"
"DOTA_Compendium_Wagering_HowTo1"	"Todas as semanas receberás {i:periodic_coins} fichas, com as quais poderás fazer apostas. As fichas que não apostares não se acumulam com as da semana seguinte, por isso usa-as bem!"
"DOTA_Compendium_Wagering_HowTo2"	"Quando entrares numa partida, terás um período de 40 segundos para determinares a quantidade de fichas que vais apostar."
"DOTA_Compendium_Wagering_HowTo3"	"Ganha a partida para receberes o dobro do que apostaste sob a forma de Pontos de Batalha."
"DOTA_Compendium_Wagering_HowTo4"	"Cada Ficha ganha é convertida num Ponto de Batalha."
"DOTA_Compendium_Wagering_RemainingTokensLong"	"Fichas restantes"
"DOTA_Compendium_Wagering_ResetsIn"	"Fichas restantes esta semana"
"DOTA_XPBar_Tooltip_Default"	"{s:xp_amount} pontos de experiência"
"DOTA_XPBar_Tooltip_Quest"	"{s:xp_amount} pontos de experiência recebidos de uma missão"
"DOTA_XPBar_Tooltip_Wager"	"{s:xp_amount} pontos de experiência recebidos de apostas"
"DOTA_XPBar_Tooltip_ReceivedTip"	"{s:xp_amount} pontos de experiência recebidos como donativo"
"DOTA_XPBar_Tooltip_SendingTip"	"{s:xp_amount} pontos de experiência que vais gastar para doar"
"DOTA_XPBar_Tooltip_Achievement"	"{s:xp_amount} pontos de experiência recebidos de proezas"
"DOTA_PointsGained"	"+{d:points_gained}"
"DOTA_ExperienceReceived"	"Experiência recebida"
"DOTA_QuestCompleted"	"Missão concluída"
"DOTA_WagerWinnings"	"Ganhos da aposta"
"DOTA_ReceivedTip"	"Doação recebida"
"DOTA_SendingTip"	"Doação enviada"
"DOTA_AchievementCompleted"	"Proeza alcançada"
"DOTA_TotalExperienceEarned"	"Total de pontos recebidos"
"DOTA_TipPlayer"	"Fazer doação"
"DOTA_TipHelp_Title"	"Como fazer doações"
"DOTA_TipHelp_Text"	"Doa a outro jogador 50 pontos dos teus ganhos. Assim que subires de nível, não o vais perder ao doar pontos."
"DOTA_TipNotification"	"doou a"
"DOTA_GameEnd_CompendiumLevel"	"Nível"
"DOTA_GameEnd_QuestWinnings"	"Missão"
"DOTA_GameEnd_WagerWinnings"	"Aposta"
"DOTA_GameEnd_Tip"	"Doação"
"DOTA_GameEnd_Teammates"	"Aliados"
"DOTA_GameEnd_Opponents"	"Oponentes"
"DOTA_EventGoal_Title"	"Meta comunitária"
"DOTA_EventGoal_Progress"	"{d:goal_value} de {d:goal_target_value}"
"DOTA_EventGoal_SupportMissions_Description"	"Quando a comunidade concluir {d:goal_target_value} missões deste Caminho, um novo estilo será desbloqueado para o conjunto \"The Serakund Tyrant\", a recompensa exclusiva dada a todos os jogadores que completarem o Caminho."
"DOTA_EventGoal_CarryMissions_Description"	"Quando a comunidade concluir {d:goal_target_value} missões deste Caminho, um novo estilo será desbloqueado para o conjunto \"Legacy of the Eldwurm\", a recompensa exclusiva dada a todos os jogadores que completarem o Caminho."
"DOTA_EventGoal_SoloMissions_Description"	"Quando a comunidade concluir {d:goal_target_value} missões deste Caminho, um novo estilo será desbloqueado para o conjunto \"Regime of the Enthaleen Dragon\", a recompensa exclusiva dada a todos os jogadores que completarem o Caminho."
"DOTA_ConductScorecard_Title_LowPri"	"Penalidade de baixa prioridade aplicada"
"DOTA_ConductScorecard_Title_FirstTime"	"O teu 1º Relatório de Conduta"
"DOTA_ConductScorecard_Title_Review"	"O teu Relatório de Conduta"
"DOTA_ConductScorecard_Title_New"	"Relatório de Conduta novo"
"DOTA_ConductScorecard_Reason_LowPri_Abandons"	"Abandonaste demasiadas partidas."
"DOTA_ConductScorecard_Reason_LowPri_Reports"	"Recebeste um número excessivo de denúncias."
"DOTA_ConductScorecard_TimePeriod"	"Relatório de {d:number_of_games} partidas"
"DOTA_ConductScorecard_LastIncludedMatch"	"Gerado a {s:ending_date} após a partida {s:ending_matchid}."
"DOTA_ConductScorecard_Reports_Good"	"Recebeste 0-{d:reports_good_max} denúncias."
"DOTA_ConductScorecard_Reports_GoodPct"	"{d:reports_good_pctile}% dos jogadores têm poucas denúncias como tu."
"DOTA_ConductScorecard_Reports_Bad"	"Denunciado em {d:reports_matches} partidas por {d:reports_parties} grupos diferentes."
"DOTA_ConductScorecard_Reports_BadPct"	"Taxa de denúncias maior que a de {d:reports_percentile}% dos jogadores."
"DOTA_ConductScorecard_Abandons"	"Abandonos"
"DOTA_ConductScorecard_Abandon"	"Abandono"
"DOTA_ConductScorecard_Commends"	"Elogios"
"DOTA_ConductScorecard_Commend"	"Elogio"
"DOTA_ConductScorecard_Reports"	"Denúncias"
"DOTA_ConductScorecard_Abandons_None"	"Não abandonaste nenhuma partida."
"DOTA_ConductScorecard_Abandons_1"	"Abandonaste 1 partida."
"DOTA_ConductScorecard_Abandons_N"	"Abandonaste {d:num_abandons} partidas."
"DOTA_ConductScorecard_Abandons_Pct"	"Taxa de abandonos maior que a de {d:abandons_percentile}% dos jogadores."
"DOTA_ConductScorecard_Commends_None"	"Não recebeste nenhum elogio."
"DOTA_ConductScorecard_Commends_1"	"Recebeste 1 elogio."
"DOTA_ConductScorecard_Commends_N"	"Recebeste {d:num_commends} elogios."
"DOTA_ConductScorecard_LearnMore"	"<a href=\"event:DOTAConductScorecardLearnMore()\">Mais informações</a>"
"DOTA_ConductScorecard_GreatJob"	"Bom trabalho!"
"DOTA_DB_SeasonPass_TierTooltipSilver"	"Nível prateado: <br> Medalha do Passe de Batalha melhorada <br> Estado do perfil melhorado <br> Painel do Passe de Batalha melhorado"
"DOTA_DB_SeasonPass_TierTooltipGold"	"Nível dourado: <br> Medalha do Passe de Batalha melhorada <br> Estado do perfil melhorado <br> Painel do Passe de Batalha melhorado"
"DOTA_DB_SeasonPass_TierTooltipMax"	"Nível máximo: <br> Medalha do Passe de Batalha melhorada <br> Estado do perfil melhorado <br> Painel do Passe de Batalha melhorado"
"DOTA_DB_SeasonPass_CurrentQuest"	"Missão ativa"
"DOTA_DB_SeasonPass_Level"	"Nível"
"DOTA_DB_SeasonPass_PointsPerLevel"	"{i:points_per_level} pontos = 1 nível"
"DOTA_DB_SeasonPass_PointsToNext"	"Pontos p/ nível seguinte"
"DOTA_DB_SeasonPass_Rewards"	"Recompensas"
"DOTA_DB_SeasonPass_ChooseQuest"	"Escolhe um Caminho"
"DOTA_DB_SeasonPass_ChangeQuest"	"Podes mudar de Caminho a qualquer altura."
"DOTA_DB_SeasonPass_ViewQuests"	"Ver todos os Caminhos"
"DOTA_DB_SeasonPass_QuestIntroTitleLabel"	"Missões do Passe de Batalha de Inverno"
"DOTA_DB_SeasonPass_QuestIntroCampaignTitleLabel"	"Caminho do Poder"
"DOTA_DB_SeasonPass_QuestIntroLore"	"'Tudo tem de terminar, para que haja um novo começo. Esta desgastante guerra é um teimoso guardião que nega o descanso que a alma procura. Segue estas instruções e sê recompensado pela tua lealdade.'"
"DOTA_DB_SeasonPass_ChooseQuestDetails"	"O Caminho pode ser alterado a qualquer altura a partir deste separador de Missões ou durante a escolha de herói numa partida."
"DOTA_DB_SeasonPass_CompleteQuest"	"Completa uma missão e ganha a partida"
"DOTA_DB_SeasonPass_CompleteQuestDetails"	"Tens de ganhar a partida para que a missão seja concluída. Cada missão cumprida concede Pontos de Batalha que aumentam o teu Nível de Batalha. Completa o objetivo de 3 estrelas para ganhares o máximo de pontos possível."
"DOTA_DB_SeasonPass_Quest_EarnSets"	"Completa 1 Caminho = 1 conjunto exclusivo"
"DOTA_DB_SeasonPass_Quest_EarnSetsDetails"	"Completar a última missão de um Caminho concede uma recompensa. Se completares o Caminho com pelo menos 40 estrelas, desbloqueias um estilo alternativo para essa recompensa."
"DOTA_DB_SeasonPass_QuestIntroStart"	"Começar"
"DOTA_DB_SeasonPass_CommunityGoal"	"Meta comunitária"
"DOTA_DB_SeasonPass_CommunityGoalNumbers"	"{d:current_goal_progress} de {d:current_goal_complete}"
"DOTA_DB_SeasonPass_BonusChallenges"	"Desafios bónus"
"DOTA_DB_SeasonPass_HomeCampaign"	"Missões"
"DOTA_DB_Page_QuestReward"	"{d:point_reward}"
"DOTA_DailyHero_Challenge"	"DESAFIO DE HERÓIS DIÁRIO"
"DOTA_DailyHero_Reward"	"{d:daily_hero_points}"
"DOTA_Weekly_Challenge"	"DESAFIO SEMANAL"
"DOTA_Weekly1_Challenge_Reward"	"{d:weekly_1_points}"
"DOTA_Weekly2_Challenge_Reward"	"{d:weekly_2_points}"
"DOTA_HUD_QuestPicker_ActiveQuestName"	"MISSÃO ATUAL"
"DOTA_HUD_QuestPicker_CompletionReward"	"RECOMPENSA:"
"DOTA_Challenge_Requires_Hero"	"HERÓI NECESSÁRIO:"
"DOTA_Challenge_CompletedHero"	"CONCLUÍDO COM:"
"DOTA_Tooltip_Challenge_Completed"	"CONCLUÍDO!"
"DOTA_Tooltip_Challenge_Progress"	"{d:progress} de {d:complete_limit}<span class=\"ChallengeProgressText\"></span>"
"DOTA_Weekly1Challenge_Progress"	"{d:weekly_1_progress} de {d:weekly_1_complete_limit}"
"DOTA_Weekly2Challenge_Progress"	"{d:weekly_2_progress} de {d:weekly_2_complete_limit}"
"DOTA_BattlePassRewards_Intro"	"Aqui está a galeria completa de recompensas que podes ganhar com o Passe de Batalha do Inverno de 2016.<br><br>Novas recompensas serão concedidas à medida que acumulares Pontos de Batalha e subires o teu Nível de Batalha. Ganha mais pontos completando Missões e Desafios, ganhando apostas e alcançando proezas.<br><br>Embora seja raro o herói que complete a coleção, todos os que iniciarem esta jornada podem ver o seu progresso aqui."
"DOTA_BattlePassRewards_Intro_Header"	"Recompensas do Passe de Batalha"
"DOTA_BattlePassRewards_Prestige_Text"	"As recompensas dos níveis só podem ser obtidas ao subires o teu Nível de Batalha."
"DOTA_UnspentTokensTooltip"	"As fichas que não apostares não se irão acumular com as da semana seguinte, por isso usa-as bem!"
"DOTA_CompendiumRecap_Header"	"Shangai Major - Eliminatórias"
"DOTA_CompendiumRecap_Region0"	"Américas"
"DOTA_CompendiumRecap_Region1"	"China"
"DOTA_CompendiumRecap_Region2"	"Europa"
"DOTA_CompendiumRecap_Region3"	"Sudeste Asiático"
"DOTA_CompendiumRecap_RRGroupA"	"Round Robin - Grupo A"
"DOTA_CompendiumRecap_RRGroupB"	"Round Robin - Grupo B"
"DOTA_CompendiumRecap_BracketWinner"	"Grupo dos vencedores"
"DOTA_CompendiumRecap_BracketLoser"	"Grupo dos vencidos"
"DOTA_CompendiumRecap_Story1Header"	"Relatório de Frankfurt"
"DOTA_CompendiumRecap_Story1Body"	"Em novembro de 2015, 16 das melhores equipas do mundo competiram, por um prémio total de 3.000.000$, no Frankfurt Major, o primeiro evento principal da Valve não relacionado com o International. Oito equipas receberam convites diretos para o evento: sete, que foram das oito melhores do International 2015, e os Vega Squadron, que tinham acabado de conseguir o primeiro lugar na ESL One New York, onde derrotaram os EG, Secret e IG. 

As outras oito equipas conseguiram um lugar ao avançarem pelas eliminatórias regionais. Menção honrosa para os Monkey Business (que mudaram o nome mais tarde para OG), que conseguiram o primeiro lugar nas eliminatórias europeias, e para os Team Unknown, que ficaram em segundo nas eliminatórias das Américas, após uma competição brutal nas eliminatórias abertas, onde 500 equipas competiram por um único lugar.

Desde o início da fase de grupos, os campeões do International 2015, EG, tiveram poucas dificuldades em superar o grupo a que pertenciam, seguidos dos populares Team Secret e Vici Gaming. Para grande surpresa, os Team Mineski do Sudeste Asiático prevaleceram sobre os EHOME, conseguindo assim um segundo lugar no seu grupo e um lugar no grupo superior dos playoffs.

Uma vez no evento principal, as 4 equipas favoritas - EG, Secret, VG e CDEC - avançaram facilmente para as semifinais do grupo superior, onde as duas equipas ocidentais eventualmente eliminaram as suas rivais chinesas, dando assim origem a uma final do grupo superior muito esperada: EG contra Secret. Já no grupo inferior, EHOME e OG - duas equipas surpreendidas por estarem tão perto de serem eliminadas - conseguiram vitória atrás de vitória até que se encontraram na 5ª Ronda das partidas do grupo inferior. Apesar de uma partida muito renhida, os OG conseguiram ganhar 2 a 1 na série. Motivados com a vitória, os OG tiveram toda a convicção necessária para derrotar os EG, que tinham perdido a sua série contra os Secret, e propulsionaram-se para a grande final, acabando por serem coroados como os campeões do Frankfurt Major depois de uma vitória convincente de 3 a 1 contra os Team Secret."
"DOTA_CompendiumRecap_Story2Header"	"Depois do Major"
"DOTA_CompendiumRecap_Story2Body"	"Depois do Frankfurt Major, a competição não parou. Logo uma semana depois da final, as equipas já estavam a competir nas finais em LAN da 4ª temporada da Dream League, onde os OG demonstraram que a vitória em Frankfurt não foi pura sorte, depois de derrotarem os renovados Team Empire, que por sua vez conseguiram o primeiro lugar na Dreamhack Moscow algumas semanas depois.

Em dezembro, vimos as últimas partidas competitivas do patch 6.85, em que os Team Liquid demonstraram ser uma equipa que não deve ser subestimada, após conseguirem resultados excelentes na 5ª temporada do The Defense. Também deve ser mencionado que os campeões do TI5, Evil Geniuses, venceram a 4ª temporada do The Summit, seguidos pelos Virtus.Pro.

O ano novo trouxe um patch novo, acabando por trazer novos vencedores e novos derrotados com ele. Os fãs que gostaram do International 2013 gostarão de saber que os Alliance estão de volta - não só de volta com o plantel que arrasou Benaroya Hall, mas também de volta ao pódio dos vencedores. Após vitórias consecutivas na World Cyber Arena e Starladder I-League, conseguindo quase 500.000$ no processo, os Alliance são uma equipa que não deve ser ignorada nem esquecida.

O palco está montado em Xangai para um torneio fantástico. Todas as equipas sonham em juntar-se aos OG no clube de elite de vencedores de Majors, mas apenas uma pode tornar esse sonho realidade. Isto é, a não ser que os OG consigam provar que o trono só pode ser ocupado por eles."
"DOTA_CompendiumRecap_Story3Header"	"Atualizações de jogabilidade"
"DOTA_CompendiumRecap_Story3Body"	"O patch 6.85 foi lançado a 24 de setembro de 2015, e transformou o \"meta\" dos 83 dias seguintes num estilo de jogo altamente propenso a lutas de equipa, favorecendo Carries de \"early-game\" e semi-Carries, assim como heróis especializados em lutas de equipa e que podem facilmente ignorar a imunidade do BKB. O Frankfurt Major, jogado durante este patch, contou com o Tusk (56,6%) e Winter Wyvern (49,5%) como os heróis mais escolhidos, enquanto que o Doom (72,7%) foi de longe o herói mais banido do torneio. Os heróis mais bem-sucedidos com mais de 20 partidas no torneio foram o Earthshaker (17-11) e o Undying (18-12), já para não falar no Bounty Hunter, que ganhou 9 das 12 partidas em que foi escolhido.

O patch 6.86 chegou a 16 de dezembro, adicionando o novo herói Arc Warden a partidas públicas, para além de adicionar o Earth Spirit, Terrorblade e Oracle ao modo competitivo. Com a introdução de novos itens como Aether Lens e Faerie Fire, várias alterações a heróis, assim como novas mecânicas que tornam difícil a tarefa de fazer \"flash-farm\" a acampamentos acumulados, heróis diferentes ficaram em destaque no \"meta\" - como o Invoker e o Gyrocopter, dois heróis escolhidos ou banidos frequentemente. A adição de dois acampamentos na selva revitalizaram heróis que costumam andar por essa zona, o que tornou o Chen e a Enchantress em dois dos heróis com a maior frequência de vitórias em mais de 50 partidas jogadas. 

Outros heróis também ficaram em destaque: heróis que fazem pressão no início da partida, como Zeus e Death Prophet; \"split-pushers\" como o Nature's Prophet, que tem ficado frequentemente na categoria dos heróis mais escolhidos; já para não falar de heróis muito poderosos no fim da partida, como Sven e Spectre, que estão agora a ficar reconhecidos como os heróis mais bem-sucedidos. Contudo, é justo dizer que o \"meta\" do jogo ainda não foi estabelecido, e iremos com certeza encontrar situações surpreendentes neste mês de março no Shanghai Major."
"DOTA_CompendiumCasters_Host"	"Apresentador"
"DOTA_CompendiumCasters_Commentator"	"Comentador"
"DOTA_CompendiumCasters_Analyst"	"Analista"
"DOTA_CompendiumCasters_CoHost"	"Co-apresentador"
"DOTA_CompendiumCasters_Inerviewer"	"Entrevistador"
"DOTA_CompendiumCasters_Statistics"	"Estatísticas"
"DOTA_tooltip_econ_item_modifier_strange_control_point"	"Efeitos de ambiente"
"DOTA_WinterMajor2016_Reward58_Name"	"Efeito de Cura da Fonte (Inverno) - Nível 3"
"DOTA_ConductScorecard_Reason_FirstTime"	"Periodicamente dar-te-emos um relatório de como as tuas ações têm afetado os outros jogadores."
"DOTA_DB_SeasonPass_Note"	"A nossa vantagem <br> enfraquece <br><br> Desperta o Mestre"
"DOTA_BattlePassRewards_15Level_Text"	"Cada tesouro também tem uma chance muito rara de te dar 15 Níveis de Batalha."
"DOTA_BattlePassRewards_SpinWheel_Text"	"Enquanto sobes o teu Nível de Batalha, terás várias chances de jogar à roleta da sorte da Rylai. Com conjuntos de heróis, estafetas, e tesouros em jogo, a nossa donzela do gelo ficou maluca com tanta generosidade!"
"DOTA_CompendiumCasters_CommentatorAnalyst"	"Comentador / analista"
"DOTA_Home_BattlePass_EndTime"	"{i:end_days}D {i:end_hours}H {i:end_minutes}M"
"FrontPage_Winter2016_Header"	"Apresentamos o Passe de Batalha do Inverno de 2016"
"FrontPage_Winter2016_Title"	"Inclui o compêndio do Shanghai Major 2016"
"DOTA_Compendium_EventEnds"	"O Passe de Batalha de Inverno expira a 30 de março de 2016"
"DOTA_BattlePassRewards_ItemCount"	"x{i:item_count}"
"DOTA_CompendiumRecap_OverviewDates"	"Datas"
"DOTA_CompendiumRecap_OverviewDetails"	"Evento principal - 2 a 6 de março, 2016"
"DOTA_CompendiumRecap_OverviewVenue"	"Local"
"DOTA_CompendiumRecap_OverviewVenueDetails"	"Mercedes Benz Arena, Xangai, China"
"DOTA_CompendiumRecap_OverviewFormat"	"Formato"
