"lang"
{
	"Language"		"bulgarian"
		"npc_aghsfort_morty"						"Marty"
		"npc_dota_sled_penguin"						"Peng-wing"
		"npc_dota_creature_bonus_chicken"			"Golden Goose"
		"npc_dota_creature_bonus_greevil"			"Greedy Greevil"
		"npc_dota_breathe_fire_trap"				"Breath of Rho"
		"npc_dota_arrow_trap"						"Heartseeker"
		"npc_dota_spike_trap_ward"					"Piercer"
		"npc_dota_vase"								"Антична ваза"
		"npc_dota_crate"							"Дървен сандък"
		"npc_treasure_chest"						"Сандък със съкровище"
		"npc_dota_explosive_barrel"					"Експлодиращ варел"
		"npc_aghsfort_dark_portal"					"Портал на Aghanim"
		"npc_dota_creature_ice_roshan"				"Frozhan"
		"npc_dota_creature_fire_roshan"				"Blazhan"
		"npc_dota_creature_baby_roshan"				"Roshling"
		"npc_dota_creature_ogre_tank_boss"			"Bogdugg"
		"npc_dota_creature_ogre_seer"				"Bonemeal Seer"
		"npc_dota_creature_phoenix"					"Fortunate Sun"
		"npc_dota_creature_ember_spirit"			"Flamebearer"
		"npc_dota_creature_bandit"					"Sabaku Thief"
		"npc_dota_creature_bandit_archer"			"Sabaku Archer"
		"npc_dota_creature_bandit_captain"			"Sabaku Captain"
		"npc_dota_pendulum_trap"					"A Head Remover"
		"npc_dota_creature_wave_blaster"			"Blaster Bat"
		"npc_aghsfort_creature_wave_blaster_ghost"	"Ice Spirit"
		"npc_dota_creature_frost_kobold"			"Frost Kobold"
		"npc_dota_creature_lich"					"Old Ice Lord"
		"npc_dota_creature_dark_seer"				"Corrupted Seer"
		"npc_dota_undead_woods_skeleton_king"		"King of the Bones"
		"npc_dota_creature_upheaval_urn"			"Urn of the Damned"
		"npc_dota_creature_shadow_demon"			"Demonic Banisher"
		"npc_dota_creature_doom"					"Demon Brute"
		"npc_dota_creature_necro_warrior"			"Infernal Lickspittle"
		"npc_dota_creature_drow_ranger_miniboss"	"Deadeye"
		"npc_dota_creature_drow_ranger_skeleton_archer"	"Skeleton Archer"
		"npc_dota_creature_drow_ranger_skeleton_warrior"	"Skeleton Warrior"
		"npc_dota_creature_beastmaster_boss"		"Fur Trader"
		"npc_dota_creature_beastmaster_boar"		"Fur Contributor"
		"npc_dota_creature_troll_warlord_melee"		"Trading Post Brute"
		"npc_dota_creature_troll_warlord_ranged"		"Trading Post Brute"
		"npc_dota_cage"										"Клетка за животни"
		"npc_dota_creature_sheep_hostage"			"Sheep"
		"npc_dota_creature_gladiator_creep"		"Amateur"
		"npc_dota_creature_skywrath_mage"		"Rookie"
		"npc_dota_creature_legion_commander"		"All Star"
		"npc_dota_creature_shadow_shaman"			"Bog Shackler"
		"npc_dota_creature_shroomling"				"Sleepy Shroom"
		"npc_dota_creature_shroom_giant"			"Shroom Giant"
		"npc_dota_creature_slark_peon"		"Slippery Slark"
		"npc_dota_creature_naga_siren_boss"		"Headliner"
		"npc_dota_creature_naga_siren_illusion"		"Opening Act"
		"npc_dota_underwater_mine"					"Bobbin' for Apples"
		"npc_dota_creature_elemental_tiny"			"Elemental Tiny"
		"npc_dota_creature_elemental_io"			"Elemental Wisp"
		"npc_dota_assault_bad_melee_creep"				"Нападателен ръкопашен крийп"
		"npc_dota_assault_bad_ranged_creep"				"Нападателен далекобоен крийп"
		"npc_dota_creature_catapult"					"Нападателен катапулт"
		"npc_aghsfort_creature_dire_assault_captain"	"Нападателен капитан"
		"npc_dota_creature_tidehunter_mini"					"Beach Comber"
		"npc_dota_creature_tidehunter_medium"					"Turtle Patrol"
		"npc_dota_creature_tidehunter_large"					"Ocean Guide"
		"npc_dota_creature_kunkka_medium"					"Conservationist"
		"npc_dota_shop_keeper"						"Traveling Merchant"
		"npc_dota_boss_aghanim"						"Aghanim, върховният влъхва"
		"npc_dota_creature_aghanim_minion"			"Shard Golem"
		"npc_dota_boss_aghanim_crystal"				"Spell Shard"
		"npc_dota_story_crystal"					"Aghanim's Mind Siphon"
		"npc_dota_dummy_caster"						"Continuum Vault Janitor"
		"aghsfort_ursa_minor"						"Ursa Minor"

		"npc_dota_creature_frostbitten_ranged"		"Frostbite Shaman"
		"npc_dota_creature_frostbitten_melee"		"Lesser Wendigo"
		"npc_dota_giant_wendigo"					"Giant Wendigo"
		
		"npc_dota_creature_magma_golem"				"Magma Forward"
		"npc_dota_creature_magma_minion"			"Magma Guard"
		"npc_dota_creature_golem_tower"				"Magma Center"
		
		"npc_dota_creature_friendly_radiant_guard"	"Carrie"
		"npc_dota_creature_dire_beetle"				"Beetle"
		"npc_dota_creature_weaver"					"Swarm Spawner"
		
		"npc_dota_creature_shore_mine"				"Siege Mine"
		"npc_dota_creature_diregull_small"			"Gulligan"
		"npc_dota_creature_diregull"				"Skipper"
		
		"npc_dota_creature_phantom_lancer"				"Mathematician"
		"npc_dota_creature_phantom_lancer_illusion"		"Teacher's Assistant"
		
		"npc_dota_creature_monkey_king"				"Swindler"
		"npc_dota_creature_large_relict"			"Relict Cheater"
		"npc_dota_creature_relict"					"Relict Fool"
		
		"npc_dota_creature_gaoler"					"Gaoler Guard"
		"npc_dota_creature_meranth_guard"			"Meranth Guard"
		"npc_dota_creature_meranth_prisoner"		"Meranth Prisoner"
		"npc_dota_creature_meranth_prisoner_1"		"Prisoner Mary"
		"npc_dota_creature_meranth_prisoner_2"		"Prisoner Terry"
		"npc_dota_creature_meranth_prisoner_3"		"Prisoner Sherri"
		
		"npc_dota_creature_leshrac"					"Nemestice Hacker"
		"npc_dota_creep_nemestice_mega_melee_dire"	"Crystal Mutant"
		
		"npc_dota_creature_snapfire"				"Bulls Eye"
		"npc_dota_creature_batrider"				"Bat Bandit"
		
		"npc_dota_creature_year_beast"				"Year Beast"
		"npc_dota_creature_earth_spirit"			"Beast Bodyguard"
		
		"npc_dota_creature_bonus_pig"				"Main Course"
		"npc_dota_creature_bonus_sheep"				"Side Dish"
		
		"npc_dota_creature_mars"					"Shishka Bob"
		"npc_dota_creature_mars_soldier"			"Backstabber"
		
		"npc_dota_creature_nightstalker_miniboss"	"Camp Counsellor"
		"npc_dota_creature_nightstalker_minion"		"Camp Bully"
		"npc_dota_creature_bane"					"Camp Assistant"
		
		"npc_dota_creature_huge_axe"				"Pit Executioner"
		"npc_dota_creature_naked_axe"				"Pit Inmate"
		"npc_dota_creature_centaur_warrunner"		"Pit Guard"

		"npc_aghsfort_creature_bomb_squad"					"Bomb Squad"
		"npc_aghsfort_creature_bomb_squad_landmine"			"Bomb Squad Bomb"
		"npc_aghsfort_creature_bomb_squad_stasis_trap"		"Bomb Squad Stasis Bomb"
		"npc_aghsfort_creature_enraged_wildwing"			"Angry Bird"
		"npc_aghsfort_creature_tornado_harpy"				"Tornado Harpy"
		"npc_aghsfort_creature_walrus_pudge"					"Walrus Pudge"

		"npc_dota_boss_timbersaw"					"Rizzrick"
		"npc_dota_creature_timbersaw_treant"		"Little Ent"
		"npc_dota_boss_void_spirit"					"Shadow of Inai"
		"npc_dota_earth_spirit_statue"				"Kaolin Soccer Statue"
		"npc_dota_earth_spirit_boss"				"Kaolin Guardian"
		"npc_dota_boss_visage"						"Warden of the Narrow Maze"
		"npc_dota_boss_visage_familiar"				"Lost Revenant"
		"npc_dota_boss_visage_familiar_state"		"Maze Watcher"

		"npc_dota_creature_venomancer"				"Swamp Infector"
		"npc_dota_creature_swamp_bug"				"Swamp Bug"
		"npc_dota_creature_swamp_crab"				"Swamp Crab"
		"npc_dota_restorative_flower"				"Soothing Marsh Blossom"
		"npc_dota_restorative_flower_creature"		"Soothing Marsh Blossom"

		"DOTA_Tooltip_modifier_aghsfort_swamp_sickness"				"Swamp Sickness"
		"DOTA_Tooltip_modifier_aghsfort_swamp_sickness_Description"	"Скоростта на движение е намалена с %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"npc_dota_aghsfort_arc_warden_boss"					"Wraith Warden"
		"npc_dota_aghsfort_arc_warden_boss_clone"			"Lesser Self"
		"npc_dota_aghsfort_arc_warden_spark_wraith_missile"	"Spark Wraith Hunter"
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_spark_wraith_missile_target"				"Spark Wraith Hunter"
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_spark_wraith_missile_target_Description"	"Безмълвни, заглушени и обезоръжени от ловуващ Spark Wraith."
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_tempest_double"		"Cloned"
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_tempest_double_Description"		"Обикновено копие, но все пак доста опасно."

		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_magnetic_field_attack_speed"	"Magnetic Field"
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_magnetic_field_attack_speed_Description"	"Предоставяне на пълно избягване от атаки извън полето."

		"npc_dota_creature_amoeba_boss"				"Giant Amoeboid"
		"npc_dota_creature_amoeba_large"			"Large Amoeboid"
		"npc_dota_creature_amoeba_medium"			"Medium Amoeboid"
		"npc_dota_creature_amoeba_small"			"Small Amoeboid"
		"npc_dota_creature_amoeba_baby"				"Amoeboidling"

		"DOTA_Tooltip_modifier_amoeba_boss_ink"				"Amoeboid Ink"
		"DOTA_Tooltip_modifier_amoeba_boss_ink_Description"	"Все повече забавени за натрупване на Amoeboid Ink."

		"npc_dota_creature_acid_blob"				"Acid Blob"
		"npc_dota_creature_dungeon_bat"				"Dungeon Bat"

		"DOTA_Tooltip_modifier_acid_blob_explosion_slow"				"Acid Blob — забавяне"
		"DOTA_Tooltip_modifier_acid_blob_explosion_slow_Description"	"Намалена скорост от киселинна експлозия."

		"npc_dota_creature_aziyog_underlord"		"Underlord"
		"npc_dota_creature_aziyog_warrior"			"Warrior"
		"npc_dota_unit_aziyog_underlord_portal"		"Dark Portal"

		"npc_dota_creature_bonus_pudge"				"Fisherman Sam"

		"npc_dota_creature_bonus_hoodwink"			"Carnival Goer"
		"npc_dota_creature_bonus_balloon"			"Balloon Vendor"
		"npc_dota_creature_bonus_balloon_mine"		"Balloon Rat"

		"npc_dota_rescue_penguin"					"Pen-mate"

		"npc_dota_creature_dragon_knight_egg_smasher"	"Dragon Slayer"
		"npc_dota_creature_omniknight_egg_smasher" 		"Dragon Nest Purifier"
		"npc_dota_creature_dragon_egg"					"Helpless Dragon Egg"

		"npc_dota_aghsfort_watch_tower_option_1"	"Избор на изход"
		"npc_dota_aghsfort_watch_tower_option_2"	"Избор на изход"

		"DOTA_Tooltip_Ability_item_health_potion"				"Лечебна отвара"
		"DOTA_Tooltip_Ability_item_mana_potion"					"Мана отвара"
		"DOTA_Tooltip_ability_item_bag_of_gold"					"Торба със злато"
		"DOTA_Tooltip_Ability_item_life_rune"					"Живителна руна"
		"DOTA_Tooltip_Ability_item_life_rune_Description"		"Предоставя +1 здраве, позволявайки Ви да се преродите 10 секунди, след като умрете."	
		"DOTA_Tooltip_Ability_item_small_scepter_fragment"		"Малък къс от скиптъра"
		"DOTA_Tooltip_Ability_item_small_scepter_fragment_Description"		"Предоставя избор от 3 малки подобрения на уменията, когато се консумира."
		"DOTA_Tooltip_ability_item_tombstone"								"Resurrect Teammate"

		"DOTA_Tooltip_Ability_item_naginata"					"Archmage's Naginata"
		"DOTA_Tooltip_Ability_item_recipe_naginata"				"Archmage's Naginata — рецепта"

		"DOTA_Tooltip_ability_item_naginata_Description"		"<h1>Пасивно: Omen</h1> Предоставя на всяка атака %bonus_chance%%% шанс да намали времената за изчакване с %cooldown_reduction_percent%%%."
		"DOTA_Tooltip_ability_item_naginata_Lore"				"Жезъл с острие, използван от велик маг."
		//"DOTA_Tooltip_ability_item_naginata_bonus_health"		"+$health"
		//"DOTA_Tooltip_ability_item_naginata_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_naginata_bonus_intellect"	"+$int"
		//"DOTA_Tooltip_ability_item_naginata_bonus_damage"		"+$damage"
		"DOTA_Tooltip_ability_item_naginata_bonus_attack_speed"	"+$attack"

		"DOTA_Chat_Tombstone_Pinged"										"Тук има повален съотборник."
		"Aghanim_FoundChestItem"											"{s:player_name} намери съкровище, съдържащо: {s:locstring_value}"
		"Aghanim_FoundChestGold"											"{s:player_name} намери съкровище, съдържащо: <font color='#ffd825'>{s:value}</font><panel class='CombatEventGoldIcon'/>"
		"Aghanim_FoundChestTrap"											"{s:player_name} намери съкровище, съдържащо: <font color='#ffd825'>{s:locstring_value}</font>!"
		"Aghanim_FoundLifeRune"												"{s:player_name} намери {s:locstring_value}!"												
		"Aghanim_FoundItem"													"{s:player_name} намери нов артикул: <font color='#4ae0bf'>{s:locstring_value}</font>!"
		"Aghanim_FoundConsumableItem"										"{s:player_name} намери консуматив: <font color='#0CF1F1'>{s:locstring_value}</font>!"
		"Aghanim_KilledByCreature"											"{s:player_name} беше убит от {s:locstring_value}"
		"Aghanim_BattlePointsFound"											"{s:player_name} намери {d:int_value} бойни точки за отбора!"
		"Aghanim_ArcaneFragmentsFound"										"{s:player_name} намери {d:int_value} тайнствени фрагмента за отбора!"
		"Aghanim_QuestStarFound"											"Отборът намери <font color='#4ae0bf'>звезда от седмично приключение</font>!"
		"Aghanim_WaitForOtherPlayers"										"{s:player_name} опита да говори с Aghanim, преди другите герои да пристигнат. Моля, изчакайте ги!"

		"Aghanim_PlayerTrapRoomComplete"									"{s:player_name} приключи помещението с капаните и спечели <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>."
		"Aghanim_PlayerTrapRoomComplete_NoDeath"							"{s:player_name} приключи помещението с капаните, без да умре и спечели <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>. Браво."
		"Aghanim_PlayerTrapRoomComplete_Perfect"							"{s:player_name} приключи помещението с капаните перфектно и спечели <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>. Еха!"

		"DOTA_Tooltip_ability_item_bottle_Description"							"<h1>Активно: Regenerate</h1> Консумира заряд, за да възстанови %health_restore_pct%%% макс. здраве и %mana_restore_pct%%% макс. мана през %restore_time% секунди. В края на всеки сблъсък се възстановява заряд."
		"DOTA_Tooltip_ability_item_bottle_max_charges"							"МАКС. ЗАРЯДИ:"

		"DOTA_Tooltip_ability_item_shadow_amulet_Description"					"<h1>Активно: Fade</h1> Предоставя невидимост на Вас или посочен съюзнически герой, стига целта да остане неподвижна.<br><br>Има %fade_time% секундно време за избледняване и незабавно прекратява невидимостта при движение. Обсег: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_shadow_amulet_fade_duration"		"МАКС. ВРЕМЕ ЗА ИЗБЛЕДНЯВАНЕ:"

		"DOTA_Tooltip_ability_item_vladmir_Description"							"<h1>Пасивно: Vladmir's Aura</h1> Дава <font color='#F40000'>%lifesteal_aura%%%</font> кражба на здраве, %damage_aura%%% бонус щети и %mana_regen_aura% регенерация на мана към съюзниците наблизо.<br><br>Радиус: %aura_radius%"
		"DOTA_Tooltip_ability_item_vladmir_Lore"								"Зловеща маска, обладана от злобата на покосен вампир."
		
		"DOTA_Tooltip_modifier_item_vladmir_aura"				"Vladmir's Aura"
		"DOTA_Tooltip_modifier_item_vladmir_aura_Description"	"Придобиване на <font color='#F40000'>%dMODIFIER_PROPERTY_TOOLTIP%%%</font> кражба на здраве, %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% реген. ма мана и %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% броня."

		"DOTA_Tooltip_ability_item_satanic_Description"			"<h1>Активно: Unholy Rage</h1> Увеличава процента за кражба на здраве до <font color='#F40000'>%unholy_lifesteal_total_tooltip%%%</font> за %unholy_duration% секунди. \n<h1>Пасивно: Lifesteal</h1> Лекува атакуващия с <font color='#F40000'>%lifesteal_percent%%%</font> от нанесените щети."
		"DOTA_Tooltip_ability_item_satanic_Lore"				"Огромна мощност с цената на душата Ви."
		"DOTA_Tooltip_ability_item_satanic_bonus_strength"		"+$str"
		"DOTA_Tooltip_ability_item_satanic_bonus_damage"		"+$damage"
		"DOTA_Tooltip_ability_item_satanic_status_resistance"	"%+ статус на устойчивост"

		"DOTA_Tooltip_modifier_item_satanic_unholy"				"Unholy Rage"
		"DOTA_Tooltip_modifier_item_satanic_unholy_Description"	"Краденето на живот се увеличава с <font color='#F40000'>%dMODIFIER_PROPERTY_TOOLTIP%%%</font>."

		"DOTA_Tooltip_ability_item_travel_boots_Description"					"Бонусите за скоростта на движение от множество чифтове ботуши, не се натрупват."
		"DOTA_Tooltip_ability_item_travel_boots_bonus_movement_speed"			"+$move_speed"		
		"DOTA_Tooltip_ability_item_travel_boots_tp_cooldown"					" "

		"DOTA_Tooltip_ability_item_travel_boots_2_Description"					"Бонусите за скоростта на движение от множество чифтове ботуши, не се натрупват."
		"DOTA_Tooltip_ability_item_travel_boots_2_bonus_movement_speed"			"+$move_speed"		
		"DOTA_Tooltip_ability_item_travel_boots_2_tp_cooldown"					" "

		"DOTA_Tooltip_modifier_creature_pudge_miniboss_armor_corruption_debuff"					"Corruption"
		"DOTA_Tooltip_modifier_creature_pudge_miniboss_armor_corruption_debuff_Description"		"Загуба на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% броня."

		"DOTA_Tooltip_modifier_bonus_chicken_small"				"Small Chicken"
		"DOTA_Tooltip_modifier_bonus_chicken_small_Description"	"Изпълнено с жълтици."

		"DOTA_Tooltip_Ability_aghanim_empty_spell1"				"Заключено умение"
		"DOTA_Tooltip_Ability_aghanim_empty_spell1_Description"	"Aghanim е заключил умението Ви — унищожете къса, за да си го върнете!"
		"DOTA_Tooltip_Ability_aghanim_empty_spell2"				"Заключено умение"
		"DOTA_Tooltip_Ability_aghanim_empty_spell2_Description"	"Aghanim е заключил умението Ви — унищожете къса, за да си го върнете!"
		"DOTA_Tooltip_Ability_aghanim_empty_spell3"				"Заключено умение"
		"DOTA_Tooltip_Ability_aghanim_empty_spell3_Description"	"Aghanim е заключил умението Ви — унищожете къса, за да си го върнете!"
		"DOTA_Tooltip_Ability_aghanim_empty_spell4"				"Заключено умение"
		"DOTA_Tooltip_Ability_aghanim_empty_spell4_Description"	"Aghanim е заключил умението Ви — унищожете къса, за да си го върнете!"
		"DOTA_Tooltip_modifier_aghanim_spell_swap"				"Заключено умение"
		"DOTA_Tooltip_modifier_aghanim_spell_swap_Description"	"Aghanim е заключил умението Ви — унищожете къса, за да си го върнете!"
		"DOTA_Tooltip_modifier_aghanim_crystal_attack_debuff"	"Crystal Chill"
		"DOTA_Tooltip_modifier_aghanim_crystal_attack_debuff_Description"	"Всякакво лечение, регенерация и кражба на здраве са намалени с %dMODIFIER_PROPERTY_HEAL_AMPLIFY_PERCENTAGE_TARGET%%%."

		"DOTA_Tooltip_ability_creature_brewmaster_fire_permanent_immolation"					"Permanent Immolation"
		"DOTA_Tooltip_ability_creature_brewmaster_fire_permanent_immolation_Lore"			" "
		"DOTA_Tooltip_ability_creature_brewmaster_fire_permanent_immolation_Description"		"Изгаря вражеските единици в близост."
		"DOTA_Tooltip_ability_creature_brewmaster_fire_permanent_immolation_damage"			"ЩЕТИ В СЕКУНДА:"
		"DOTA_Tooltip_ability_creature_brewmaster_fire_permanent_immolation_radius"			"РАДИУС:"

		"DOTA_Tooltip_Ability_item_greater_salve"				"Greater Salve"
		"DOTA_Tooltip_ability_item_greater_salve_Description"	"<h1>Употреба: Salve</h1> Предоставя %hp_per_tick% реген. на здраве към целта за %buff_duration% секунди.<br><br>Ако единицата бъде атакувана от вражески герой или Roshan, ефектът се губи.<br><br>Обсег: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_greater_salve_Lore"			"Магически мехлем, който може да излекува бързо дори и най-дълбоките рани."

		"DOTA_Tooltip_modifier_item_greater_salve"				"Greater Salve"
		"DOTA_Tooltip_modifier_item_greater_salve_Description"	"Тази единица регенерира здраве."

		"DOTA_Tooltip_Ability_item_greater_clarity"				"Greater Clarity"
		"DOTA_Tooltip_ability_item_greater_clarity_Description"	"<h1>Употреба: Replenish</h1> Предоставя %mana_per_tick% регенерация на мана към целта за %buff_duration% секунди.<br><br>Обсег: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_greater_clarity_Lore"		"Чиста вода, която подобрява умението за медитация."

		"DOTA_Tooltip_modifier_item_greater_clarity"				"Greater Clarity"
		"DOTA_Tooltip_modifier_item_greater_clarity_Description"	"Тази единица регенерира мана."

		"DOTA_Tooltip_Ability_item_double_damage_potion"				"Двойни щети — отвара"
		"DOTA_Tooltip_Ability_item_double_damage_potion_Description"	"Предоставя удвоени щети за %buff_duration% секунди."

		"DOTA_Tooltip_modifier_item_double_damage_potion"				"Двойни щети — отвара"
		"DOTA_Tooltip_modifier_item_double_damage_potion_Description"	"Тази единица разполага с удвоени щети."

		"DOTA_Tooltip_Ability_item_spell_amp_potion"				"Усилване на заклинанията — отвара"
		"DOTA_Tooltip_Ability_item_spell_amp_potion_Description"	"Предоставя %spell_amp_bonus_pct%%% бонус щети от заклинание за %buff_duration% секунди."

		"DOTA_Tooltip_modifier_item_spell_amp_potion"				"Усилване на заклинанията — отвара"
		"DOTA_Tooltip_modifier_item_spell_amp_potion_Description"	"Тази единица разполага със 100 бонус усилване на заклинанията."

		"DOTA_Tooltip_Ability_item_evasion_potion"				"Избягване — отвара"
		"DOTA_Tooltip_Ability_item_evasion_potion_Description"	"Предоставя %evasion_bonus_pct%%% бонус избягване за %buff_duration% секунди."

		"DOTA_Tooltip_modifier_item_evasion_potion"				"Избягване — отвара"
		"DOTA_Tooltip_modifier_item_evasion_potion_Description"	"Тази единица разполага със 100 бонус избягване."

		"DOTA_Tooltip_Ability_item_tome_of_greater_knowledge"		"Tome of Greater Knowledge"
		"DOTA_Tooltip_Ability_item_tome_of_greater_knowledge_Description"	"Предоставя преполовен общ опит, изискван за достигане на следващото ниво, към всички приятелски герои."

		"DOTA_Tooltip_Ability_item_purification_potion"				"Purification отвара"
		"DOTA_Tooltip_Ability_item_purification_potion_Description"	"<h1>Употреба: Greater Purification</h1> Незабавно Ви лекува с %heal% здраве и нанася щети на враговете около Вас за %heal%."
		"DOTA_Tooltip_ability_item_purification_potion_heal"		"ЛЕЧЕНИЕ/ЩЕТИ:"
		"DOTA_Tooltip_ability_item_purification_potion_radius"		"РАДИУС НА ЩЕТИТЕ:"

		"DOTA_Tooltip_Ability_item_ravage_potion"				"Ravage отвара"
		"DOTA_Tooltip_Ability_item_ravage_potion_Description"	"<h1>Употреба: Greater Ravage</h1> Блъскайки в земята, причинявате появата на пипала във всички посоки, нанасяйки щети и зашеметявайки всички вражески единици в близост."
		"DOTA_Tooltip_Ability_item_ravage_potion_Note0"			"Ravage ще удря невидими единици."
		"DOTA_Tooltip_Ability_item_ravage_potion_Note1"			"Вълните на Ravage преминават отвътре навън със скорост от %speed%."
		"DOTA_Tooltip_ability_item_ravage_potion_radius"		"РАДИУС:"
		"DOTA_Tooltip_ability_item_ravage_potion_duration"		"ВРЕМЕТРАЕНЕ:"

		"DOTA_Tooltip_ability_item_dragon_potion"						"Драконова отвара"
		"DOTA_Tooltip_ability_item_dragon_potion_Description"			"<h1>Употреба: Elder Dragon Form</h1> Трансформира в дракон, придобивайки Corrosive Breath, косвени щети/забавяне и увеличена магическа устойчивост."
		"DOTA_Tooltip_ability_item_dragon_potion_duration"				"ВРЕМЕТРАЕНЕ:"
		"DOTA_Tooltip_ability_item_dragon_potion_bonus_movement_speed"	"БОНУС СКОРОСТ НА ДВИЖЕНИЕ:"
		"DOTA_Tooltip_ability_item_dragon_potion_bonus_attack_range"	"БОНУС ОБСЕГ НА АТАКА:"
		"DOTA_Tooltip_ability_item_dragon_potion_bonus_attack_damage"	"БОНУС ЩЕТИ:"
		"DOTA_Tooltip_ability_item_dragon_potion_magic_resistance"		"МАГИЧЕСКА УСТОЙЧИВОСТ:"
		"DOTA_Tooltip_ability_item_dragon_potion_splash_radius"			"РАДИУС (КОСВЕН):"
		"DOTA_Tooltip_ability_item_dragon_potion_splash_damage_percent"	"КОСВЕНИ ЩЕТИ (ПРОЦЕНТ):"

		"DOTA_Tooltip_ability_item_arcanist_potion"						"Arcanist отвара"
		"DOTA_Tooltip_ability_item_arcanist_potion_Description"			"<h1>Употреба: Enhanced Arcanery</h1> Намалява времената за изчакване и нужната мана на уменията."
		"DOTA_Tooltip_ability_item_arcanist_potion_duration"				"ВРЕМЕТРАЕНЕ:"
		"DOTA_Tooltip_ability_item_arcanist_potion_cooldown_reduction_pct"	"%НАМАЛЯВАНЕ НА ИЗЧАКВАНЕТО:"
		"DOTA_Tooltip_ability_item_arcanist_potion_manacost_reduction_pct"	"%НАМАЛЯВАНЕ НА НУЖНАТА МАНА:"

		"DOTA_Tooltip_modifier_aghsfort_arcanist_potion"						"Arcanist отвара"
		"DOTA_Tooltip_modifier_aghsfort_arcanist_potion_Description"			"Намалява времената за изчакване и нужната мана на уменията."

		"DOTA_Tooltip_Ability_item_echo_slam_potion"							"Echo Slam отвара"
		"DOTA_Tooltip_Ability_item_echo_slam_potion_Description"				"<h1>Употреба: Greater Echo Slam</h1> През земята преминават ударни вълни, нанасяйки щети върху вражески единици. Всеки ударен враг предизвиква ехо, което нанася щети върху единиците наблизо. Истинските герои предизвикват два ехтежа."
		"DOTA_Tooltip_ability_item_echo_slam_potion_echo_slam_echo_damage"		"ECHO — ЩЕТИ:"
		"DOTA_Tooltip_ability_item_echo_slam_potion_echo_slam_damage_range"		"РАДИУС:"
		"DOTA_Tooltip_ability_item_echo_slam_potion_echo_slam_initial_damage"	"НАЧАЛНИ ЩЕТИ:"

		"DOTA_Tooltip_Ability_item_torrent_effect_potion"						"Torrent Reflex"
		"DOTA_Tooltip_Ability_item_torrent_effect_potion_Description"			"<h1>Употреба: <font color='#FBD600'> Предоставя перманентен ефект.</font></h1> Когато бъдете атакувани, разполагате с %proc_chance%%% шанс да призовете нарастващ порой, който запраща вражеските единици в небето след кратко отлагане. Онези от тях, попаднали в пороя, биват зашеметени, поемат щети и са забавени."
		"DOTA_Tooltip_ability_item_torrent_effect_potion_proc_chance"			"%ПРОЦЕДУРЕН ШАНС:"
		"DOTA_Tooltip_ability_item_torrent_effect_potion_torrent_damage"		"TORRENT — ЩЕТИ:"
		"DOTA_Tooltip_ability_item_torrent_effect_potion_stun_duration"		"ВРЕМЕТРАЕНЕ НА ЗАШЕМЕТЯВАНЕТО:"

		"DOTA_Tooltip_modifier_item_torrent_effect_potion"					"Torrent Reflex"
		"DOTA_Tooltip_modifier_item_torrent_effect_potion_Description"		"Тази единица разполага с процедурен шанс за Torrent, когато е атакувана."

		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion"				"Shadow Wave Reflex"
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_Description"	"<h1>Употреба: <font color='#FBD600'>Предоставя перманентен ефект.</font></h1> Когато бъдете атакувани, разполагате с %proc_chance%%% шанс да изпратите могъща мълния, която образува волтови дъги между съюзниците, лекувайки ги, докато същевременно с това нанася щети на всякакви единици, стоящи наблизо. Вие винаги бивате лекувани от Shadow Wave."
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_Note0"			"Приоритизира съюзническите герои над крийповете."
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_Note1"			"Ако враговете са близо до няколко съюзнически единици, повлияни от Shadow Wave, те ще поемат множество инстанции щети."
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_proc_chance"	"%ПРОЦЕДУРЕН ШАНС:"
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_cast_range"	"ОБСЕГ:"
		//"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_bounce_radius"	"HEAL ARC RADIUS:"
