"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_holdout_gladiators_unite"							"Gladiators, Unite!"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_Description"				"<font color='#70EA72'>Legion Commander calls her allied heroes together to fight in an arena.  Each additional friendly hero that joins the fight in the arena grants additional bonus damage, armor, and lifesteal to each arena combatant.</font>"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_bonus_armor_per_hero"	"BONUS ARMOR PER HERO:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_bonus_damage_per_hero"	"BONUS DAMAGE PER HERO:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_lifesteal_per_hero"		"%LIFESTEAL PER HERO:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_duration"				"DURATION:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_radius"					"RADIUS:"
		"DOTA_Tooltip_modifier_holdout_gladiators_unite"						"Gladiators, Unite!"
		"DOTA_Tooltip_modifier_holdout_gladiators_unite_Description"			"Gaining %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% bonus armor, %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonus damage, and %dMODIFIER_PROPERTY_TOOLTIP%%% lifesteal on physical attacks."

		"DOTA_Tooltip_ability_holdout_dragon_slave"											"Dragon Slave"
		"DOTA_Tooltip_ability_holdout_dragon_slave_Description"								"Lina channels the breath of a dragon, sending out a wave of fire that scorches every enemy in its path."
		"DOTA_Tooltip_ability_holdout_dragon_slave_Lore"									"In the scorched barren of Misrule, Lina learned to manipulate the fiery breath of the Desert Wyrm as a form of entertainment."
		"DOTA_Tooltip_ability_holdout_dragon_slave_Note0"									"Dragon Slave can hit units up to 1225 units away."
		"DOTA_Tooltip_ability_holdout_light_strike_array"									"Light Strike Array"
		"DOTA_Tooltip_ability_holdout_light_strike_array_Description"						"Summons a column of flames that damages and stuns enemies."
		"DOTA_Tooltip_ability_holdout_light_strike_array_Lore"								"Lina's essence allows her to focus the sun's energies, causing air to combust at will."
		"DOTA_Tooltip_ability_holdout_light_strike_array_Note0"								"Light Strike Array will destroy trees in its area of effect."
		"DOTA_Tooltip_ability_holdout_light_strike_array_light_strike_array_aoe"			"RADIUS:"
		"DOTA_Tooltip_ability_holdout_light_strike_array_light_strike_array_stun_duration"	"STUN DURATION:"
		"DOTA_Tooltip_ability_holdout_light_strike_array_light_strike_array_delay_time"		"CAST DELAY:"
		"DOTA_Tooltip_ability_holdout_fiery_soul"											"Blazing Soul"
		"DOTA_Tooltip_ability_holdout_fiery_soul_Description"								"Grants bonus attack speed, movement speed, and <font color='#70EA72'>decreased cast time</font> each time Lina casts a spell. Stacks with itself."
		"DOTA_Tooltip_ability_holdout_fiery_soul_Lore"										"Dancing flames embody Lina's playful nature, bringing out her true blazing self."
		"DOTA_Tooltip_ability_holdout_fiery_soul_Note0"										"Duration refreshes each time a new spell is cast."
		"DOTA_Tooltip_ability_holdout_fiery_soul_Note1"										"Using items does not trigger Fiery Soul."
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_attack_speed_bonus"				"ATTACK SPEED BONUS:"
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_move_speed_bonus"				"%MOVE SPEED BONUS:"
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_max_stacks"						"<font color='#70EA72'>MAX STACKS:</font>"
		"DOTA_Tooltip_ability_holdout_fiery_soul_duration"									"<font color='#70EA72'>DURATION:</font>"
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_cast_point_bonus"				"<font color='#70EA72'>CAST POINT BONUS:</font>"
		"DOTA_Tooltip_modifier_holdout_fiery_soul"											"Blazing Soul"
		"DOTA_Tooltip_modifier_holdout_fiery_soul_Description"								"Attack Speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, movement Speed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, and cast point decreased by %fMODIFIER_PROPERTY_TOOLTIP%."
		
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout"					"Deflection"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_Lore"				"Manipulating her psionic veil, Lanaya bends nature's law to her will."
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_Description"		"Templar Assassin creates a defensive shield around herself that absorbs damage and provides a bonus to her damage."
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_Note0"			"Damage as HP Removal bypasses Deflection."
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_damage_absorb"	"%DAMAGE ABSORB:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_bonus_damage"		"%BONUS DAMAGE:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_duration"			"DURATION:"

		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout"				"Psionic Trap"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Lore"			"Calling upon the reach of the Hidden Temple, none escape the eye of the Templar."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Description"	"Templar Assassin places mystical traps that invisibly monitor enemy movement. When sprung, at her command, they exert a slowing influence of 30%% in the area. Traps charge up to slow more by 5%% for each second up to 50%%."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Note0"			"Traps last indefinitely."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Note1"			"They have invisibility that fades in over 2 seconds, magic immunity, and 100 HP."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Note2"			"Traps have 400/400 vision range and don't prevent neutral camps from spawning."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_max_traps"		"MAX TRAPS:"
		
		"DOTA_Tooltip_ability_holdout_paralyzing_cask"								"Paralyzing Cask"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_Description"					"Launches a cask of paralyzing powder that ricochets between enemy units, stunning and damaging those it hits."
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_Lore"							"The Witch Doctor recycles the bones of fallen friends and foes, using the powder as part of his arsenal of charms and alchemy."
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_Note0"						"Targets can be hit multiple times, as long as another unit is struck in between the bounces."
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_bounces_tooltip"				"BOUNCES:"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_hero_duration"				"HERO STUN DURATION:"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_creep_duration"				"CREEP STUN DURATION:"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_hero_damage"					"HERO DAMAGE:"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration"							"Voodoo Restoration"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Description"				"Witch Doctor focuses his magic to heal nearby allied units."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Lore"						"Zharvakko's hocus pocus is not limited only to hexxing his opponents and is quite adept at curing ailments."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Note0"						"Healing is done in 0.33 second intervals."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Note1"						"Can heal magic immune units."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_mana_per_second"			"MANA PER SEC:"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_heal"						"HEAL:"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_holdout_death_ward"									"Death Ward"
		"DOTA_Tooltip_ability_holdout_death_ward_Description"						"CHANNELED - Summons a deadly ward to attack enemy heroes.  The Death Ward has attack range of 700, and attacks every .25 seconds. <font color='#70EA72'>Lasts 10 seconds.</font> .\n\nUpgradable by Aghanim's Scepter."
		"DOTA_Tooltip_ability_holdout_death_ward_Lore"								"Witch Doctor performs a ritualistic dance, one that haunts the dreams of those who live to recount it."
		"DOTA_Tooltip_ability_holdout_death_ward_Note0"								"The Death Ward is invulnerable, and is only destroyed if Witch Doctor is interrupted or its duration expires."
		"DOTA_Tooltip_ability_holdout_death_ward_Note1"								"The Death Ward can be controlled, and made to attack a specific target."
		"DOTA_Tooltip_ability_holdout_death_ward_damage"							"DAMAGE:"
		"DOTA_Tooltip_ability_holdout_death_ward_bounces"							"<font color='#70EA72'>BOUNCES:</font>"
		"DOTA_Tooltip_ability_holdout_death_ward_damage_scepter"					"SCEPTER DAMAGE:"
		"DOTA_Tooltip_ability_holdout_death_ward_scepter_bounces"					"<font color='#70EA72'>SCEPTER BOUNCES:</font>"

		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017"							"Stifling Dagger"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_Description"				"<font color='#70EA72'>Throws a flurry of daggers at the area around the target point, each one hitting the first unit in its path.</font>  The daggers slow enemy movement speed, and deal %base_damage%+%attack_factor_tooltip%%% of Phantom Assassin's attack damage as physical damage and applying attack effects from items and abilities."
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_Note0"								"If an attack effect is chance-based, the chance of its application will be the same as its chance to occur."
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_Lore"						"The first skill learned by the Sisters of the Veil often signals an incoming hit."
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_move_slow"				"%MOVE SLOW:"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_duration"					"SLOW DURATION:"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_base_damage"				"BASE DAMAGE:"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_attack_factor_tooltip"  	"%ATTACK DAMAGE:"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_dagger_count"				"DAGGER COUNT:"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_dagger_range"				"DAGGER RANGE:"

		"DOTA_Tooltip_ability_tiny_trample"								"Trample"
		"DOTA_Tooltip_ability_tiny_trample_Description"					"Tiny rushes forward, trampling enemy units with his craggy mass.  He gains bonus movement speed and phased collison, while each enemy he tramples is stunned and dealt a portion of his attack damage."
		"DOTA_Tooltip_ability_tiny_trample_attack_factor_tooltip"		"%ATTACK DAMAGE:"
		"DOTA_Tooltip_ability_tiny_trample_bonus_movespeed_pct"			"%BONUS MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_tiny_trample_duration"					"TRAMPLE DURATION:"
		"DOTA_Tooltip_ability_tiny_trample_stun_duration"				"STUN DURATION:"

		"DOTA_Tooltip_modifier_tiny_trample"							"Trample"


		
		//TIDEHUNTER
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush"											"Gush"
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_Description"								"Summons a gush of water to damage an enemy unit, reducing their movement speed and armor.  Lasts 4 seconds.\n\nUpgradable by Aghanim's Scepter."
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_Lore"										"During his championship of the Sunken Isles, Leviathan gained mastery over the open sea."
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_movement_speed"							"%SLOW:"
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_negative_armor"							"ARMOR REDUCTION:"
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_cast_range_scepter"  						"SCEPTER RANGE:"
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_aoe_scepter"  							"SCEPTER RADIUS:"
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_cooldown_scepter"  						"SCEPTER COOLDOWN:"
		"DOTA_Tooltip_ability_dungeon_tidehunter_gush_aghanim_description"						"Gush becomes a ground targeted wave ability that affects enemy units in a line.  Decreases cooldown."
		
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage"										"Ravage"
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage_Description"							"Slams the ground, causing tentacles to erupt in all directions, damaging and stunning all nearby enemy units."
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage_Lore"									"Calling to the abyssal god Maelrawn has resulted in entire armadas being lost at sea."
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage_Note0"									"Ravage will hit invisible units."
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage_Note1"									"Ravage waves move outwards at a speed of 775."
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage_radius"									"RADIUS:"
		"DOTA_Tooltip_ability_dungeon_tidehunter_ravage_duration"								"DURATION:"

		//NEVERMORE
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze1"									"Shadowraze"
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze1_Description"						"Shadow Fiend razes the area in front of him, dealing damage to enemy units in an area."
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze1_Lore"								"Nevermore's trademark for harvesting souls."
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze1_shadowraze_range"					"RANGE:"
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze2"									"Shadowraze"
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze2_Description"						"Shadow Fiend razes the area in front of him, dealing damage to enemy units in an area."
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze2_Lore"								"Nevermore's trademark for harvesting souls."
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze2_shadowraze_range"					"RANGE:"
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze3"									"Shadowraze"
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze3_Description"						"Shadow Fiend razes the area in front of him, dealing damage to enemy units in an area."
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze3_Lore"								"Nevermore's trademark for harvesting souls."
		"DOTA_Tooltip_ability_dungeon_nevermore_shadowraze3_shadowraze_range"					"RANGE:"
		"DOTA_Tooltip_ability_nevermore_necromastery"									"Necromastery"
		"DOTA_Tooltip_ability_nevermore_necromastery_Description"						"Shadow Fiend steals the soul from units he kills, gaining bonus damage. If the killed unit is a hero, he gains 12 souls.  On death, he releases half of them from bondage.\n\nUpgradable by Aghanim's Scepter."
		"DOTA_Tooltip_ability_nevermore_necromastery_Lore"								"Harvested souls swirl in and out of the Abysm, empowering the Shadow Fiend to increase the size of his collection."
		"DOTA_Tooltip_ability_nevermore_necromastery_Note0"								"Denies and neutral creeps also provide bonus damage through Necromastery."
		"DOTA_Tooltip_ability_nevermore_necromastery_necromastery_max_souls"			"MAX SOULS:"
		"DOTA_Tooltip_ability_nevermore_necromastery_necromastery_damage_per_soul"		"DAMAGE PER SOUL:"
		"DOTA_Tooltip_ability_nevermore_necromastery_necromastery_max_souls_scepter"    "SCEPTER MAX SOULS:"
		"DOTA_Tooltip_ability_nevermore_necromastery_aghanim_description"				"Increases max souls." 
		"DOTA_Tooltip_ability_nevermore_dark_lord"										"Presence of the Dark Lord"
		"DOTA_Tooltip_ability_nevermore_dark_lord_Description"							"Shadow Fiend's presence reduces the armor of nearby enemies."
		"DOTA_Tooltip_ability_nevermore_dark_lord_Lore"									"Even being near Nevermore eats away at one's soul."
		"DOTA_Tooltip_ability_nevermore_dark_lord_Note0"								"Stacks fully with other armor reduction abilities and aura."
		"DOTA_Tooltip_ability_nevermore_dark_lord_presence_armor_reduction"				"REDUCTION:"
		"DOTA_Tooltip_ability_nevermore_dark_lord_presence_radius"						"RADIUS:"
		
		"DOTA_Tooltip_ability_nevermore_requiem"										"Requiem of Souls"
		"DOTA_Tooltip_ability_nevermore_requiem_Description"							"Shadow Fiend gathers his captured souls to release them as lines of demonic energy. Units near Shadow Fiend when the souls are released can be damaged by several lines of energy. Any unit damaged by Requiem of Souls will have its movement speed and attack damage reduced. Lines of energy are created for every 2 souls captured through Necromastery. Requiem of Souls is automatically cast whenever Shadow Fiend dies, regardless of its cooldown.\n\nUpgradable by Aghanim's Scepter."
		"DOTA_Tooltip_ability_nevermore_requiem_aghanim_description"					"Increases Necromastery Max Souls and causes Requiem of Souls to return back to Shadow Fiend. The wave back to Shadow Fiend deals less damage, but heals Shadow Fiend for all the damage it dealt."
		"DOTA_Tooltip_ability_nevermore_requiem_cast_time_tooltip"                  	"CAST DELAY:"
		"DOTA_Tooltip_ability_nevermore_requiem_requiem_reduction_ms"					"%MOVEMENT REDUCTION:"
		"DOTA_Tooltip_ability_nevermore_requiem_requiem_reduction_tooltip"				"%DAMAGE REDUCTION:"		
		"DOTA_Tooltip_ability_nevermore_requiem_requiem_slow_duration"					"REDUCTION DURATION:"
		"DOTA_Tooltip_ability_nevermore_requiem_requiem_damage_pct_scepter"             "%SCEPTER DAMAGE ON RETURN:"
		"DOTA_Tooltip_ability_nevermore_requiem_requiem_heal_pct_scepter"				"%SCEPTER HEAL ON RETURN:"
		"DOTA_Tooltip_ability_nevermore_requiem_Lore"									"The captured souls of those past slain are released to ravage their former allies."
		"DOTA_Tooltip_ability_nevermore_requiem_Note0"									"One line is generated from Shadow Fiend for every 2 souls in his possession, for a maximum of 18 lines (23 lines with Scepter)."
		"DOTA_Tooltip_ability_nevermore_requiem_Note1"									"The movement and attack damage reductions from Requiem of Souls go through spell immunity."
		
		"DOTA_Siltbreaker_Quests"								"QUESTS"
		"DOTA_Siltbreaker_NoResurrections"						"No Resurrections Remaining"
		"DOTA_Siltbreaker_Resurrect"							"Resurrect"
		"DOTA_Siltbreaker_RespawnNearest"						"You will respawn if your team gets to the next checkpoint"
		"DOTA_Siltbreaker_BuybacksLeft"							"Buybacks Left:"
		"DOTA_Siltbreaker_BuybackCost"							"Buyback Cost:"
		"DOTA_Siltbreaker_WhirlpoolSigilHelp"					"Press the Whirlpool Sigil on the scroll to teleport to your destination"
		"DOTA_Siltbreaker_ContinueSpeechText"					"Ready"
		"DOTA_Siltbreaker_PreviousZone"							"Previous Zone"
		"DOTA_Siltbreaker_NextZone"								"Next Zone"
		"DOTA_Siltbreaker_Disconnect"							"Leave"
		"DOTA_Siltbreaker_Continue"								"Continue"
		"DOTA_Siltbreaker_Failure"								"You have Failed"
		"DOTA_Siltbreaker_Success"								"You Have Defeated Rhyzik!<br> Act I Complete"
		"DOTA_Siltbreaker_Success_actii"						"You Have Defeated Siltbreaker!"
		"DOTA_Siltbreaker_RelicsButton"							"Artifacts"
		"DOTA_Siltbreaker_PersonalBestTime"						"Personal Best: {s:best_time}"
		"DOTA_Siltbreaker_hud_respawn_remcount"					"Respawns Remaining"
		
		
	}
}
