"lang"
{
	"Language"		"danish"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_Description"		"Templar Assassin skaber et defensivt skjold omkring sig, som absorberer skade og giver bonus til hendes angrebsskade."
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_Note0"			"Skade af typen HP-fjernelse ignorerer Deflection."
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_damage_absorb"	"%SKADE ABSORBERET:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_bonus_damage"		"%BONUS-SKADE:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_duration"			"VARIGHED:"

		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout"				"Psionic Trap"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Lore"			"Ved at kalde på det Skjulte Tempels greb, er der ingen, der kan undslippe tempelridderens syn."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Description"	"Templar Assassin anbringer mystiske fælder, som usynligt overvåger fjenders bevægelse. Når de udløses efter hendes ønske, påfører de en hæmning på 30%% i området. Fælder lader op til at hæmme 5%% mere hvert sekund, op til 50%%."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Note0"			"Fælder varer for evigt."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Note1"			"Fælderne bliver usynlige efter 2 sekunder, har magisk immunitet og har 100 HP."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_Note2"			"Fælderne har synsrækkevidde på 400/400 og forhindrer ikke neutrale kryblejre i at opstå."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_holdout_max_traps"		"MAKS. ANTAL FÆLDER:"


		"DOTA_Tooltip_ability_holdout_paralyzing_cask"								"Paralyzing Cask"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_Description"					"Smider et dødningehoved fyldt med paralyserende pulver som rikochetterer mellem fjendtlige enheder. Dødningehovedet lammer og skader dem, det rammer."
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_Lore"							"Witch Doctor genbruger faldne venner og fjenders knogler sammen med sit pulver som en del af sit besværgelses- og alkymi-arsenal."
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_Note0"						"Mål kan rammes adskillige gange, så længe en anden enhed rammes mellem hoppene."
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_bounces_tooltip"				"ANTAL HOP:"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_hero_duration"				"LAMMELSESVARIGHED (HELTE):"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_creep_duration"				"LAMMELSESVARIGHED (KRYB):"
		"DOTA_Tooltip_ability_holdout_paralyzing_cask_hero_damage"					"HELTESKADE:"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration"							"Voodoo Restoration"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Description"				"Witch Doctor koncentrerer sin magi for at hele allierede enheder i nærheden."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Lore"						"Zharvakkos hokuspokus er ikke begrænset til kun at forhekse hans modstandere, men kan også ganske udmærket kurere lidelser."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Note0"						"Heling udføres i intervaller på 0,33 sekunder."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_Note1"						"Kan hele besværgelsesimmune enheder."
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_mana_per_second"			"MANA PER SEK.:"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_heal"						"HELING:"
		"DOTA_Tooltip_ability_holdout_voodoo_restoration_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_holdout_death_ward"									"Death Ward"
		"DOTA_Tooltip_ability_holdout_death_ward_Lore"								"Witch Doctor udfører en ritualistisk dans; en dans som hjemsøger drømmene hos dem, der overlever til at fortælle om den."
		"DOTA_Tooltip_ability_holdout_death_ward_Note0"								"Death Ward er usårligt og ødelægges kun, hvis Witch Doctor afbrydes eller dets varighed udløber."
		"DOTA_Tooltip_ability_holdout_death_ward_Note1"								"Death Ward kan kontrolleres og fås til at angribe et specifikt mål."
		"DOTA_Tooltip_ability_holdout_death_ward_damage"							"SKADE:"
		"DOTA_Tooltip_ability_holdout_death_ward_bounces"							"<font color='#70EA72'>ANTAL HOP:</font>"
		"DOTA_Tooltip_ability_holdout_death_ward_damage_scepter"					"SKADE (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_death_ward_scepter_bounces"					"<font color='#70EA72'>HOP (SCEPTER):</font>"



		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017"						"Arctic Burn"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_duration"				"FLYVEVARIGHED:"	
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_attack_range_bonus"		"BONUS-ANGREBSRÆKKEVIDDE:"				
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_percent_damage"			"%HELBRED BRÆNDT:"	
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_move_slow"				"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_damage_duration"		"BRÆNDETID:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_night_vision_bonus"		"TILFØJET NATTESYNSRÆKKEVIDDE:"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_nb2017_mana_cost_scepter"		"MANA PER SEKUND (SCEPTER):"
		"DOTA_Tooltip_ability_winter_wyvern_arctic_burn_aghanim_description"		"Gør Arctic Burn til en evne, der kan slås til/fra, som dræner 40 mana per sekund, når den er aktiveret. Fjerner begrænsningen på antal angreb per enhed."
		
		"DOTA_Tooltip_ability_tusk_walrus_wallop_nb2017_Lore"					"Det er ligegyldigt, hvem der slår først. Det vigtigste er, hvem der slår sidst."
		"DOTA_Tooltip_ability_tusk_walrus_wallop_nb2017_knockback_distance"		"TILBAGESKUBAFSTAND:"
		"DOTA_Tooltip_ability_tusk_walrus_wallop_nb2017_knockback_duration"		"VARIGHED:"

		"DOTA_Tooltip_ability_disruptor_glimpse_nb2017"								"Glimpse"
		"DOTA_Tooltip_ability_disruptor_glimpse_nb2017_Lore"							"Legen med elektricitet kan have uventede resultater."
		"DOTA_Tooltip_ability_disruptor_glimpse_nb2017_cast_range"						"KASTERÆKKEVIDDE:"
		"DOTA_Tooltip_ability_disruptor_glimpse_nb2017_radius"						"RADIUS:"

		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017"							"Stifling Dagger"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_Lore"						"Den første evne, lært af Slørsøstrene, signalerer ofte en indgående træffer."
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_duration"					"HÆMNINGSVARIGHED:"
		"DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_nb2017_base_damage"				"BASISSKADE:"
		"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_nb2017"							"Phantom Strike"
		"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_nb2017_Description"				"Teleporterer til en enhed, allieret eller fjende, og giver <font color='#70EA72'>ekstra undvigelse. Hvis et angreb undviges, mens den ekstra undvigelse er aktiveret, har Phantom Assassin en chance for at sende et angreb tilbage mod nærkampsfjender og en Stifling Dagger i hendes nuværende level mod afstandshelte.</font>"
		"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_nb2017_bonus_evasion"				"BONUS-UNDVIGELSE:"
		"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_nb2017_duration"					"VARGIHED:"

		"DOTA_Tooltip_modifier_phantom_assassin_phantom_strike_nb2017"						"Phantom Strike"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_nb2017"						"Flame Guard"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_nb2017_duration"				"VARIGHED:"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_nb2017_radius"				"RADIUS:"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_nb2017_absorb_amount"		"MAGISK SKADE ABSORBERET:"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_nb2017_damage_per_second"	"SKADE PER SEKUND:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_dm2017"								"Mystic Snake"
		"DOTA_Tooltip_ability_medusa_mystic_snake_dm2017_radius"						"HOPPERADIUS:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_dm2017_snake_jumps"					"ANTAL HOP:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_dm2017_snake_damage"					"SKADE:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_dm2017_snake_scale"					"%SKADEFORØGELSE PER HOP:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_dm2017_snake_mana_steal"				"%MANA STJÅLET:"

		"DOTA_Tooltip_ability_treant_leech_seed_nb2017"							"Leech Seed"
		"DOTA_Tooltip_ability_treant_leech_seed_nb2017_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_treant_leech_seed_nb2017_duration"				"VARIGHED:"

		"DOTA_Tooltip_ability_treant_great_protector"							"Great Protector"
		"DOTA_Tooltip_ability_treant_great_protector_move_speed"				"BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_treant_great_protector_duration"					"VARIGHED:"

		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017"								"Wall of Replica"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_duration"						"VÆGGENS VARIGHED:"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_range_tooltip"					"KASTERÆKKEVIDDE:"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_slow_duration"		            "HÆMNINGSVARIGHED:"

		"DOTA_Tooltip_ability_zeus_thundergods_wrath_nb2017"									"Thundergod's Salvation"
		"DOTA_Tooltip_ability_phoenix_fire_spirits_nb2017_spirit_duration"			"ÅNDEVARIGHED:"
		"DOTA_Tooltip_ability_phoenix_fire_spirits_nb2017_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_phoenix_fire_spirits_nb2017_duration"				"BRÆNDETID:"
		"DOTA_Tooltip_ability_phoenix_fire_spirits_nb2017_damage_per_second"						"SKADE PER SEKUND:"
		"DOTA_Tooltip_ability_phoenix_fire_spirits_nb2017_attackspeed_slow"		"ANGREBSHÆMNING:"
		"DOTA_Tooltip_ability_phoenix_launch_fire_spirit_nb2017"							"Launch Fire Spirit"
		"DOTA_Tooltip_ability_phoenix_launch_fire_spirit_nb2017_spirit_duration"		"ÅNDEVARIGHED:"
		"DOTA_Tooltip_ability_phoenix_launch_fire_spirit_nb2017_radius"				"RADIUS:"
		"DOTA_Tooltip_ability_phoenix_launch_fire_spirit_nb2017_duration"				"BRÆNDETID:"
		"DOTA_Tooltip_ability_phoenix_launch_fire_spirit_nb2017_damage_per_second"					"SKADE PER SEKUND:"
		"DOTA_Tooltip_ability_phoenix_launch_fire_spirit_nb2017_attackspeed_slow"		"ANGREBSHÆMNING:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017"										"Assassinate"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_assassinate_damage"						"SKADE:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_tooltip_range"							"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_scepter_radius"						"RADIUS (SCEPTER):"
		"DOTA_Tooltip_ability_tiny_trample"								"Trample"
		"DOTA_Tooltip_ability_tiny_trample_Description"					"Tiny farer fremad og tramper fjender ned med sin klippefyldte masse. Han opnår bonus-bevægelseshastighed og kan bevæge sig igennem enheder, og hver fjende, han tramper ned, lammes og tager skade svarende til en andel af hans angrebsskade."
		"DOTA_Tooltip_ability_tiny_trample_attack_factor_tooltip"		"%ANGREBSSKADE:"
		"DOTA_Tooltip_ability_tiny_trample_bonus_movespeed_pct"			"%BONUS-BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_tiny_trample_duration"					"TRAMPE-VARIGHED:"
		"DOTA_Tooltip_ability_tiny_trample_stun_duration"				"LAMMELSESVARIGHED:"

		"DOTA_Tooltip_modifier_tiny_trample"							"Trample"

		"DOTA_Tooltip_ability_zuus_static_field_dark_moon"										"Static Field"
		"DOTA_Tooltip_ability_zuus_static_field_dark_moon_radius"									"RÆKKEVIDDE:"

		"DOTA_Tooltip_ability_techies_suicide"							"Blast Off!"
		"DOTA_Tooltip_ability_techies_suicide_Lore"				"Hvor skal vi hen?"
		"DOTA_Tooltip_ability_techies_suicide_damage"					"FULD SKADE:"
		"DOTA_Tooltip_ability_techies_suicide_radius"				    "RADIUS:"
		"DOTA_Tooltip_ability_techies_suicide_silence_duration"			"UNDERTRYKKELSESVARIGHED:"
		"DOTA_Tooltip_ability_techies_suicide_Note0"			"At dø af denne evne tæller som selvmord og belønner ikke fjendens hold med guld eller erfaring."
		"DOTA_Tooltip_ability_techies_suicide_Note1"			"Techies optjener stadig erfaring for selvmordsdrab med denne evne."
		"DOTA_Tooltip_ability_techies_suicide_Note2"			"Denne evne ødelægger træer."
	}
}
